id	time	stream	text	tu	rel	ant	context
1	2018-08-13 15:06:33.94	DM->RN	"calibrate"	1	0	translation-r-direct	None
2	2018-08-13 15:06:34.75	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
3	2018-08-13 15:06:59.54	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
4	2018-08-13 15:06:59.59	RN	"<X: audio sync in three two one>"	X-CMD	None	None	None
5	2018-08-13 15:07:03.36	RN	"<loud noise>"	X-CMD	None	None	None
6	2018-08-13 15:07:03.36	CMD	"<loud noise>"	X-CMD	None	None	None
7	2018-08-13 15:07:05.79	DM->CMD	"calibration complete"	1	0	ack-done	None
8	2018-08-13 15:07:14.84	CMD	"i am ready"	2	None	None	None
9	2018-08-13 15:07:16.07	DM->CMD	"I'm also ready.  <beep>"	2	8	reciprocal	None
10	2018-08-13 15:07:20.25	CMD	"let's move forward"	3	None	None	None
11	2018-08-13 15:07:25.26	DM->CMD	"How far should I move forward? <beep>"	3	10	req-clar	None
12	2018-08-13 15:07:28.47	CMD	"ten feet"	3	11	clar-repair	None
13	2018-08-13 15:07:30.06	DM->CMD	"processing. . ."	3	12*	processing	None
14	2018-08-13 15:07:36.98	DM->RN	"move forward 10 feet"	3	12*	translation-r-direct	None
15	2018-08-13 15:07:37.84	DM->CMD	"I will move forward 10 feet"	3	12*	ack-wilco	None
16	2018-08-13 15:07:51.32	RN	"done"	3	14	ack-done	None
17	2018-08-13 15:07:52.45	DM->CMD	"done"	3	16	translation-l	None
18	2018-08-13 15:07:54.81	CMD	"can you locate the doorway closest to you"	4	None	None	None
19	2018-08-13 15:08:00.55	DM->CMD	"Do you mean the one on the left?  <beep>"	4	18	req-clar	None
20	2018-08-13 15:08:02.69	CMD	"the one on the left"	4	19	clar-repair	None
21	2018-08-13 15:08:07.58	DM->CMD	"ok, I think I got it."	4	20*	ack-understand	None
22	2018-08-13 15:08:15.36	DM->CMD	"What should we do next?  <beep>"	ERR	None	None	None
23	2018-08-13 15:08:19.66	CMD	"do you see a doorway"	5	None	None	None
24	2018-08-13 15:08:22.52	DM->CMD	"yes"	5	23	answer	None
25	2018-08-13 15:08:26.11	CMD	"can you take a picture"	6	None	None	None
26	2018-08-13 15:08:29.54	DM->RN	"send image"	6	25	translation-r-direct	None
27	2018-08-13 15:08:31.23	RN	"sent"	6	26	ack-done	None
28	2018-08-13 15:08:32.19	DM->CMD	"sent"	6	27	translation-l	None
29	2018-08-13 15:08:42.52	CMD	"can you move forward"	7	None	None	None
30	2018-08-13 15:08:49.86	DM->CMD	"I'm unsure where or when I should stop going forward.  <beep>"	7	29	missing-info	None
31	2018-08-13 15:08:54.76	CMD	"can you move forward five feet"	7	30	clar-repair	None
32	2018-08-13 15:08:58.21	DM->CMD	"processing. . ."	7	31*	processing	None
33	2018-08-13 15:09:01.79	DM->RN	"move forward 5 feet"	7	31	translation-r-direct	None
34	2018-08-13 15:09:04.83	RN	"i don't think i can go five feet"	7	33	comment	None
35	2018-08-13 15:09:11.69	DM->CMD	"I will move forward as far as I can, ok?  <beep>"	7	31	ack-try	None
36	2018-08-13 15:09:13.69	RN	"uh i'll go as far as i can"	7	34	continue	None
37	2018-08-13 15:09:15.88	CMD	"ok"	7	35	answer	None
38	2018-08-13 15:09:27.11	RN	"done"	7	33	ack-done	None
39	2018-08-13 15:09:28.05	RN	"i moved about four feet"	7	38	continue	None
40	2018-08-13 15:09:33.74	DM->CMD	"I was only able to move forward 4 feet."	7	39	translation-l	None
41	2018-08-13 15:09:38.29	CMD	"can you take a picture"	8	None	None	None
42	2018-08-13 15:09:42.24	DM->RN	"send image"	8	41	translation-r-direct	None
43	2018-08-13 15:09:43.64	RN	"sent"	8	42	ack-done	None
44	2018-08-13 15:09:44.61	DM->CMD	"sent"	8	43	translation-l	None
45	2018-08-13 15:09:47.39	CMD	"do you see a doorway near you"	9	None	None	None
46	2018-08-13 15:09:53.75	DM->CMD	"Do you mean the one on the left?  <beep>"	9	45	req-clar	None
47	2018-08-13 15:09:59.09	CMD	"yes"	9	46	clar-repair	None
48	2018-08-13 15:10:12.33	CMD	"the one o<disfl> <pause .68> the one on the left"	9	47	continue	None
49	2018-08-13 15:10:17.29	DM->CMD	"yes"	9	48*	answer	None
50	2018-08-13 15:10:18.37	DM->CMD	"I'm not sure where you want me to go.  <beep>"	9	48*	missing-info	None
51	2018-08-13 15:10:22.00	CMD	"can you please move forward five feet"	10	None	None	None
52	2018-08-13 15:10:28.81	DM->CMD	"I'm not sure if I can move that far forward.  <beep>"	10	51	ack-unsure	None
53	2018-08-13 15:10:32.40	CMD	"can you counter clockwise turn <pause .79> to the left"	11	None	None	None
54	2018-08-13 15:10:39.21	DM->CMD	"ok"	11	53	ack-wilco	None
55	2018-08-13 15:10:46.15	DM->RN	"turn left 45 degrees"	11	53	translation-r-situated	None
56	2018-08-13 15:10:47.38	DM->CMD	"I will turn left 45 degrees"	11	53	ack-wilco	None
57	2018-08-13 15:10:55.07	RN	"done"	11	55	ack-done	None
58	2018-08-13 15:10:56.18	DM->CMD	"done"	11	57	translation-l	None
59	2018-08-13 15:10:58.81	CMD	"let's move forward <pause .75> five feet"	12	None	None	None
60	2018-08-13 15:11:03.37	DM->CMD	"ok"	12	59	ack-wilco	None
61	2018-08-13 15:11:06.09	DM->RN	"move forward 5 feet"	12	59	translation-r-direct	None
62	2018-08-13 15:11:20.43	RN	"done"	12	61	ack-done	None
63	2018-08-13 15:11:21.42	DM->CMD	"I moved forward 5 feet"	12	62	translation-l	None
64	2018-08-13 15:11:23.95	CMD	"do you see any available objects"	13	None	None	None
65	2018-08-13 15:11:30.76	DM->RN	"send image"	13	64	translation-r-contextual	None
66	2018-08-13 15:11:32.69	RN	"sent"	13	65	ack-done	None
67	2018-08-13 15:11:40.38	CMD	"let's turn slightly to the left"	14	None	None	None
68	2018-08-13 15:11:43.10	CMD	"but keep forward five feet"	14	67	continue	None
69	2018-08-13 15:11:50.64	DM->CMD	"processing. . ."	14	68*	processing	None
70	2018-08-13 15:11:54.09	DM->CMD	"How far should I rotate left? <beep>"	14	67	req-clar	None
71	2018-08-13 15:11:58.27	CMD	"maybe a half turn"	14	70	clar-repair	None
72	2018-08-13 15:12:04.20	DM->CMD	"ok, I think I got it."	14	71*	ack-understand	None
73	2018-08-13 15:12:11.94	DM->RN	"turn left 45 degrees"	14	71*	translation-r-situated	None
74	2018-08-13 15:12:12.54	DM->CMD	"I will turn left 45 degrees"	14	71*	ack-wilco	None
75	2018-08-13 15:12:24.20	RN	"done"	14	73	ack-done	None
76	2018-08-13 15:12:24.34	CMD	"is there a doorway near"	15	None	None	None
77	2018-08-13 15:12:25.31	DM->CMD	"done"	14	75	translation-l	None
78	2018-08-13 15:12:36.32	DM->CMD	"I see more than one doorway.  <beep>"	15	76	answer	None
79	2018-08-13 15:12:38.88	CMD	"go to the nearest doorway you see"	16	None	None	None
