id	time	stream	text	tu	rel	ant	context
2	8.59	DM->CMD	"calibration complete"	1	1	translation-l	None
3	25.58	CMD	"I'm ready"	2	None	None	None
4	35.16	DM->CMD	"I'm also ready. "	2	4	reciprocal	None
5	35.16	DM->CMD	"What should we do next?"	3	None	None	None
6	42.34	CMD	"take a picture"	3	5	answer	None
7	43.96	DM->RN	"image"	3	6	translation-r-direct	None
8	45.7	RN	"image sent"	3	7	ack-done	None
9	47.2	DM->CMD	"sent"	3	8	translation-l	None
10	52.1	CMD	"turn left ninety degrees"	4	None	None	None
11	56.77	DM->RN	"turn left 90"	4	10	translation-r-direct	None
12	60.19	DM->CMD	"executing..."	4	10	ack-doing	None
13	68.36	RN	"done"	4	11	ack-done	None
14	69.37	DM->CMD	"done"	4	13	translation-l	None
15	71.96	CMD	"take a picture"	5	None	None	None
16	73.69	DM->RN	"image"	5	15	translation-r-direct	None
17	74.45	RN	"image sent"	5	16	ack-done	None
18	76.62	DM->CMD	"sent"	5	17	translation-l	None
19	79.15	CMD	"turn left ninety degrees"	6	None	None	None
20	83.48	DM->RN	"turn left 90"	6	19	translation-r-direct	None
21	86.7	DM->CMD	"executing..."	6	19	ack-doing	None
22	96.6	RN	"done"	6	20	ack-done	None
23	97.31	DM->CMD	"done"	6	22	translation-l	None
24	100.21	CMD	"take a picture"	7	None	None	None
25	101.15	DM->RN	"image"	7	24	translation-r-direct	None
26	101.78	RN	"image sent"	7	25	ack-done	None
27	104.07	DM->CMD	"sent"	7	26	translation-l	None
28	107.4	CMD	"turn left ninety degrees"	8	None	None	None
29	110.47	DM->RN	"turn left 90"	8	28	translation-r-direct	None
30	114.16	DM->CMD	"executing..."	8	28	ack-doing	None
31	123.12	RN	"done"	8	29	ack-done	None
32	124.19	DM->CMD	"done"	8	31	translation-l	None
33	127.6	CMD	"take a picture"	9	None	None	None
34	127.61	DM->RN	"image"	9	33	translation-r-direct	None
35	129.11	RN	"image sent"	9	34	ack-done	None
36	130.61	DM->CMD	"sent"	9	35	translation-l	None
37	135.13	CMD	"turn left ninety degrees"	10	None	None	None
38	140.48	DM->RN	"turn left 90"	10	37	translation-r-direct	None
39	144.07	DM->CMD	"executing..."	10	37	ack-doing	None
40	153.86	RN	"done"	10	38	ack-done	None
41	154.97	DM->CMD	"done"	10	40	translation-l	None
42	156.36	CMD	"move forward three feet"	11	None	None	None
43	162.02	DM->RN	"move forward 3 feet"	11	42	translation-r-direct	None
44	165.07	DM->CMD	"executing..."	11	42	ack-doing	None
45	171.58	RN	"done"	11	43	ack-done	None
46	173.33	DM->CMD	"done"	11	45	translation-l	None
47	176.9	CMD	"move forward three feet"	12	None	None	None
48	180.89	DM->RN	"move forward 3 feet"	12	47	translation-r-direct	None
49	184.24	DM->CMD	"executing..."	12	47	ack-doing	None
50	188.75	RN	"done"	12	48	ack-done	None
51	190.75	DM->CMD	"done"	12	50	translation-l	None
52	192.68	CMD	"take a picture"	13	None	None	None
53	194.85	DM->RN	"image"	13	52	translation-r-direct	None
54	196.6	RN	"image sent"	13	53	ack-done	None
55	197.84	DM->CMD	"sent"	13	54	translation-l	None
56	201.66	CMD	"turn left ninety degrees"	14	None	None	None
57	205.44	DM->RN	"turn left 90"	14	56	translation-r-direct	None
58	209.74	DM->CMD	"executing..."	14	56	ack-doing	None
59	214.32	RN	"done"	14	57	ack-done	None
60	215.53	CMD	"take a picture"	15	None	None	None
61	215.67	DM->CMD	"done"	14	59	translation-l	None
62	219.33	DM->RN	"image"	15	60	translation-r-direct	None
