id	time	stream	text	tu	rel	ant	context
1	2018-09-05 11:26:52.09	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
2	2018-09-05 11:27:06.11	RN	"<no speech>"	None	None	None	None
3	2018-09-05 11:27:07.52	RN	"<X: audio sync in three two one>"	X-CMD	None	None	None
4	2018-09-05 11:27:07.55	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
5	2018-09-05 11:27:10.44	RN	"<loud noise>"	X-CMD	None	None	None
6	2018-09-05 11:27:10.44	CMD	"<loud noise>"	X-CMD	None	None	None
7	2018-09-05 11:27:17.61	DM->CMD	"calibration complete"	1	0	ack-done	None
8	2018-09-05 11:27:29.52	CMD	"i am ready"	2	None	None	None
9	2018-09-05 11:27:31.47	DM->RN	"participant is ready"	2	8	translation-r-direct	None
10	2018-09-05 11:27:34.40	DM->CMD	"I'm also ready.  <beep>"	2	8	reciprocal	None
11	2018-09-05 11:27:48.92	CMD	"<lip smack>"	None	None	None	None
12	2018-09-05 11:27:50.47	CMD	"okay"	3	None	None	None
13	2018-09-05 11:27:51.20	CMD	"take a picture"	3	12	continue	None
14	2018-09-05 11:27:54.73	DM->RN	"send image"	3	13	translation-r-direct	None
15	2018-09-05 11:27:55.10	RN	"sent"	3	14	ack-done	None
16	2018-09-05 11:27:56.03	DM->CMD	"sent"	3	15	translation-l	None
17	2018-09-05 11:28:04.71	CMD	"turn to the right <pause .64> forty five degrees"	4	None	None	None
18	2018-09-05 11:28:09.29	DM->CMD	"processing. . ."	4	17	processing	None
19	2018-09-05 11:28:12.01	DM->CMD	"I will turn right 45 degrees"	4	17	ack-wilco	None
20	2018-09-05 11:28:12.82	DM->RN	"turn right 45 degrees"	4	17	translation-r-direct	None
21	2018-09-05 11:28:15.22	DM->CMD	"turning. . ."	4	17	ack-doing	None
22	2018-09-05 11:28:18.18	RN	"done"	4	20	ack-done	None
23	2018-09-05 11:28:18.54	CMD	"take a picture"	5	None	None	None
24	2018-09-05 11:28:19.45	DM->CMD	"done"	4	22	translation-l	None
25	2018-09-05 11:28:21.09	DM->RN	"send image"	5	23	translation-r-direct	None
26	2018-09-05 11:28:21.22	RN	"sent"	5	25	ack-done	None
27	2018-09-05 11:28:22.31	DM->CMD	"sent"	5	26	translation-l	None
28	2018-09-05 11:28:28.68	CMD	"turn to the left ninety degrees"	6	None	None	None
29	2018-09-05 11:28:34.78	DM->CMD	"processing. . ."	6	28	processing	None
30	2018-09-05 11:28:38.67	DM->RN	"turn left 90 degrees"	6	28	translation-r-direct	None
31	2018-09-05 11:28:39.97	DM->CMD	"turning. . ."	6	28	ack-doing	None
32	2018-09-05 11:28:46.13	RN	"done"	6	30	ack-done	None
33	2018-09-05 11:28:47.35	DM->CMD	"done"	6	32	translation-l	None
34	2018-09-05 11:28:48.07	CMD	"take a picture"	7	None	None	None
35	2018-09-05 11:28:49.47	DM->RN	"send image"	7	34	translation-r-direct	None
36	2018-09-05 11:28:49.76	RN	"sent"	7	35	ack-done	None
37	2018-09-05 11:28:50.65	DM->CMD	"sent"	7	36	translation-l	None
38	2018-09-05 11:29:00.92	CMD	"move toward the sign on the wall"	8	None	None	None
