id	time	stream	text	tu	rel	ant	context
2	7.09	RN	"ready"	1	None	None	None
3	11.82	DM->CMD	"I'm also ready.  Please be aware that there may be lag times in receiving and processing your requests.  I'll say DONE when I've completed your request, or SENT after sending you a photo, or I may ask for more information or let you know if there is a problem.  You can ask me for help at any time."	1	None	None	None
4	22.77	CMD	"move forward"	2	None	None	None
5	38.15	DM->CMD	"I'm not sure where or when to stop moving forward. You can tell me to move a certain distance or to an object that you see."	2	4	missing-info	None
6	53.66999999999999	RN	"<no speech>"	None	None	None	None
7	57.48	CMD	"turn left"	3	None	None	None
8	75.91	DM->CMD	"How far should I turn left?  You can tell me to turn a certain number of degrees or to face an object."	3	7	req-clar	None
9	79.13	RN	"<no speech>"	None	None	None	None
10	80.37	DM->CMD	"Would you like me to send a picture?"	3	8	continue	None
11	89.77000000000001	CMD	"uhh thirty degrees left"	3	8	clar-repair	None
12	90.69	RN	"<no speech>"	None	None	None	None
13	93.63000000000001	CMD	"please send picture"	3	10	offer-accept	None
14A	97.99	DM->RN	"turn left 30, "	3	11	translation-r-contextual	None
14B	None	DM->RN	"image"	3	13	translation-r-direct	None
15	105.38	RN	"image sent"	3	14B*	ack-done	None
16	110.96	DM->CMD	"sent"	3	15	translation-l	None
17	116.66	CMD	"take photo of cone"	4	None	None	None
18	164.23	DM->CMD	"I'm not sure which object you are referring to.  Would you like me to move closer to the orange object and send a photo?"	4	17	req-clar	None
19	166.48	CMD	"yes"	4	18	clar-repair	None
20A	184.64	DM->RN	"Move to take a good picture of cone. "	4	19*	translation-r-situated-partial	None
20B	None	DM->RN	"send image"	4	20A	continue	None
21	189.19	DM->CMD	"executing..."	4	19*	ack-doing	None
22	197.02	RN	"image sent"	4	20B*	ack-done	None
23	197.98	DM->CMD	"sent"	4	22	translation-l	None
24	239.05	RN	"<unintelligible>"	None	None	None	None
25	245.9	CMD	"turn fifteen degrees right"	5	None	None	None
26	251.39	CMD	"and move forward until I say stop"	5	25	continue	None
27	267.43	RN	"<unintelligible>"	None	None	None	None
28	285.89	DM->CMD	"There is too much lag time for me to wait for you to tell me to stop.  About how far would you like me to move forward after turning 15 degrees right?"	5	26*	req-clar	None
29	295.25	CMD	"fifteen feet"	5	28	clar-repair	None
30A	298.01	DM->RN	"turn 15 right, "	5	25	translation-r-direct	None
30B	None	DM->RN	"move forward 15 feet."	5	29*	translation-r-direct	None
31	305.89	DM->CMD	"executing..."	5	29*	ack-doing	None
32	311.28	RN	"I'm not gonna be able to move forward fifteen feet"	5	30B	comment	None
33	320.01	RN	"I'm just gonna hit the wall if I do that so I can just move forward as far as I can"	5	32	continue	None
34	337.06	RN	"I moved five feet"	5	30B*	ack-done	None
35	347.54	DM->CMD	"I moved forward as far as I could after turning right."	5	34	translation-l	None
36	355.88	CMD	"turn to the right another thirty degrees"	6	None	None	None
37	361.71	DM->RN	"turn right 30"	6	36	translation-r-direct	None
38	364.78	DM->CMD	"executing..."	6	36	ack-doing	None
39	373.06	RN	"done"	6	37	ack-done	None
40	373.76	DM->CMD	"done"	6	39	translation-l	None
41	380.5	CMD	"now move forward fifteen feet"	7	None	None	None
42	385.89	DM->RN	"move forward 15 feet"	7	41	translation-r-direct	None
43	388.78	DM->CMD	"executing..."	7	41	ack-doing	None
44	404.32	RN	"done"	7	42	ack-done	None
45	405.49	DM->CMD	"done"	7	44	translation-l	None
46	414.39	CMD	"show me your surroundings"	8	None	None	None
47	433.83	DM->CMD	"I'm not sure what you mean.  Would you like me to send you a picture?"	8	46	req-clar	None
48	440.6	CMD	"yes"	8	47	clar-repair	None
49	440.61	DM->RN	"image"	8	48*	translation-r-direct	None
50	443.26	RN	"image sent"	8	49	ack-done	None
51	443.94	DM->CMD	"sent"	8	50	translation-l	None
