id	time	stream	text	tu	rel	ant	context
1	2018-08-02 10:51:07.65	DM->RN	"ok"	1	0	ack-wilco	None
2	2018-08-02 10:52:27.84	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
3	2018-08-02 10:52:55.18	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
4	2018-08-02 10:52:55.24	RN	"<X: okay audio sync in three two one>"	X-CMD	None	None	None
5	2018-08-02 10:52:57.70	RN	"<loud noise>"	X-CMD	None	None	None
6	2018-08-02 10:52:57.70	CMD	"<loud noise>"	X-CMD	None	None	None
7	2018-08-02 10:53:00.75	CMD	"<X: okay you can>"	X-CMD	None	None	None
8	2018-08-02 10:53:01.94	CMD	"<X: hold it still>"	X-CMD	None	None	None
9	2018-08-02 10:53:02.90	DM->CMD	"calibration complete"	1	0	ack-done	None
10	2018-08-02 10:53:13.62	CMD	"<X: these tasks>"	X-CMD	None	None	None
11	2018-08-02 10:53:15.15	CMD	"i am ready"	2	None	None	None
12	2018-08-02 10:53:17.63	CMD	"<notification sound>"	None	None	None	None
13	2018-08-02 10:53:18.42	DM->CMD	"I'm also ready.  <beep>"	2	11	reciprocal	None
14	2018-08-02 10:53:19.82	CMD	"take a picture"	3	None	None	None
15	2018-08-02 10:53:21.55	DM->RN	"participant is ready"	2	11	translation-r-direct	None
16	2018-08-02 10:53:22.83	DM->RN	"send image"	3	14	translation-r-direct	None
17	2018-08-02 10:53:22.90	RN	"sent"	3	16	ack-done	None
18	2018-08-02 10:53:24.72	DM->CMD	"sent"	3	17	translation-l	None
19	2018-08-02 10:53:25.71	CMD	"turn east"	4	None	None	None
20	2018-08-02 10:53:26.25	CMD	"and take a picture"	4	19	continue	None
21	2018-08-02 10:53:29.03	DM->CMD	"processing. . ."	4	20*	processing	None
22	2018-08-02 10:53:31.91	DM->RN	"turn to face East"	4	19	translation-r-direct	None
23	2018-08-02 10:53:33.16	DM->RN	"then. . ."	4	22	link-next	None
