id	time	stream	text	tu	rel	ant	context
1	2018-09-24 14:03:21.89	DM->RN	"calibrate"	1	0	translation-r-direct	None
2	2018-09-24 14:03:22.73	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
3	2018-09-24 14:03:52.37	CMD	"<X: hold down xxx>"	X-CMD	None	None	None
4	2018-09-24 14:04:01.09	RN	"<X: audio sync in three two one>"	X-CMD	None	None	None
5	2018-09-24 14:04:01.16	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
6	2018-09-24 14:04:05.10	RN	"<loud noise>"	X-CMD	None	None	None
7	2018-09-24 14:04:05.10	CMD	"<loud noise>"	X-CMD	None	None	None
8	2018-09-24 14:04:07.69	DM->CMD	"calibration complete"	1	0	ack-done	None
9	2018-09-24 14:04:07.98	CMD	"<X: okay you can let it up>"	X-CMD	None	None	None
10	2018-09-24 14:04:18.30	CMD	"mm"	1	None	None	None
11	2018-09-24 14:04:19.04	CMD	"I am ready"	2	None	None	None
12	2018-09-24 14:04:23.02	DM->CMD	"Hello! <beep>"	3	None	None	None
13	2018-09-24 14:04:24.44	DM->CMD	"Thanks for teaming up with me today."	3	12	continue	None
14	2018-09-24 14:04:27.22	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."	3	13	continue	None
15	2018-09-24 14:04:32.08	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."	3	14	continue	None
16	2018-09-24 14:04:37.27	DM->CMD	"You can ask for help at any time."	3	15	continue	None
17	2018-09-24 14:04:41.44	DM->CMD	"I'm ready.  <beep>"	2	11	reciprocal	None
18	2018-09-24 14:05:05.74	CMD	"okay"	3	17	3feedback	None
19	2018-09-24 14:05:06.11	CMD	"go forward"	4	None	None	None
20	2018-09-24 14:05:12.62	DM->CMD	"How far should I move forward? <beep>"	4	19	req-clar	None
21	2018-09-24 14:05:16.61	CMD	"about ten feet"	4	20	clar-repair	None
22	2018-09-24 14:05:19.72	DM->CMD	"ok"	4	21*	ack	None
23	2018-09-24 14:05:23.29	DM->RN	"move forward 10 feet"	4	21*	translation-r-direct	None
24	2018-09-24 14:05:23.81	DM->CMD	"I will move forward 10 feet"	4	21*	ack-wilco	None
25	2018-09-24 14:05:38.41	RN	"done"	4	23	ack-done	None
26	2018-09-24 14:05:39.62	DM->CMD	"done"	4	25	translation-l	None
27	2018-09-24 14:05:41.75	CMD	"okay"	4	26	3feedback	None
28	2018-09-24 14:05:42.24	CMD	"w<disfl> what do you see"	5	None	None	None
29	2018-09-24 14:05:46.32	DM->CMD	"Would you like me to send a picture?  <beep>"	6	None	None	None
30	2018-09-24 14:05:48.49	CMD	"yes"	6	29	offer-accept	None
31	2018-09-24 14:05:50.39	DM->RN	"send image"	6	30	translation-r-direct	None
32	2018-09-24 14:05:51.03	RN	"sent"	6	31	ack-done	None
33	2018-09-24 14:05:52.36	DM->CMD	"sent"	6	32	translation-l	None
34	2018-09-24 14:06:06.27	CMD	"okay"	6	33	3feedback	None
35	2018-09-24 14:06:06.59	CMD	"go forward another ten feet"	7	None	None	None
36	2018-09-24 14:06:10.80	DM->CMD	"processing. . ."	7	35	processing	None
37	2018-09-24 14:06:13.31	DM->RN	"move forward 10 feet"	7	35	translation-r-direct	None
38	2018-09-24 14:06:16.91	DM->CMD	"moving. . ."	7	35	ack-doing	None
39	2018-09-24 14:06:30.65	RN	"done"	7	37	ack-done	None
40	2018-09-24 14:06:31.96	DM->CMD	"done"	7	39	translation-l	None
41	2018-09-24 14:06:37.85	CMD	"okay um"	7	40	3feedback	None
42	2018-09-24 14:06:38.57	CMD	"what do you see"	8	None	None	None
43	2018-09-24 14:06:45.36	DM->CMD	"Should I send a picture? <beep>"	9	None	None	None
44	2018-09-24 14:06:46.48	CMD	"yes"	9	43	offer-accept	None
45	2018-09-24 14:06:48.86	DM->RN	"send image"	9	44	translation-r-direct	None
46	2018-09-24 14:06:49.63	RN	"sent"	9	45	ack-done	None
47	2018-09-24 14:06:51.01	DM->CMD	"sent"	9	46	translation-l	None
48	2018-09-24 14:06:57.42	DM->CMD	"You can tell me to move a certain distance or to move to an object.  <beep>"	10	None	None	None
49	2018-09-24 14:07:35.69	CMD	"uh move the uh potted plant"	11	None	None	None
50	2018-09-24 14:07:39.99	DM->CMD	"ok"	11	49	ack-wilco	None
51	2018-09-24 14:07:43.53	DM->RN	"move to Alley plant"	11	49	translation-r-landmark	None
52	2018-09-24 14:07:49.29	DM->CMD	"moving. . ."	11	49	ack-doing	None
53	2018-09-24 14:07:54.29	RN	"done"	11	51	ack-done	None
54	2018-09-24 14:07:55.22	DM->CMD	"done"	11	53	translation-l	None
55	2018-09-24 14:08:03.98	CMD	"<no speech>"	X-CMD	None	None	None
56	2018-09-24 14:08:12.00	CMD	"okay"	11	54	3feedback	None
57	2018-09-24 14:08:12.19	CMD	"back up about <pause .32> fifteen feet"	12	None	None	None
58	2018-09-24 14:08:15.99	DM->CMD	"ok"	12	57	ack-wilco	None
59	2018-09-24 14:08:22.67	DM->RN	"move back 15"	12	57	translation-r-direct	None
60	2018-09-24 14:08:54.74	RN	"done"	12	59	ack-done	None
61	2018-09-24 14:08:55.99	DM->CMD	"done"	12	60	translation-l	None
62	2018-09-24 14:08:56.41	CMD	"okay <pause .30>"	12	61	3feedback	None
63	2018-09-24 14:08:57.21	CMD	"send me a picture"	13	None	None	None
64	2018-09-24 14:09:01.10	DM->RN	"send image"	13	63	translation-r-direct	None
65	2018-09-24 14:09:01.67	RN	"sent"	13	64	ack-done	None
66	2018-09-24 14:09:02.72	DM->CMD	"sent"	13	65	translation-l	None
67	2018-09-24 14:09:07.88	CMD	"okay"	13	66	3feedback	None
68	2018-09-24 14:09:09.57	CMD	"go through the doorway"	14	None	None	None
69	2018-09-24 14:09:15.50	DM->CMD	"Do you mean the one on the left?  <beep>"	14	68	req-clar	None
70	2018-09-24 14:09:16.75	CMD	"yeah"	14	69	clar-repair	None
71	2018-09-24 14:09:19.97	DM->CMD	"ok"	14	70*	ack	None
72	2018-09-24 14:09:26.97	DM->RN	"move to alley Door 2"	14	70*	translation-r-landmark	None
73	2018-09-24 14:09:29.98	DM->CMD	"moving. . ."	14	70*	ack-doing	None
74	2018-09-24 14:09:40.12	RN	"done"	14	72	ack-done	None
75	2018-09-24 14:09:42.52	DM->CMD	"done"	14	74	translation-l	None
76	2018-09-24 14:09:49.16	CMD	"okay"	14	75	3feedback	None
77	2018-09-24 14:09:49.51	CMD	"turn "	15	None	None	None
78	2018-09-24 14:09:49.80	CMD	"and go <cough> "	15	77	continue	None
79	2018-09-24 14:09:50.37	CMD	"turn"	15	77	summarization	None
80	2018-09-24 14:09:50.64	CMD	"and go through it"	15	78	continue	None
81	2018-09-24 14:09:52.10	DM->RN	"turn to face alley Door 2"	15	80*	translation-r-landmark-partial	None
82	2018-09-24 14:09:59.11	DM->CMD	"There's an obstruction preventing me from doing that.  <beep>"	15	80*	ack-cant-error	None
