id	time	stream	text	tu	rel	ant	context
1	2018-08-15 15:13:00.14	DM->RN	"calibrate"	1	0	translation-r-direct	None
2	2018-08-15 15:13:00.94	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
3	2018-08-15 15:13:46.02	RN	"<audio sync in three two one>"	X-CMD	None	None	None
4	2018-08-15 15:13:46.19	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
5	2018-08-15 15:13:49.67	RN	"<loud noise>"	X-CMD	None	None	None
6	2018-08-15 15:13:49.67	CMD	"<loud noise>"	X-CMD	None	None	None
7	2018-08-15 15:13:52.29	DM->CMD	"calibration complete"	1	0	ack-done	None
8	2018-08-15 15:13:52.37	CMD	"<X: all right thank you xxx>"	X-CMD	None	None	None
9	2018-08-15 15:14:01.13	CMD	"i am ready"	2	None	None	None
10	2018-08-15 15:14:02.07	CMD	"<no speech>"	None	None	None	None
11	2018-08-15 15:14:03.78	CMD	"<notification sound>"	None	None	None	None
12	2018-08-15 15:14:04.04	DM->CMD	"I'm also ready.  <beep>"	2	9	reciprocal	None
13	2018-08-15 15:14:04.31	CMD	"<no speech>"	None	None	None	None
14	2018-08-15 15:14:06.39	CMD	"turn west"	3	None	None	None
15	2018-08-15 15:14:07.98	CMD	"and take a picture"	3	14	continue	None
16	2018-08-15 15:14:08.93	CMD	"<no speech>"	None	None	None	None
17	2018-08-15 15:14:10.28	DM->CMD	"ok"	3	15*	ack-wilco	None
18	2018-08-15 15:14:15.11	DM->RN	"turn to face West"	3	14	translation-r-direct	None
19	2018-08-15 15:14:16.74	DM->RN	"then. . ."	3	18	link-next	None
20	2018-08-15 15:14:18.01	DM->RN	"send image"	3	15	translation-r-direct	None
21	2018-08-15 15:14:20.76	DM->CMD	"I turned to face West"	3	18	ack-done	None
22	2018-08-15 15:14:25.91	RN	"done and sent"	3	20*	ack-done	None
23	2018-08-15 15:14:27.32	DM->CMD	"done, sent"	3	22	translation-l	None
24	2018-08-15 15:14:38.45	CMD	"move forward towards the shovel"	4	None	None	None
25	2018-08-15 15:14:43.84	DM->CMD	"processing. . ."	4	24	processing	None
26	2018-08-15 15:14:49.95	DM->RN	"move forward to shovel"	4	24	translation-r-direct	None
27	2018-08-15 15:15:00.18	RN	"done"	4	26	ack-done	None
28	2018-08-15 15:15:01.63	DM->CMD	"done"	4	27	translation-l	None
29	2018-08-15 15:15:02.63	CMD	"turn north"	5	None	None	None
30	2018-08-15 15:15:04.86	CMD	"and take a picture"	5	29	continue	None
31	2018-08-15 15:15:06.45	DM->RN	"turn to face North"	5	29	translation-r-direct	None
32	2018-08-15 15:15:07.65	DM->RN	"then. . ."	5	31	link-next	None
33	2018-08-15 15:15:08.96	DM->RN	"send image"	5	30	translation-r-direct	None
34	2018-08-15 15:15:10.20	DM->CMD	"I will turn to face North"	5	29	ack-wilco	None
35	2018-08-15 15:15:12.63	RN	"done and sent"	5	33*	ack-done	None
36	2018-08-15 15:15:14.14	DM->CMD	"done"	5	35	translation-l	None
37	2018-08-15 15:15:16.04	DM->CMD	"sent"	5	36	continue	None
38	2018-08-15 15:15:18.36	CMD	"go forward <pause .51> four feet"	6	None	None	None
39	2018-08-15 15:15:24.79	DM->CMD	"processing. . ."	6	38	processing	None
40	2018-08-15 15:15:28.85	DM->RN	"move forward 4"	6	38	translation-r-direct	None
41	2018-08-15 15:15:32.12	DM->CMD	"moving. . ."	6	38	ack-doing	None
42	2018-08-15 15:15:34.36	RN	"done"	6	40	ack-done	None
43	2018-08-15 15:15:35.51	CMD	"turn thirty degrees to your left "	7	None	None	None
44	2018-08-15 15:15:36.34	DM->CMD	"done"	6	42	translation-l	None
45	2018-08-15 15:15:37.94	CMD	"and take a picture"	7	43	continue	None
46	2018-08-15 15:15:41.21	DM->CMD	"ok"	7	45*	ack-wilco	None
47	2018-08-15 15:15:46.21	DM->RN	"turn left 30 degrees"	7	43	translation-r-direct	None
48	2018-08-15 15:15:47.47	DM->RN	"then. . ."	7	47	link-next	None
49	2018-08-15 15:15:48.42	DM->RN	"send image"	7	45	translation-r-direct	None
50	2018-08-15 15:15:52.64	RN	"done and sent"	7	49*	ack-done	None
51	2018-08-15 15:15:53.76	DM->CMD	"done, sent"	7	50	translation-l	None
52	2018-08-15 15:16:00.87	CMD	"turn west"	8	None	None	None
53	2018-08-15 15:16:02.56	CMD	"and go through entrance"	8	52	continue	None
54	2018-08-15 15:16:04.36	DM->RN	"turn to face West"	8	52	translation-r-direct	None
55	2018-08-15 15:16:07.39	DM->CMD	"processing. . ."	8	53*	processing	None
56	2018-08-15 15:16:10.58	DM->RN	"then. . ."	8	54	link-next	None
57	2018-08-15 15:16:16.66	RN	"hm done"	8	54	ack-done	None
58	2018-08-15 15:16:18.13	DM->RN	"move forward 2 feet"	8	53	translation-r-situated	None
59	2018-08-15 15:16:22.49	CMD	"stop stop at first door"	8	53	correction-cancel	None
60	2018-08-15 15:16:22.67	RN	"done"	8	58	ack-done	None
61	2018-08-15 15:16:24.49	DM->CMD	"done"	8	60*	translation-l	None
62	2018-08-15 15:16:27.93	CMD	"take a picture"	9	None	None	None
63	2018-08-15 15:16:31.33	DM->RN	"send image"	9	62	translation-r-direct	None
64	2018-08-15 15:16:32.24	RN	"sent"	9	63	ack-done	None
65	2018-08-15 15:16:35.59	DM->CMD	"sent"	9	64	translation-l	None
66	2018-08-15 15:16:37.77	CMD	"turn left into first door"	10	None	None	None
67	2018-08-15 15:16:42.40	DM->CMD	"processing. . ."	10	66	processing	None
68	2018-08-15 15:16:52.58	DM->RN	"move into Kitchen"	10	66	translation-r-landmark	None
69	2018-08-15 15:16:54.60	DM->CMD	"executing. . ."	10	66	ack-doing	None
70	2018-08-15 15:17:02.94	CMD	"take a picture"	10	66	continue	None
71	2018-08-15 15:17:04.87	CMD	"stop and take a picture"	10	70	continue	None
72	2018-08-15 15:17:06.71	RN	"done"	10	68	ack-done	None
73	2018-08-15 15:17:07.41	DM->RN	"then. . ."	10	68	link-next	None
74	2018-08-15 15:17:08.39	DM->RN	"send image"	10	71*	translation-r-direct	None
75	2018-08-15 15:17:08.87	RN	"sent"	10	74	ack-done	None
76	2018-08-15 15:17:10.62	DM->CMD	"done, sent"	10	75*	translation-l	None
77	2018-08-15 15:17:16.03	CMD	"turn <pause 1.02> west"	11	None	None	None
78	2018-08-15 15:17:18.13	CMD	"and take a picture"	11	77	continue	None
79	2018-08-15 15:17:19.72	DM->CMD	"processing. . ."	11	78*	processing	None
80	2018-08-15 15:17:22.50	DM->RN	"turn to face West"	11	77	translation-r-direct	None
81	2018-08-15 15:17:24.07	DM->RN	"then. . ."	11	80	link-next	None
82	2018-08-15 15:17:25.40	DM->RN	"send image"	11	78	translation-r-direct	None
83	2018-08-15 15:17:31.41	RN	"done and sent"	11	82*	ack-done	None
84	2018-08-15 15:17:32.19	DM->CMD	"Action done, photo sent"	11	83	translation-l	None
85	2018-08-15 15:17:38.33	CMD	"go towards bag"	12	None	None	None
86	2018-08-15 15:17:41.51	DM->CMD	"ok"	12	85	ack-wilco	None
87	2018-08-15 15:17:50.21	DM->RN	"move to shopping bag"	12	85	translation-r-landmark	None
88	2018-08-15 15:17:53.40	CMD	"can you see whats in the bag <laugh>"	13	None	None	None
89	2018-08-15 15:17:56.38	RN	"done"	12	87	ack-done	None
90	2018-08-15 15:17:57.09	DM->CMD	"done"	12	89	translation-l	None
91	2018-08-15 15:17:57.85	DM->CMD	"no"	13	88	answer	None
92	2018-08-15 15:18:00.02	CMD	"okay"	13	91	3feedback	None
93	2018-08-15 15:18:00.71	CMD	"now move to your left"	14	None	None	None
94	2018-08-15 15:18:02.29	CMD	"and go through the doorway"	14	93	continue	None
95	2018-08-15 15:18:04.71	DM->CMD	"ok"	14	94*	ack-wilco	None
96	2018-08-15 15:18:09.57	DM->RN	"move into Foyer"	14	94*	translation-r-landmark	None
97	2018-08-15 15:18:11.70	DM->CMD	"yes"	None	None	None	None
98	2018-08-15 15:18:13.80	CMD	"uh t<disfl> take a picture"	14	None	None	None
99	2018-08-15 15:18:16.64	CMD	"okay"	14	98	continue	None
100	2018-08-15 15:18:17.01	CMD	"<no speech>"	None	None	None	None
101	2018-08-15 15:18:17.32	CMD	"stop"	14	99	correction-cancel	None
102	2018-08-15 15:18:17.79	CMD	"and take a picture"	14	98	summarization	None
103	2018-08-15 15:18:18.85	DM->RN	"then. . ."	14	96	link-next	None
104	2018-08-15 15:18:19.39	CMD	"take a pict<disfl>"	14	102	summarization	None
105	2018-08-15 15:18:19.85	DM->RN	"send image"	14	104	translation-r-direct	None
106	2018-08-15 15:18:20.84	CMD	"stop"	14	101	summarization	None
107	2018-08-15 15:18:22.83	RN	"done and sent"	14	105*	ack-done	None
108	2018-08-15 15:18:22.83	CMD	"take a picture"	14	104	summarization	None
109	2018-08-15 15:18:24.26	DM->CMD	"done, sent"	14	107	translation-l	None
110	2018-08-15 15:18:29.31	DM->CMD	"There's too much lag in our communications for instantaneous instructions.  <beep>"	15	None	None	None
111	2018-08-15 15:18:47.82	CMD	"turn north"	16	None	None	None
112	2018-08-15 15:18:48.44	CMD	"and take a picture"	16	111	continue	None
113	2018-08-15 15:18:49.86	DM->CMD	"ok"	16	112*	ack-wilco	None
114	2018-08-15 15:18:53.58	DM->RN	"turn to face North"	16	111	translation-r-direct	None
115	2018-08-15 15:18:56.47	DM->RN	"then. . ."	16	114	link-next	None
116	2018-08-15 15:18:57.38	DM->RN	"send image"	16	112	translation-r-direct	None
117	2018-08-15 15:19:01.36	RN	"done and sent"	16	116*	ack-done	None
118	2018-08-15 15:19:03.08	DM->CMD	"done, sent"	16	117	translation-l	None
119	2018-08-15 15:19:05.43	CMD	"proceed four feet"	17	None	None	None
120	2018-08-15 15:19:10.30	CMD	"go forward four feet"	17	119	continue	None
121	2018-08-15 15:19:10.86	DM->CMD	"processing. . ."	17	120*	processing	None
122	2018-08-15 15:19:16.23	DM->RN	"move forward 4"	17	120*	translation-r-direct	None
123	2018-08-15 15:19:18.62	DM->CMD	"moving. . ."	17	120*	ack-doing	None
124	2018-08-15 15:19:22.26	CMD	"turn west and take a picture"	18	None	None	None
125	2018-08-15 15:19:22.29	RN	"done"	17	122	ack-done	None
126	2018-08-15 15:19:23.55	DM->CMD	"done"	17	125	translation-l	None
127	2018-08-15 15:19:26.82	DM->CMD	"processing. . ."	18	124	processing	None
128	2018-08-15 15:19:30.72	CMD	"turn west"	18	124	summarization	None
129	2018-08-15 15:19:31.72	CMD	"and take a picture"	18	128	continue	None
130	2018-08-15 15:19:32.60	DM->RN	"turn to face West"	18	128	translation-r-direct	None
131	2018-08-15 15:19:34.85	DM->RN	"then. . ."	18	130	link-next	None
132	2018-08-15 15:19:36.00	DM->RN	"send image"	18	129	translation-r-direct	None
133	2018-08-15 15:19:40.71	RN	"done and sent"	18	132*	ack-done	None
134	2018-08-15 15:19:41.67	DM->CMD	"done, sent"	18	133	translation-l	None
135	2018-08-15 15:19:52.24	CMD	"turn north"	19	None	None	None
136	2018-08-15 15:19:54.47	DM->CMD	"processing. . ."	19	135	processing	None
137	2018-08-15 15:19:57.98	DM->RN	"turn to face North"	19	135	translation-r-direct	None
138	2018-08-15 15:19:58.92	CMD	"north"	19	135	continue	None
139	2018-08-15 15:20:05.55	CMD	"go to entrance of door"	20	None	None	None
