id	time	stream	text	tu	rel	ant	context
1	2018-08-27 14:47:08.28	DM->RN	"calibrate"	1	0	translation-r-direct	None
2	2018-08-27 14:47:09.75	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
3	2018-08-27 14:47:31.29	CMD	"<X: button>"	X-CMD	None	None	None
4	2018-08-27 14:47:31.79	CMD	"<no speech>"	X-CMD	None	None	None
5	2018-08-27 14:47:39.09	RN	"<X: audio sync in three two one>"	X-CMD	None	None	None
6	2018-08-27 14:47:39.19	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
7	2018-08-27 14:47:43.14	RN	"<loud noise>"	X-CMD	None	None	None
8	2018-08-27 14:47:43.14	CMD	"<loud noise>"	X-CMD	None	None	None
9	2018-08-27 14:47:45.30	DM->CMD	"calibration complete"	1	0	ack-done	None
10	2018-08-27 14:47:46.05	CMD	"<X: okay>"	X-CMD	None	None	None
11	2018-08-27 14:47:46.40	CMD	"<X: you can let up <u> >"	X-CMD	None	None	None
12	2018-08-27 14:47:55.69	CMD	"i am ready"	2	None	None	None
13	2018-08-27 14:47:58.31	DM->CMD	"I'm also ready.  <beep>"	2	12	reciprocal	None
14	2018-08-27 14:48:03.23	DM->RN	"participant is ready"	2	12	translation-r-direct	None
15	2018-08-27 14:48:03.45	CMD	"do you have a name"	3	None	None	None
16	2018-08-27 14:48:06.03	DM->CMD	"no"	3	15	answer	None
17	2018-08-27 14:48:06.69	CMD	"can i call you henry"	4	None	None	None
18	2018-08-27 14:48:10.42	DM->CMD	"yes"	4	17	answer	None
19	2018-08-27 14:48:11.06	CMD	"<X: alright henry>"	5	None	None	None
20	2018-08-27 14:48:11.61	CMD	"<X: can you go ahead and take a picture please>"	5	19	None	None
21	2018-08-27 14:48:15.89	DM->CMD	"ok"	5	20	ack-wilco	None
22	2018-08-27 14:48:17.41	DM->RN	"send image"	5	20	translation-r-direct	None
23	2018-08-27 14:48:17.95	RN	"sent"	5	22	ack-done	None
24	2018-08-27 14:48:19.41	DM->CMD	"sent"	5	23	translation-l	None
25	2018-08-27 14:48:24.89	CMD	"alright"	6	None	None	None
26	2018-08-27 14:48:25.27	CMD	"let's go ahead and go into that doorway"	6	25	continue	None
27	2018-08-27 14:48:30.15	DM->CMD	"ok"	6	26	ack-wilco	None
