id	time	stream	text	tu	rel	ant	context
1	2018-08-08 15:19:27.20	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
2	2018-08-08 15:19:55.76	RN	"<audio sync in three two one>"	X-CMD	None	None	None
3	2018-08-08 15:19:57.18	CMD	"<audio sync in three two one>"	X-CMD	None	None	None
4	2018-08-08 15:19:58.22	RN	"<loud noise>"	X-CMD	None	None	None
5	2018-08-08 15:19:59.89	CMD	"<loud noise>"	X-CMD	None	None	None
6	2018-08-08 15:20:11.27	DM->CMD	"calibration complete"	1	0	translation-r-direct-error	None
7	2018-08-08 15:20:22.29	CMD	"i'm ready"	2	None	None	None
8	2018-08-08 15:20:28.51	DM->CMD	"I'm also ready.  <beep>"	2	7	reciprocal	None
9	2018-08-08 15:20:33.36	CMD	"do you can you take video as you move through a space"	3	None	None	None
10	2018-08-08 15:20:38.45	DM->CMD	"processing. . ."	3	9	processing	None
11	2018-08-08 15:20:48.53	DM->CMD	"Our connection is too slow for me to send video data.  <beep>"	3	9	answer	None
12	2018-08-08 15:20:57.83	CMD	"okay"	4	None	None	None
13	2018-08-08 15:20:59.21	CMD	"do you know what a shoe looks like"	4	12	continue	None
14	2018-08-08 15:21:04.35	DM->CMD	"processing. . ."	4	13	processing	None
15	2018-08-08 15:21:18.02	DM->CMD	"I'm not sure."	4	13	answer	None
16	2018-08-08 15:21:25.21	CMD	"okay"	5	None	None	None
17	2018-08-08 15:21:26.72	CMD	"well we'll look for shoes and doorways"	5	16	continue	None
18	2018-08-08 15:21:29.57	CMD	"when i see one  um i will let you know so that you keep it in mind so that if you see another of those items we can keep track of them"	5	17	continue	None
19	2018-08-08 15:21:48.53	DM->CMD	"ok"	5	18*	ack	None
20	2018-08-08 15:21:53.50	CMD	"can you please take a picture of what you see ahead of you"	6	None	None	None
21	2018-08-08 15:22:01.66	RN	"sent"	6	20	ack-done	None
22	2018-08-08 15:22:03.73	DM->CMD	"sent"	6	21	translation-l	None
23	2018-08-08 15:22:26.75	CMD	"i see a monitor straight ahead"	7	None	None	None
24	2018-08-08 15:22:31.10	CMD	"so we should make a note of that as being something that indicates that the um the environment has been recently occupied"	7	23	continue	None
25	2018-08-08 15:22:41.29	CMD	"move forward five feet"	8	None	None	None
26	2018-08-08 15:22:45.36	CMD	"and make a ninety degree turn to your right"	8	25	continue	None
27	2018-08-08 15:22:49.69	CMD	"and take a picture and send it to me please"	8	26	continue	None
28	2018-08-08 15:22:51.89	DM->CMD	"processing. . ."	8	27*	processing	None
29	2018-08-08 15:23:06.50	DM->CMD	"executing. . ."	8	27*	ack-doing	None
30	2018-08-08 15:23:14.45	RN	"done and sent"	8	27*	ack-done	None
31	2018-08-08 15:23:19.69	DM->CMD	"done, sent"	8	30	translation-l	None
32	2018-08-08 15:23:27.40	CMD	"okay that's a dead end so let's make <pause> a left turn"	9	None	None	None
33	2018-08-08 15:23:32.87	CMD	"and move forward <pause> two feet"	9	32	continue	None
34	2018-08-08 15:23:37.32	DM->CMD	"ok"	9	33*	ack	None
35	2018-08-08 15:23:44.33	DM->CMD	"I will turn left 90 degrees"	9	32	ack-wilco	None
36	2018-08-08 15:23:46.74	DM->CMD	"I will move forward 2 feet"	9	33	ack-wilco	None
37	2018-08-08 15:23:54.10	RN	"done"	9	33*	ack-done	None
38	2018-08-08 15:23:59.20	DM->CMD	"done"	9	37	translation-l	None
39	2018-08-08 15:23:59.49	CMD	"make a right turn"	10	None	None	None
40	2018-08-08 15:24:02.49	CMD	"and take picture and send it to me please"	10	39	continue	None
41	2018-08-08 15:24:09.68	DM->CMD	"processing. . ."	10	40*	processing	None
42	2018-08-08 15:24:20.27	DM->CMD	"turning. . ."	10	39	ack-doing	None
43	2018-08-08 15:24:23.71	RN	"done and sent"	10	40*	ack-done	None
44	2018-08-08 15:24:29.31	DM->CMD	"done, sent"	10	43	translation-l	None
45	2018-08-08 15:24:33.61	CMD	"alright"	11	None	None	None
46	2018-08-08 15:24:34.85	CMD	"turn <pause> thirty five degrees to your <pause> left"	11	45	continue	None
47	2018-08-08 15:24:40.64	CMD	"and take a picture please"	11	46	continue	None
48	2018-08-08 15:24:42.81	DM->CMD	"ok"	11	47*	ack-wilco	None
49	2018-08-08 15:24:58.22	RN	"done and sent"	11	47*	ack-done	None
50	2018-08-08 15:24:59.71	DM->CMD	"done, sent"	11	49	translation-l	None
51	2018-08-08 15:25:09.29	CMD	"i see a poster"	12	None	None	None
52	2018-08-08 15:25:11.71	CMD	"um"	12	51	continue	None
53	2018-08-08 15:25:14.14	CMD	"um of iron man"	12	52	continue	None
54	2018-08-08 15:25:16.04	CMD	"but it's the writing is in <pause> another language"	12	53	continue	None
55	2018-08-08 15:25:20.62	CMD	"maybe arabic i'm not sure"	12	54	continue	None
56	2018-08-08 15:25:22.92	CMD	"so let's keep track of that"	12	55	continue	None
57	2018-08-08 15:25:27.23	CMD	"make <pause> a <pause> forty degree turn to your left"	13	None	None	None
58	2018-08-08 15:25:34.02	CMD	"and take another picture please"	13	57	continue	None
59	2018-08-08 15:25:37.19	DM->CMD	"processing. . ."	13	58*	processing	None
60	2018-08-08 15:25:49.57	DM->CMD	"executing. . ."	13	58*	ack-doing	None
61	2018-08-08 15:25:51.55	RN	"done and sent"	13	58*	ack-done	None
62	2018-08-08 15:25:55.89	DM->CMD	"done, sent"	13	61	translation-l	None
63	2018-08-08 15:26:03.41	CMD	"okay"	14	None	None	None
64	2018-08-08 15:26:04.83	CMD	"make a <pause> forty degree turn to your <pause> left"	14	63	continue	None
65	2018-08-08 15:26:11.88	CMD	"and move forward <pause> five feet"	14	64	continue	None
66	2018-08-08 15:26:17.35	DM->CMD	"processing. . ."	14	65*	processing	None
67	2018-08-08 15:26:34.50	DM->CMD	"moving. . ."	14	65*	ack-doing	None
68	2018-08-08 15:26:38.12	RN	"done"	14	65*	ack-done	None
69	2018-08-08 15:26:40.95	DM->CMD	"done"	14	68	translation-l	None
70	2018-08-08 15:26:41.74	CMD	"take a picture"	15	None	None	None
71	2018-08-08 15:26:46.17	RN	"sent"	15	70	ack-done	None
72	2018-08-08 15:26:48.48	DM->CMD	"sent"	15	71	translation-l	None
73	2018-08-08 15:26:52.07	CMD	"move forward <pause> five feet"	16	None	continue	None
74	2018-08-08 15:26:56.66	CMD	"and take a picture please"	16	73	continue	None
