id	time	stream	text	tu	rel	ant	context
1	2018-08-02 15:41:09.13	DM->RN	"ok"	1	0	ack-wilco	None
2	2018-08-02 15:47:38.19	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
3	2018-08-02 15:48:02.94	CMD	"<no speech>"	None	None	None	None
4	2018-08-02 15:48:06.10	RN	"<X: ready okay>"	X-CMD	None	None	None
5	2018-08-02 15:48:09.35	RN	"<X: audio sync in three two one>"	X-CMD	None	None	None
6	2018-08-02 15:48:09.50	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
7	2018-08-02 15:48:11.79	RN	"<loud noise>"	X-CMD	None	None	None
8	2018-08-02 15:48:11.79	CMD	"<loud noise>"	X-CMD	None	None	None
9	2018-08-02 15:48:14.92	DM->CMD	"calibration complete"	1	0	ack-done	None
10	2018-08-02 15:48:31.71	CMD	"<X: and then wait for a response>"	X-CMD	None	None	None
11	2018-08-02 15:48:33.58	CMD	"i am ready"	2	None	None	None
12	2018-08-02 15:48:34.77	DM->RN	"participant is ready"	2	11	translation-r-direct	None
13	2018-08-02 15:48:40.31	DM->CMD	"Hi!"	2	11	other	None
14	2018-08-02 15:48:41.44	DM->CMD	"I'm also ready.  <beep>"	2	11	reciprocal	None
15	2018-08-02 15:48:45.13	CMD	"take a picture at north east south west and northwest"	3	None	None	None
16	2018-08-02 15:48:52.40	DM->CMD	"processing. . ."	3	15	processing	None
17	2018-08-02 15:49:00.54	DM->RN	"send image"	3	15	translation-r-contextual-partial	None
18	2018-08-02 15:49:01.73	DM->RN	"then. . ."	3	17	link-next	None
19	2018-08-02 15:49:03.39	DM->CMD	"executing. . ."	3	15	ack-doing	None
20	2018-08-02 15:49:08.00	DM->RN	"turn to face East"	3	18	continue	None
21	2018-08-02 15:49:09.69	DM->RN	"then. . ."	3	20	link-next	None
22	2018-08-02 15:49:10.43	DM->RN	"send image"	3	21	continue	None
23	2018-08-02 15:49:12.88	DM->RN	"then. . ."	3	22	link-next	None
24	2018-08-02 15:49:16.15	DM->RN	"turn to face South"	3	23	continue	None
25	2018-08-02 15:49:17.64	DM->RN	"then. . ."	3	24	link-next	None
26	2018-08-02 15:49:18.85	DM->RN	"turn to face West"	3	25	continue	None
27	2018-08-02 15:49:27.01	DM->RN	"then. . ."	3	26	link-next	None
28	2018-08-02 15:49:28.14	DM->RN	"send image"	3	27	continue	None
29	2018-08-02 15:49:30.68	DM->RN	"then. . ."	3	28	link-next	None
30	2018-08-02 15:49:33.71	DM->RN	"turn right 45 degrees"	3	29	continue	None
31	2018-08-02 15:49:34.91	DM->RN	"then. . ."	3	30	link-next	None
32	2018-08-02 15:49:36.26	DM->RN	"send image"	3	31	continue	None
33	2018-08-02 15:49:41.45	RN	"done and sent"	3	32*	ack-done	None
34	2018-08-02 15:49:43.43	DM->CMD	"done, sent"	3	33	translation-l	None
35	2018-08-02 15:49:51.47	CMD	"move through the doorway slightly to your right"	4	None	None	None
36	2018-08-02 15:49:57.89	DM->CMD	"processing. . ."	4	35	processing	None
37	2018-08-02 15:50:31.33	DM->RN	"move into TV room"	4	35	translation-r-landmark	None
