id	time	stream	text	tu	rel	ant	context
1	2018-09-19 15:12:00.32	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
2	2018-09-19 15:12:02.69	DM->RN	"calibrate"	1	0	translation-r-direct	None
3	2018-09-19 15:12:22.91	CMD	"<X: xxx>"	X-CMD	None	None	None
4	2018-09-19 15:12:30.85	RN	"<X: audio sync in three two one>"	X-CMD	None	None	None
5	2018-09-19 15:12:30.87	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
6	2018-09-19 15:12:34.73	RN	"<loud noise>"	X-CMD	None	None	None
7	2018-09-19 15:12:34.73	CMD	"<loud noise>"	X-CMD	None	None	None
8	2018-09-19 15:12:36.92	CMD	"<X: okay you can let it up>"	X-CMD	None	None	None
9	2018-09-19 15:12:42.10	DM->CMD	"calibration complete"	1	0	ack-done	None
10	2018-09-19 15:12:44.65	CMD	"i am ready"	2	None	None	None
11	2018-09-19 15:12:49.27	DM->CMD	"I'm also ready.  <beep>"	2	10	reciprocal	None
12	2018-09-19 15:12:55.32	CMD	"take a photo of your viewing"	3	None	None	None
13	2018-09-19 15:13:01.04	DM->RN	"send image"	3	12	translation-r-direct	None
14	2018-09-19 15:13:02.43	RN	"sent"	3	13	ack-done	None
15	2018-09-19 15:13:05.41	DM->CMD	"sent"	3	14	translation-l	None
16	2018-09-19 15:13:06.10	CMD	"travel to the tv"	4	None	None	None
17	2018-09-19 15:13:07.49	CMD	"and stop"	4	16	continue	None
18	2018-09-19 15:13:12.72	DM->CMD	"processing. . ."	4	17*	processing	None
19	2018-09-19 15:13:24.43	DM->RN	"move to TV"	4	16	translation-r-direct	None
20	2018-09-19 15:13:28.03	DM->CMD	"moving. . ."	4	16	ack-doing	None
21	2018-09-19 15:13:37.48	RN	"done"	4	19	ack-done	None
22	2018-09-19 15:13:42.38	DM->CMD	"done"	4	21	translation-l	None
23	2018-09-19 15:13:47.16	CMD	"take a picture"	5	None	None	None
24	2018-09-19 15:13:51.63	DM->RN	"send image"	5	23	translation-r-direct	None
25	2018-09-19 15:13:52.76	RN	"sent"	5	24	ack-done	None
26	2018-09-19 15:13:54.36	DM->CMD	"sent"	5	25	translation-l	None
27	2018-09-19 15:13:59.97	CMD	"now travel north"	6	None	None	None
28	2018-09-19 15:14:04.68	CMD	"ninety degrees"	6	27	continue	None
29	2018-09-19 15:14:07.98	DM->CMD	"processing. . ."	6	28*	processing	None
30	2018-09-19 15:14:11.50	CMD	"and take a photo of your viewing"	6	28	continue	None
