id	time	stream	text	tu	rel	ant	context
1	2018-08-07 10:05:42.70	DM->RN	"calibrate"	1	0	translation-r-direct	None
2	2018-08-07 10:05:43.67	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
3	2018-08-07 10:06:38.63	CMD	"<<unintelligible> until i <unintelligible>>"	X-CMD	None	None	None
4	2018-08-07 10:06:51.26	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
5	2018-08-07 10:06:51.54	RN	"<audio sync in three two one>"	X-CMD	None	None	None
6	2018-08-07 10:06:54.81	RN	"<loud noise>"	X-CMD	None	None	None
7	2018-08-07 10:06:54.81	CMD	"<loud noise>"	X-CMD	None	None	None
8	2018-08-07 10:06:57.09	CMD	"<X: okay>"	X-CMD	None	None	None
9	2018-08-07 10:07:03.22	DM->CMD	"calibration complete"	1	0	translation-l	None
10	2018-08-07 10:07:16.16	CMD	"i am ready"	2	None	None	None
11	2018-08-07 10:07:19.80	DM->CMD	"Hello! <beep>"	3	None	None	None
12	2018-08-07 10:07:21.86	DM->CMD	"Thanks for teaming up with me today."	3	11	continue	None
13	2018-08-07 10:07:25.51	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."	3	12	continue	None
14	2018-08-07 10:07:31.54	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."	3	13	continue	None
15	2018-08-07 10:07:39.79	DM->CMD	"You can ask for help at any time."	3	14	continue	None
16	2018-08-07 10:07:45.53	DM->CMD	"I'm ready.  <beep>"	3	15	continue	None
17	2018-08-07 10:08:03.24	CMD	"move forward"	4	None	None	None
18	2018-08-07 10:08:09.06	DM->CMD	"How far should I move forward? <beep>"	4	17	req-clar	None
19	2018-08-07 10:08:13.02	CMD	"continue till i tell you to stop"	4	18	clar-repair	None
20	2018-08-07 10:08:17.68	DM->CMD	"There's too much lag in our communications for instantaneous instructions.  <beep>"	4	19	ack-cant	None
21	2018-08-07 10:08:22.24	CMD	"move forward three feet"	5	20	None	None
22	2018-08-07 10:08:27.38	DM->CMD	"ok"	5	21	ack-wilco	None
23	2018-08-07 10:08:30.06	DM->RN	"move forward 3 feet"	5	21	translation-r-direct	None
24	2018-08-07 10:08:38.66	RN	"done"	5	23	ack-done	None
25	2018-08-07 10:08:39.46	CMD	"move forward two feet"	6	None	None	None
26	2018-08-07 10:08:40.19	DM->CMD	"I moved forward 3 feet"	5	24	translation-l	None
27	2018-08-07 10:08:44.11	DM->RN	"move forward 2 feet"	6	25	translation-r-direct	None
28	2018-08-07 10:08:44.66	DM->CMD	"I will move forward 2 feet"	6	25	ack-wilco	None
29	2018-08-07 10:08:50.52	RN	"done"	6	27	ack-done	None
30	2018-08-07 10:08:51.97	DM->CMD	"done"	6	29	translation-l	None
31	2018-08-07 10:08:52.84	CMD	"turn north"	7	None	None	None
32	2018-08-07 10:08:55.23	DM->CMD	"processing. . ."	7	31	processing	None
33	2018-08-07 10:08:57.55	DM->RN	"turn to face North"	7	31	translation-r-direct	None
34	2018-08-07 10:09:00.25	DM->CMD	"turning. . ."	7	31	ack-doing	None
35	2018-08-07 10:09:02.66	RN	"done"	7	33	ack-done	None
36	2018-08-07 10:09:04.16	DM->CMD	"done"	7	35	translation-l	None
37	2018-08-07 10:09:04.19	CMD	"move forward four feet"	8	None	None	None
38	2018-08-07 10:09:10.50	DM->CMD	"processing. . ."	8	37	processing	None
39	2018-08-07 10:09:15.80	DM->RN	"move forward 4"	8	37	translation-r-direct	None
40	2018-08-07 10:09:22.38	DM->CMD	"moving. . ."	8	37	ack-doing	None
41	2018-08-07 10:09:25.06	RN	"done"	8	39	ack-done	None
42	2018-08-07 10:09:26.38	DM->CMD	"done"	8	41	translation-l	None
43	2018-08-07 10:09:28.74	CMD	"turn east"	9	None	None	None
44	2018-08-07 10:09:32.96	DM->CMD	"Should I send a picture? <beep>"	10	None	None	None
45	2018-08-07 10:09:36.03	CMD	"yes"	10	44	offer-accept	None
46	2018-08-07 10:09:40.54	DM->RN	"send image"	10	45*	translation-r-direct	None
47	2018-08-07 10:09:44.14	RN	"sent"	10	46	ack-done	None
48	2018-08-07 10:09:44.58	CMD	"yes"	10	45	summarization	None
49	2018-08-07 10:09:45.60	DM->CMD	"sent"	10	47	translation-l	None
50	2018-08-07 10:09:54.15	DM->RN	"turn to face East"	9	43	translation-r-direct	None
51	2018-08-07 10:09:55.06	DM->CMD	"I will turn to face East"	9	43	ack-wilco	None
52	2018-08-07 10:10:01.03	RN	"done"	9	50	ack-done	None
53	2018-08-07 10:10:02.47	DM->CMD	"done"	9	52	translation-l	None
54	2018-08-07 10:10:04.96	CMD	"move forward four feet"	11	None	None	None
55	2018-08-07 10:10:07.73	DM->CMD	"processing. . ."	11	54	processing	None
56	2018-08-07 10:10:14.71	DM->RN	"move forward 4"	11	54	translation-r-direct	None
57	2018-08-07 10:10:23.18	RN	"done"	11	56	ack-done	None
58	2018-08-07 10:10:24.71	DM->CMD	"done"	11	57	translation-l	None
59	2018-08-07 10:10:25.92	CMD	"take a picture"	12	None	None	None
60	2018-08-07 10:10:28.55	DM->RN	"send image"	12	59	translation-r-direct	None
61	2018-08-07 10:10:30.92	RN	"sent"	12	60	ack-done	None
62	2018-08-07 10:10:32.38	DM->CMD	"sent"	12	61	translation-l	None
63	2018-08-07 10:10:40.97	CMD	"<notification sound>"	None	None	None	None
64	2018-08-07 10:10:41.40	CMD	"can"	None	None	None	None
65	2018-08-07 10:10:41.78	DM->CMD	"If you're having trouble figuring out how far I should move or turn to get to something, you can always try telling me to go directly to whatever you are interested in.  <beep>"	None	None	None	None
66	2018-08-07 10:10:49.41	CMD	"continue moving forward"	13	None	None	None
67	2018-08-07 10:10:55.13	DM->CMD	"How far forward should I go?  <beep>"	13	66	req-clar	None
68	2018-08-07 10:10:58.34	CMD	"four feet"	13	67	clar-repair	None
69	2018-08-07 10:11:00.94	DM->CMD	"You can tell me to move a certain distance or to move to an object.  <beep>"	13	67	continue	None
70	2018-08-07 10:11:03.38	DM->CMD	"ok"	13	68*	ack-wilco	None
71	2018-08-07 10:11:11.62	DM->RN	"move forward 4"	13	68*	translation-r-direct	None
72	2018-08-07 10:11:16.18	DM->CMD	"moving. . ."	13	68*	ack-doing	None
73	2018-08-07 10:11:18.66	RN	"done"	13	71	ack-done	None
74	2018-08-07 10:11:20.09	DM->CMD	"done"	13	73	translation-l	None
75	2018-08-07 10:11:20.72	CMD	"take a picture"	14	None	None	None
76	2018-08-07 10:11:23.64	DM->RN	"send image"	14	75	translation-r-direct	None
77	2018-08-07 10:11:24.36	RN	"sent"	14	76	ack-done	None
78	2018-08-07 10:11:25.89	DM->CMD	"sent"	14	77	translation-l	None
79	2018-08-07 10:11:33.96	CMD	"continue forward four feet"	15	None	None	None
80	2018-08-07 10:11:38.35	DM->CMD	"ok"	15	79	ack-wilco	None
81	2018-08-07 10:11:43.19	DM->RN	"move forward 4"	15	79	translation-r-direct	None
82	2018-08-07 10:11:48.85	RN	"done"	15	81	ack-done	None
83	2018-08-07 10:11:50.30	DM->CMD	"done"	15	82	translation-l	None
84	2018-08-07 10:11:51.55	CMD	"take a picture"	16	None	None	None
85	2018-08-07 10:11:54.29	DM->RN	"send image"	16	84	translation-r-direct	None
86	2018-08-07 10:11:57.15	RN	"sent"	16	85	ack-done	None
87	2018-08-07 10:11:58.54	DM->CMD	"sent"	16	86	translation-l	None
88	2018-08-07 10:12:06.80	CMD	"turn north"	17	None	None	None
89	2018-08-07 10:12:09.90	DM->CMD	"ok"	17	88	ack-wilco	None
90	2018-08-07 10:12:12.15	DM->RN	"turn to face North"	17	88	translation-r-direct	None
91	2018-08-07 10:12:18.27	RN	"done"	17	90	ack-done	None
92	2018-08-07 10:12:19.72	DM->CMD	"I turned to face North"	17	91	translation-l	None
93	2018-08-07 10:12:20.19	CMD	"take a picture"	18	None	None	None
94	2018-08-07 10:12:23.09	DM->RN	"send image"	18	93	translation-r-direct	None
95	2018-08-07 10:12:25.70	RN	"sent"	18	94	ack-done	None
96	2018-08-07 10:12:26.86	DM->CMD	"sent"	18	95	translation-l	None
97	2018-08-07 10:12:33.20	CMD	"turn east"	19	None	None	None
98	2018-08-07 10:12:37.05	DM->RN	"turn to face East"	19	97	translation-r-direct	None
99	2018-08-07 10:12:37.66	DM->CMD	"I will turn to face East"	19	97	ack-wilco	None
100	2018-08-07 10:12:42.81	RN	"done"	19	98	ack-done	None
101	2018-08-07 10:12:44.29	DM->CMD	"done"	19	100	translation-l	None
102	2018-08-07 10:12:45.57	CMD	"move two feet"	20	None	None	None
103	2018-08-07 10:12:52.26	DM->RN	"move forward 2 feet"	20	102	translation-r-direct	None
104	2018-08-07 10:12:52.99	DM->CMD	"I will move forward 2 feet"	20	102	ack-wilco	None
105	2018-08-07 10:12:56.58	RN	"done"	20	103	ack-done	None
106	2018-08-07 10:12:57.74	CMD	"take a picture"	21	None	None	None
107	2018-08-07 10:12:58.20	DM->CMD	"done"	20	105	translation-l	None
108	2018-08-07 10:13:00.67	DM->RN	"send image"	21	106	translation-r-direct	None
109	2018-08-07 10:13:01.92	RN	"sent"	21	108	ack-done	None
110	2018-08-07 10:13:03.51	DM->CMD	"sent"	21	109	translation-l	None
111	2018-08-07 10:13:17.58	CMD	"move forward three feet"	22	None	None	None
112	2018-08-07 10:13:22.22	DM->CMD	"ok"	22	111	ack-wilco	None
113	2018-08-07 10:13:25.37	DM->RN	"move forward 3 feet"	22	111	translation-r-direct	None
114	2018-08-07 10:13:31.29	RN	"done"	22	113	ack-done	None
115	2018-08-07 10:13:32.67	CMD	"take a picture"	23	None	None	None
116	2018-08-07 10:13:32.77	DM->CMD	"done"	22	114	translation-l	None
117	2018-08-07 10:13:34.84	DM->RN	"send image"	23	115	translation-r-direct	None
118	2018-08-07 10:13:38.35	RN	"sent"	23	117	ack-done	None
119	2018-08-07 10:13:39.26	DM->CMD	"sent"	23	118	translation-l	None
120	2018-08-07 10:13:55.93	CMD	"turn south"	24	None	None	None
121	2018-08-07 10:13:58.59	DM->CMD	"processing. . ."	24	120	processing	None
122	2018-08-07 10:14:02.08	DM->RN	"turn to face South"	24	120	translation-r-direct	None
123	2018-08-07 10:14:05.63	DM->CMD	"turning. . ."	24	120	ack-doing	None
124	2018-08-07 10:14:06.73	RN	"done"	24	122	ack-done	None
125	2018-08-07 10:14:08.29	CMD	"move forward <pause> four feet"	25	None	None	None
126	2018-08-07 10:14:08.31	DM->CMD	"done"	24	124	translation-l	None
127	2018-08-07 10:14:12.92	DM->CMD	"processing. . ."	25	125	processing	None
128	2018-08-07 10:14:19.82	DM->RN	"move forward 4"	25	125	translation-r-direct	None
129	2018-08-07 10:14:28.93	RN	"done"	25	128	ack-done	None
130	2018-08-07 10:14:31.48	DM->CMD	"done"	25	129	translation-l	None
131	2018-08-07 10:14:33.02	CMD	"turn west"	26	None	None	None
132	2018-08-07 10:14:37.68	DM->RN	"turn to face West"	26	131	translation-r-direct	None
133	2018-08-07 10:14:48.82	RN	"done"	26	132	ack-done	None
134	2018-08-07 10:14:50.10	DM->CMD	"I turned to face West"	26	133	translation-l	None
135	2018-08-07 10:14:50.75	CMD	"take a picture"	27	None	None	None
136	2018-08-07 10:14:52.91	DM->RN	"send image"	27	135	translation-r-direct	None
137	2018-08-07 10:14:53.63	RN	"sent"	27	136	ack-done	None
138	2018-08-07 10:14:55.50	DM->CMD	"sent"	27	137	translation-l	None
