id	time	stream	text	tu	rel	ant	context
1	2018-08-14 15:13:22.68	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
2	2018-08-14 15:13:27.21	DM->RN	"calibrate"	1	0	translation-r-direct	None
3	2018-08-14 15:13:59.74	RN	"<audio sync in three two one>"	X-CMD	None	None	None
4	2018-08-14 15:13:59.89	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
5	2018-08-14 15:14:02.98	RN	"<loud noise>"	X-CMD	None	None	None
6	2018-08-14 15:14:02.98	CMD	"<loud noise>"	X-CMD	None	None	None
7	2018-08-14 15:14:13.12	DM->CMD	"calibration complete"	1	0	ack-done	None
8	2018-08-14 15:14:22.40	CMD	"i am ready"	2	None	None	None
9	2018-08-14 15:14:26.45	DM->RN	"participant is ready"	2	8	translation-r-direct	None
10	2018-08-14 15:14:28.91	DM->CMD	"I'm also ready.  <beep>"	2	8	reciprocal	None
11	2018-08-14 15:14:32.32	CMD	"hello"	3	None	None	None
12	2018-08-14 15:14:35.53	DM->CMD	"Hello! <beep>"	3	11	reciprocal	None
13	2018-08-14 15:14:41.98	CMD	"all right let's do this um"	4	None	None	None
14	2018-08-14 15:14:46.84	DM->CMD	"yes"	4	13	answer	None
15	2018-08-14 15:14:53.60	CMD	"move forward a foot"	5	None	None	None
16	2018-08-14 15:14:58.46	DM->CMD	"ok"	5	15	ack-wilco	None
17	2018-08-14 15:15:01.83	DM->RN	"move forward 1 foot"	5	15	translation-r-direct	None
18	2018-08-14 15:15:03.30	DM->CMD	"I will move forward 1 foot"	5	15	ack-wilco	None
19	2018-08-14 15:15:07.19	RN	"done"	5	17	ack-done	None
20	2018-08-14 15:15:08.88	DM->CMD	"done"	5	19	translation-l	None
21	2018-08-14 15:15:09.14	CMD	"take a picture"	6	None	None	None
22	2018-08-14 15:15:11.45	DM->RN	"send image"	6	21	translation-r-direct	None
23	2018-08-14 15:15:12.49	RN	"sent"	6	22	ack-done	None
24	2018-08-14 15:15:13.89	DM->CMD	"sent"	6	23	translation-l	None
25	2018-08-14 15:15:15.46	CMD	"thank you"	6	24	3feedback	None
26	2018-08-14 15:15:28.40	CMD	"turn around"	7	None	None	None
27	2018-08-14 15:15:31.47	DM->CMD	"processing. . ."	7	26	processing	None
28	2018-08-14 15:15:33.56	DM->RN	"turn 180"	7	26	translation-r-direct	None
29	2018-08-14 15:15:38.26	DM->CMD	"turning. . ."	7	26	ack-doing	None
30	2018-08-14 15:15:46.61	RN	"done"	7	28	ack-done	None
31	2018-08-14 15:15:47.37	CMD	"take a picture"	8	None	None	None
32	2018-08-14 15:15:48.33	DM->CMD	"done"	7	30	translation-l	None
33	2018-08-14 15:15:49.95	DM->RN	"send image"	8	31	translation-r-direct	None
34	2018-08-14 15:15:51.03	RN	"sent"	8	33	ack-done	None
35	2018-08-14 15:15:52.62	DM->CMD	"sent"	8	34	translation-l	None
