id	time	stream	text	tu	rel	ant	context
2	1976-12-31 17:02:05.00	DM->RN	" participant is ready"	1	1	translation-r-direct-error	None
3	1976-12-31 17:02:09.00	DM->CMD	"Processing...."	1	1	processing	None
4	1976-12-31 18:24:39.00	RN	" I'm also ready. <beep>"	1	2	reciprocal	None
5	1976-12-31 18:24:40.00	DM->CMD	"I'm also ready. <beep>"	1	4	translation-l	None
6	2019-07-16 15:09:37.93	CMD	"I am also ready"	2	None	None	None
7	1976-12-31 20:08:46.00	DM->RN	" participant is ready"	2	6	translation-r-direct	None
8	1976-12-31 20:08:51.00	DM->CMD	"Processing...."	2	6	processing	None
9	1976-12-31 21:03:17.00	RN	" I'm also ready. <beep>"	2	7	reciprocal	None
10	1976-12-31 21:03:18.00	DM->CMD	"I'm also ready. <beep>"	2	9	translation-l	None
11	2019-07-16 15:09:52.27	CMD	"send image"	3	None	None	None
12	1977-01-01 00:00:18.00	DM->RN	" send image"	3	11	translation-r-direct	None
13	1977-01-01 00:00:22.00	DM->CMD	"I will send image."	3	11	ack-wilco	None
14	1977-01-01 01:22:43.00	RN	" sent"	3	12	ack-done	None
15	1977-01-01 01:22:43.00	DM->CMD	"sent"	3	14	translation-l	None
16	2019-07-16 15:10:06.75	CMD	"turn ninety degrees to the right"	4	None	None	None
17	1977-01-01 15:23:37.00	DM->RN	" turn right 45 degrees"	4	16	translation-r-direct-error	None
18	1977-01-01 15:23:42.00	DM->CMD	"I will turn right 45 degrees."	4	16	ack-wilco	None
19	1977-01-01 15:54:14.00	RN	" turning. . ."	4	17	ack-doing	None
20	1977-01-01 15:54:15.00	DM->CMD	"turning. . ."	4	19	translation-l	None
21	1977-01-01 18:44:51.00	RN	" done"	4	17	ack-done	None
22	1977-01-01 18:44:52.00	DM->CMD	"done"	4	21	translation-l	None
23	1977-01-01 19:29:13.00	RN	" sent"	ERR	None	None	None
24	1977-01-01 19:29:14.00	DM->CMD	"sent"	ERR	None	None	None
25	2019-07-16 15:10:24.24	CMD	"turn one hundred eighty degrees"	5	None	None	None
26	1977-01-01 20:18:50.00	DM->RN	" turn 180"	5	25	translation-r-direct	None
27	1977-01-01 20:19:23.00	DM->CMD	"I will turn 180."	5	25	ack-wilco	None
28	1977-01-01 21:04:53.00	RN	" turning. . ."	5	26	ack-doing	None
29	1977-01-01 21:04:54.00	DM->CMD	"turning. . ."	5	28	translation-l	None
30	1977-01-02 00:36:26.00	RN	" done"	5	26	ack-done	None
31	1977-01-02 00:36:28.00	DM->CMD	"done"	5	30	translation-l	None
32	2019-07-16 15:10:42.84	CMD	"send image"	6	None	None	None
33	1977-01-02 01:08:47.00	DM->RN	" send image"	6	32	translation-r-direct	None
34	1977-01-02 01:08:52.00	DM->CMD	"I will send image."	6	32	ack-wilco	None
35	1977-01-02 02:25:39.00	RN	" sent"	6	33	ack-done	None
36	1977-01-02 02:25:40.00	DM->CMD	"sent"	6	35	translation-l	None
37	2019-07-16 15:11:01.08	CMD	"turn left ninety degrees"	7	None	None	None
38	1977-01-02 17:33:34.00	DM->RN	" turn left 90 degrees"	7	37	translation-r-direct	None
39	1977-01-02 17:33:40.00	DM->CMD	"I will turn left 90 degrees."	7	37	ack-wilco	None
40	1977-01-02 18:34:24.00	RN	" turning. . ."	7	38	ack-doing	None
41	1977-01-02 18:34:25.00	DM->CMD	"turning. . ."	7	40	translation-l	None
42	1977-01-02 21:57:31.00	RN	" done"	7	38	ack-done	None
43	1977-01-02 21:57:32.00	DM->CMD	"done"	7	42	translation-l	None
44	2019-07-16 15:11:19.72	CMD	"send image"	8	None	None	None
