id	time	stream	text	tu	rel	ant	context
2	1976-09-16 08:22:04.00	DM->RN	" calibrate"	1	1	translation-r-direct	None
3	1976-09-16 08:22:42.00	DM->CMD	"I will calibrate...."	1	1	ack-wilco	None
4	2019-10-09 14:18:01.26	RN	" calibrating. . ."	1	2	ack-doing	None
5	2019-10-09 14:18:01.26	DM->CMD	"calibrating. . ."	1	4	translation-l	None
6	2019-10-09 14:18:07.82	RN	" calibration complete"	1	2	ack-done	None
7	2019-10-09 14:18:07.82	DM->CMD	"calibration complete"	1	6	translation-l	None
8	2019-10-09 14:17:57.36	CMD	"I'm ready"	2	None	None	None
9	2019-10-09 14:18:17.77	DM->RN	" participant is ready"	2	8	translation-r-direct	None
10	2019-10-09 14:18:17.81	DM->CMD	"Processing...."	2	8	processing	None
11	2019-10-09 14:18:19.91	RN	" I'm also ready. <beep>"	2	9	reciprocal	None
12	2019-10-09 14:18:19.91	DM->CMD	"I'm also ready. <beep>"	2	11	translation-l	None
13	2019-10-09 14:18:03.64	CMD	"take a picture"	3	None	None	None
14	2019-10-09 14:18:24.93	DM->RN	" send image"	3	13	translation-r-direct	None
15	2019-10-09 14:18:24.97	DM->CMD	"I will send image."	3	13	ack-wilco	None
16	2019-10-09 14:18:26.76	RN	" sent"	3	14	ack-done	None
17	2019-10-09 14:18:26.86	DM->CMD	"sent"	3	16	translation-l	None
18	2019-10-09 14:18:15.81	CMD	"move towards a shoe"	4	None	None	None
19	2019-10-09 14:18:38.48	DM->CMD	"Can you repeat that? <beep>"	4	18	req-repeat	None
20	2019-10-09 14:18:20.55	CMD	"move toward a shoe"	4	19	clar-repeat	None
21	2019-10-09 14:18:42.02	DM->CMD	"Can you repeat that? <beep>"	4	20	req-repeat	None
22	2019-10-09 14:18:24.18	CMD	"find footwear"	5	None	clar-repeat	None
23	2019-10-09 14:18:46.32	DM->CMD	"Can you repeat that? <beep>"	5	22	req-repeat	None
24	2019-10-09 14:18:30.90	CMD	"what objects are in this environment"	6	None	None	None
25	2019-10-09 14:18:52.77	DM->CMD	"Would you like me to move to take a good picture? <beep>"	6	24	req-clar	None
26	2019-10-09 14:18:36.69	CMD	"yes"	6	25	offer-accept	None
27	2019-10-09 14:18:56.62	DM->CMD	"Would you like me to move to take a good picture? <beep>"	6	26	req-clar	None
28	2019-10-09 14:18:38.74	CMD	"yes"	6	27	offer-accept	None
29	2019-10-09 14:18:58.87	DM->CMD	"Would you like me to move to take a good picture? <beep>"	6	28	req-clar	None
30	2019-10-09 14:18:41.17	CMD	"no"	6	29	offer-reject	None
31	2019-10-09 14:18:45.00	CMD	"cancel"	7	None	None	None
32	2019-10-09 14:18:49.00	CMD	"cancel"	7	31	summarization	None
33	2019-10-09 14:19:09.32	DM->RN	" cancel command"	7	32	translation-r-direct	None
34	2019-10-09 14:19:09.33	DM->CMD	"Processing...."	7	32	processing	None
