id	time	stream	text	tu	rel	ant	context
1	0.73	RN	"calibration complete"	1	0	ack-done	None
2	10.39	DM->CMD	"calibration complete"	1	1	translation-l	None
3	12.4	CMD	"aight <alright> robot let's do this"	2	None	None	None
4	16.47	DM->CMD	"I'm ready.  What should we do know?"	2	3	reciprocal	None
5	20.38	CMD	"start by turning left ninety degrees"	2	4	answer	None
6	23	CMD	"and take a photo until you are at your current position"	2	5	continue	None
7	28	CMD	"take a photo every thirty degrees until you are at your current position"	2	6	continue	None
8	60.29	DM->RN	"turn left 90"	2	5	translation-r-direct	None
9	63.93	DM->CMD	"executing..."	2	7*	ack-doing	None
10	68.8	RN	"done"	2	8	ack-done	None
11A	78.38	DM->RN	"turn right 90, "	2	7*	translation-r-situated-partial	None
11B	None	DM->RN	"take photos every 30"	2	11A	continue	None
12	97.29	RN	"done"	2	11B*	ack-done	None
13	101.11	CMD	"can you go into the center of that room"	3	None	None	None
14	103.35	DM->CMD	"done"	2	12*	translation-l	None
15	104.56	CMD	"and take a photo uh every thirty degrees"	3	13	continue	None
16	109.41	CMD	"doing a three hundred and sixty degree perimeter"	3	15	continue	None
17	129.69	DM->CMD	"The center of which room?"	3	13	req-clar	None
18	131.19	CMD	"the room that you're currently in"	3	17	clar-repair	None
19	136.72	DM->CMD	"executing..."	3	18*	ack-doing	None
20A	149.45	DM->RN	"move to the center of the room, "	3	18*	translation-r-direct	None
20B	None	DM->RN	"turn 360, "	3	16*	translation-r-direct-partial	None
20C	None	DM->RN	"taking photos every 30"	3	20B	continue	None
21	199.56	CMD	"wait"	3	18*	correction-cancel	None
22	207.08	RN	"done"	3	20C*	ack-done	None
23	211.03	DM->CMD	"Could you please repeat that?"	3	21	req-repeat	None
24	212.62	DM->CMD	"done"	3	22	translation-l	None
25	215	CMD	"go back to that yellow cone"	4	None	None	None
26	217.94	CMD	"and take a photo close to the black image"	4	25	continue	None
27	232.26	RN	"<no speech>"	None	None	None	None
28	239.78	DM->CMD	"I'm not sure what you are referring to, but I'll move to face the yellow cone and send a picture, ok?"	4	25	ack-try	None
29	244.9	CMD	"okay"	4	28	answer	None
30	247.88	RN	"<no speech>"	None	None	None	None
31A	258.23	DM->RN	"move to face yellow cone to your right, "	4	25	translation-r-situated	None
31B	None	DM->RN	"send image"	4	26	translation-r-direct	None
32	262.16	DM->CMD	"executing..."	4	29*	ack-doing	None
33	265.53	RN	"image sent"	4	31B*	ack-done	None
34	270.15	DM->CMD	"sent"	4	33	translation-l	None
35	274.61	CMD	"robot go to that white sign that's in the picture"	5	None	None	None
36	278.8	CMD	"and take a picture of it"	5	35	continue	None
37	281.06	CMD	"also do you speak any other languages"	5	36	continue	None
38	305.46	DM->CMD	"I do not speak.  I can recognize some English words."	5	37	answer	None
39	317.79	CMD	"go to the end of the hallway that is to your right"	5	37	continue	None
40	322.74	CMD	"and take a picture of the white sign that's on the doorway or on the uh wall"	5	39	continue	None
41	342.2	DM->RN	"move to face and take a good picture of the white sign at the end of the hallway to your right"	5	40*	translation-r-direct	None
42	345.26	DM->CMD	"executing..."	5	40*	ack-doing	None
43	359.98	RN	"image sent"	5	41	ack-done	None
44	363.55	CMD	"are those arabic numbers"	6	None	None	None
45	365.25	DM->CMD	"sent"	5	43	translation-l	None
46	387.78	DM->CMD	"I'm not sure.  We have seen something similar here.  What do you think?"	6	44	answer	None
47	392.63	CMD	"I agree"	6	46	reciprocal	None
48	392.63	CMD	"can you take a picture uh three hundred and sixty degrees except for the wall that's behind you"	7	None	None	None
49	392.63	CMD	"er in front of you i mean"	7	48	correction-update	None
50	412.47	DM->CMD	"Would you like photos every 30 degrees?"	7	49*	req-clar	None
51	419.3	CMD	"yes please"	7	50	clar-repair	None
52A	443.39	DM->RN	"Do a 360, "	7	51*	translation-r-direct-partial	None
52B	None	DM->RN	"send photos every 30 degrees, "	7	52A	continue	None
52C	None	DM->RN	"don't send another photo of this wall in front of you"	7	52B	continue	None
53	446.7	DM->CMD	"executing..."	7	51*	ack-doing	None
54	493.3	CMD	"go to the room that's on your right"	8	None	None	None
55	493.3	CMD	"uh there is a white door and a red sign"	8	54	continue	None
