id	time	stream	text	tu	rel	ant	context
1	5.21	RN	"calibration complete"	1	0	ack-done	None
2	8.91	DM->CMD	"calibration complete"	1	1	translation-l	None
3	23.25	CMD	"move forward five feet"	2	None	None	None
4	28.87	CMD	"turn south thirty degrees"	2	3	continue	None
5A	43.26	DM->RN	"move forward 5 feet, "	2	3	translation-r-direct	None
5B	None	DM->RN	"turn south 30 degrees"	2	4	translation-r-direct	None
6	84.99	DM->CMD	"I'm not sure what you mean by turn south 30 degrees.  Should I turn further to the south by 30 degrees?"	2	4	req-clar	None
7	92.51	CMD	"yes send picture"	2	6	clar-repair	None
8A	105.07	DM->RN	"turn right 30 degrees, "	2	7*	translation-r-direct-partial	None
8B	None	DM->RN	"image"	2	8A	continue	None
9	108.69	DM->CMD	"executing..."	2	7*	ack-doing	None
10	110.82	RN	"image sent"	2	8B	ack-done	None
11	122.47	DM->CMD	"sent"	2	10	translation-l	None
12	136.47	CMD	"move forward three feet"	3	None	None	None
13	140.49	CMD	"send picture"	3	12	continue	None
14A	146.82	DM->RN	"move forward 3 feet, "	3	12	translation-r-direct	None
14B	None	DM->RN	"image"	3	13	translation-r-direct	None
15	150.09	DM->CMD	"executing..."	3	13*	ack-doing	None
16	155.75	RN	"image sent"	3	14B	ack-done	None
17	158.83	DM->CMD	"sent"	3	16	translation-l	None
18	196.84	CMD	"turn thirty degrees to the left"	4	None	None	None
19	202.57	CMD	"move forward five feet"	4	18	continue	None
20	206.27	CMD	"send picture"	4	19	continue	None
21A	209.28	DM->RN	"turn 30 left, "	4	18	translation-r-direct	None
21B	None	DM->RN	"move forward 5 feet, "	4	19	translation-r-direct	None
21C	None	DM->RN	"image"	4	20	translation-r-direct	None
22	212.62	DM->CMD	"executing..."	4	20*	ack-doing	None
23	222.33	RN	"image sent"	4	21C	ack-done	None
24	225.75	DM->CMD	"sent"	4	23	translation-l	None
25	228.48	CMD	"move forward to end of hallway "	5	None	None	None
26	228.48	CMD	" stop at wall"	5	25	continue	None
27A	241.5	DM->RN	"move forward to end of hall,"	5	25	translation-r-direct	None
27B	None	DM->RN	"stop at wall"	5	26	translation-r-direct	None
28	244.78	DM->CMD	"executing..."	5	26*	ack-doing	None
29	251.07	RN	"done"	5	27B	ack-done	None
30	252.39	CMD	"turn ninety"	6	None	None	None
31	254.33	DM->CMD	"done"	5	29	translation-l	None
32	256.61	CMD	"send picture"	6	30	continue	None
