id	time	stream	text	tu	rel	ant	context
1	0	DM->RN	"calibrate"	1	0	translation-r-direct	None
2	0	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
3	15.09	RN	"done"	1	1	ack-done	None
4	16.62	DM->CMD	"calibration complete"	1	3	translation-l	None
5	20.14	DM->CMD	"Hello! <beep>"	2	None	None	None
6	21.34	DM->CMD	". . ."	2	5	link-next	None
7	22.86	DM->CMD	"Thanks for teaming up with me today."	2	5	continue	None
8	23.87	DM->CMD	". . ."	2	7	link-next	None
9	26.31	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."	2	7	continue	None
10	27.33	DM->CMD	". . ."	2	9	link-next	None
11	29.69	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."	2	9	continue	None
12	30.68	DM->CMD	". . ."	2	11	link-next	None
13	33.15	DM->CMD	"You can ask for help at any time."	2	11	continue	None
14	71.43	CMD	"travel straight"	3	None	None	None
15	79.38	DM->CMD	"I'm not sure where or when to stop moving forward.  <beep>"	3	14	missing-info	None
16	81.89	DM->CMD	"You can tell me to move a certain distance or to move to an object.  <beep>"	3	15	continue	None
17	83.87	CMD	"um travel east two feet"	4	None	None	None
18	90.93	DM->CMD	"ok"	4	17	ack-wilco	None
19	95.28	DM->RN	"move forward 2 feet"	4	17	translation-r-situated	None
20	99	DM->CMD	"moving. . ."	4	17	ack-doing	None
21	102.179999999999	RN	"done"	4	19	ack-done	None
22	104.27	DM->CMD	"done"	4	21	translation-l	None
23	107.2	CMD	"travel east two more feet"	5	None	None	None
24	111.71	DM->CMD	"ok"	5	23	ack-wilco	None
25	114.41	DM->RN	"move forward 2 feet"	5	23	translation-r-situated	None
26	116.84	DM->CMD	"moving. . ."	5	23	ack-doing	None
27	119.56	RN	"done"	5	25	ack-done	None
28	120.25	CMD	"<pause> turn to the left"	6	None	None	None
29	121	DM->CMD	"done"	5	27	translation-l	None
30	122.86	CMD	"and take a picture"	6	28	continue	None
31	128.98	DM->CMD	"I'm unsure where or when I should stop turning.  <beep>"	6	28	missing-info	None
32	130.95	DM->CMD	"You can tell me to turn a number of degrees or to face something.  <beep>"	6	31	continue	None
33	136.08	CMD	"turn north thirty degrees"	7	None	None	None
34	139.44	CMD	"and take a picture"	7	33	continue	None
35	144.51	DM->CMD	"processing. . ."	7	34*	processing	None
36	156.82	DM->RN	"turn left 30 degrees"	7	33	translation-r-situated	None
37	157.94	DM->RN	"then. . ."	7	36	link-next	None
38	159.1	DM->RN	"send image"	7	34	translation-r-direct	None
39	159.95	DM->CMD	"turning. . ."	7	33	ack-doing	None
40	164.34	RN	"uh <pause> done sent"	7	38*	ack-done	None
41	167.33	DM->CMD	"done, sent"	7	40	translation-l	None
42	188.15	CMD	"<background noise>"	None	None	None	None
43	194.41	CMD	"turn east thirty degrees"	8	None	None	None
44	197.11	CMD	"and travel <pause> five feet"	8	43	continue	None
45	201.52	DM->CMD	"processing. . ."	8	44*	processing	None
46	209.04	DM->RN	"turn right 30 degrees"	8	43	translation-r-situated	None
47	210.31	DM->RN	"then. . ."	8	46	link-next	None
48	211.84	DM->RN	"move forward 5 feet"	8	44	translation-r-direct	None
49	213.59	DM->CMD	"turning. . ."	8	43	ack-doing	None
50	217.9	DM->CMD	"moving. . ."	8	44	ack-doing	None
51	225.1	RN	"done"	8	48*	ack-done	None
52	226.39	DM->CMD	"done"	8	51	translation-l	None
53	232.28	CMD	"turn south ninety degrees"	9	None	None	None
54	235.99	CMD	"and take a picture"	9	53	continue	None
55	238.55	DM->CMD	"ok"	9	54*	ack-wilco	None
56	242.21	DM->RN	"turn right 90 degrees"	9	53	translation-r-situated	None
57	243.81	DM->RN	"then. . ."	9	56	link-next	None
58	244.92	DM->RN	"send image"	9	54	translation-r-direct	None
