id	time	stream	text	tu	rel	ant	context
1	2018-08-29 15:03:08.90	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
2	2018-08-29 15:03:11.06	DM->RN	"calibrate"	1	0	translation-r-direct	None
3	2018-08-29 15:03:30.71	CMD	"<no speech>"	X-CMD	None	None	None
4	2018-08-29 15:03:38.28	RN	"<no speech>"	X-CMD	None	None	None
5	2018-08-29 15:03:39.50	RN	"<X: audio sync in three two one>"	X-CMD	None	None	None
6	2018-08-29 15:03:39.52	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
7	2018-08-29 15:03:43.28	RN	"<loud noise>"	X-CMD	None	None	None
8	2018-08-29 15:03:43.28	CMD	"<loud noise>"	X-CMD	None	None	None
9	2018-08-29 15:03:46.11	CMD	"<X: okay you can let up>"	X-CMD	None	None	None
10	2018-08-29 15:03:50.21	DM->CMD	"calibration complete"	1	0	translation-r-direct	None
11	2018-08-29 15:03:55.56	CMD	"i am ready"	2	None	None	None
12	2018-08-29 15:03:56.34	CMD	"<no speech>"	None	None	None	None
13	2018-08-29 15:04:01.63	DM->CMD	"I'm also ready.  <beep>"	2	11	reciprocal	None
14	2018-08-29 15:04:03.61	CMD	"face <pause 1.02> west"	3	None	None	None
15	2018-08-29 15:04:04.17	DM->RN	"participant is ready"	2	11	translation-r-direct	None
16	2018-08-29 15:04:07.86	DM->CMD	"ok"	3	14	ack-wilco	None
17	2018-08-29 15:04:10.95	DM->RN	"turn to face West"	3	14	translation-r-direct	None
18	2018-08-29 15:04:13.86	DM->CMD	"turning. . ."	3	14	ack-doing	None
19	2018-08-29 15:04:20.62	RN	"done"	3	17	ack-done	None
20	2018-08-29 15:04:21.80	DM->CMD	"done"	3	19	translation-l	None
21	2018-08-29 15:04:22.68	CMD	"take photo"	4	None	None	None
22	2018-08-29 15:04:27.44	DM->RN	"send image"	4	21	translation-r-direct	None
23	2018-08-29 15:04:28.82	RN	"sent"	4	22	ack-done	None
24	2018-08-29 15:04:31.07	DM->CMD	"sent"	4	23	translation-l	None
25	2018-08-29 15:04:58.35	CMD	"turn south"	5	None	None	None
26	2018-08-29 15:05:02.77	DM->CMD	"ok"	5	25	ack	None
27	2018-08-29 15:05:05.20	DM->CMD	"I will turn to face South"	5	25	ack-wilco	None
28	2018-08-29 15:05:05.82	DM->RN	"turn to face South"	5	25	translation-r-direct	None
29	2018-08-29 15:05:15.12	RN	"done"	5	28	ack-done	None
30	2018-08-29 15:05:15.92	DM->CMD	"done"	5	29	translation-l	None
31	2018-08-29 15:05:16.82	CMD	"take photo"	6	None	None	None
32	2018-08-29 15:05:19.54	DM->RN	"send image"	6	31	translation-r-direct	None
33	2018-08-29 15:05:20.77	RN	"sent"	6	32	ack-done	None
34	2018-08-29 15:05:21.96	DM->CMD	"sent"	6	33	translation-l	None
35	2018-08-29 15:05:34.57	CMD	"move west three feet"	7	None	None	None
36	2018-08-29 15:05:40.16	DM->CMD	"processing. . ."	7	35	processing	None
37	2018-08-29 15:05:44.18	DM->RN	"turn to face West"	7	35	translation-r-direct-partial	None
38	2018-08-29 15:05:45.02	DM->RN	"then. . ."	7	37	link-next	None
39	2018-08-29 15:05:46.28	DM->RN	"move forward 3 feet"	7	37	continue	None
40	2018-08-29 15:05:48.45	DM->CMD	"executing. . ."	7	35	ack-doing	None
41	2018-08-29 15:05:58.85	RN	"done"	7	39*	ack-done	None
42	2018-08-29 15:05:59.86	DM->CMD	"done"	7	41	translation-l	None
43	2018-08-29 15:06:03.89	CMD	"turn south"	8	None	None	None
44	2018-08-29 15:06:08.51	DM->CMD	"ok"	8	43	ack-wilco	None
45	2018-08-29 15:06:11.04	DM->RN	"turn to face South"	8	43	translation-r-direct	None
46	2018-08-29 15:06:13.90	DM->CMD	"turning. . ."	8	43	ack-doing	None
47	2018-08-29 15:06:21.02	RN	"done"	8	45	ack-done	None
48	2018-08-29 15:06:22.33	DM->CMD	"done"	8	47	translation-l	None
49	2018-08-29 15:06:23.71	CMD	"take photo"	9	None	None	None
50	2018-08-29 15:06:28.17	DM->RN	"send image"	9	49	translation-r-direct	None
51	2018-08-29 15:06:29.52	RN	"sent"	9	50	ack-done	None
52	2018-08-29 15:06:30.44	DM->CMD	"sent"	9	51	translation-l	None
53	2018-08-29 15:06:37.58	CMD	"move west four feet"	10	None	None	None
54	2018-08-29 15:06:44.10	DM->CMD	"processing. . ."	10	53	processing	None
55	2018-08-29 15:06:48.66	DM->RN	"turn to face West"	10	53	translation-r-direct-partial	None
56	2018-08-29 15:06:49.86	DM->RN	"then. . ."	10	55	link-next	None
57	2018-08-29 15:06:54.05	DM->RN	"move forward 4ft"	10	55	continue	None
58	2018-08-29 15:06:56.75	DM->CMD	"executing. . ."	10	53	ack-doing	None
59	2018-08-29 15:07:09.26	RN	"done"	10	57*	ack-done	None
60	2018-08-29 15:07:11.16	DM->CMD	"done"	10	59	translation-l	None
61	2018-08-29 15:07:12.90	CMD	"go north <pause 1.16> three feet"	11	None	None	None
62	2018-08-29 15:07:17.94	DM->CMD	"ok"	11	61	ack-wilco	None
63	2018-08-29 15:07:20.16	DM->RN	"turn to face North"	11	61	translation-r-direct-partial	None
64	2018-08-29 15:07:21.43	DM->RN	"then. . ."	11	63	link-next	None
65	2018-08-29 15:07:22.46	DM->RN	"move forward 3 feet"	11	63	continue	None
66	2018-08-29 15:07:24.17	DM->CMD	"turning. . ."	11	61	ack-doing	None
67	2018-08-29 15:07:36.62	RN	"done"	11	65*	ack-done	None
68	2018-08-29 15:07:37.33	DM->CMD	"done"	11	67	translation-l	None
69	2018-08-29 15:07:40.01	CMD	"turn west"	12	None	None	None
70	2018-08-29 15:07:46.01	DM->RN	"turn to face West"	12	69	translation-r-direct	None
71	2018-08-29 15:07:49.03	DM->CMD	"turning. . ."	12	69	ack-doing	None
72	2018-08-29 15:07:54.34	RN	"done"	12	70	ack-done	None
73	2018-08-29 15:07:55.09	DM->CMD	"done"	12	72	translation-l	None
74	2018-08-29 15:07:56.25	CMD	"take photo"	13	None	None	None
75	2018-08-29 15:07:59.02	DM->RN	"send image"	13	74	translation-r-direct	None
76	2018-08-29 15:08:00.26	RN	"sent"	13	75	ack-done	None
77	2018-08-29 15:08:01.77	DM->CMD	"sent"	13	76	translation-l	None
78	2018-08-29 15:08:07.58	CMD	"turn north"	14	None	None	None
79	2018-08-29 15:08:12.98	DM->CMD	"ok"	14	78	ack-wilco	None
80	2018-08-29 15:08:15.19	DM->RN	"turn to face North"	14	78	translation-r-direct	None
81	2018-08-29 15:08:17.22	DM->CMD	"turning. . ."	14	78	ack-doing	None
82	2018-08-29 15:08:24.83	RN	"done"	14	80	ack-done	None
83	2018-08-29 15:08:25.83	DM->CMD	"I turned to face North"	14	82	translation-l	None
84	2018-08-29 15:08:27.56	CMD	"take photo"	15	None	None	None
85	2018-08-29 15:08:31.37	DM->RN	"send image"	15	84	translation-r-direct	None
86	2018-08-29 15:08:32.79	RN	"sent"	15	85	ack-done	None
87	2018-08-29 15:08:33.77	DM->CMD	"sent"	15	86	translation-l	None
88	2018-08-29 15:08:38.32	CMD	"move five feet forward"	16	None	None	None
89	2018-08-29 15:08:43.12	DM->CMD	"I will move forward 5 feet"	16	88	ack-wilco	None
90	2018-08-29 15:08:43.64	DM->RN	"move forward 5 feet"	16	88	translation-r-direct	None
91	2018-08-29 15:08:54.42	RN	"done"	16	90	ack-done	None
92	2018-08-29 15:08:56.73	DM->CMD	"done"	16	91	translation-l	None
93	2018-08-29 15:09:00.32	CMD	"take photo"	17	None	None	None
94	2018-08-29 15:09:04.63	DM->RN	"send image"	17	93	translation-r-direct	None
95	2018-08-29 15:09:05.90	RN	"sent"	17	94	ack-done	None
96	2018-08-29 15:09:07.70	DM->CMD	"sent"	17	95	translation-l	None
97	2018-08-29 15:09:13.25	CMD	"<no speech>"	None	None	None	None
98	2018-08-29 15:09:15.12	CMD	"turn west"	18	None	None	None
99	2018-08-29 15:09:21.32	DM->CMD	"ok"	18	98	ack-wilco	None
100	2018-08-29 15:09:23.27	DM->RN	"turn to face West"	18	98	translation-r-direct	None
101	2018-08-29 15:09:26.25	DM->CMD	"turning. . ."	18	98	ack-doing	None
102	2018-08-29 15:09:32.24	RN	"done"	18	100	ack-done	None
103	2018-08-29 15:09:33.05	DM->CMD	"done"	18	102	translation-l	None
104	2018-08-29 15:09:36.71	CMD	"take photo"	19	None	None	None
105	2018-08-29 15:09:40.34	DM->RN	"send image"	19	104	translation-r-direct	None
106	2018-08-29 15:09:41.50	RN	"sent"	19	105	ack-done	None
107	2018-08-29 15:09:42.98	DM->CMD	"sent"	19	106	translation-l	None
108	2018-08-29 15:09:45.76	CMD	"move <pause 1.70> ten feet forward"	20	None	None	None
109	2018-08-29 15:09:52.41	DM->CMD	"I will move forward 10 feet"	20	108	ack-wilco	None
110	2018-08-29 15:09:52.84	DM->RN	"move forward 10 feet"	20	108	translation-r-direct	None
111	2018-08-29 15:10:05.28	RN	"done"	20	110	ack-done	None
112	2018-08-29 15:10:06.27	DM->CMD	"done"	20	111	translation-l	None
113	2018-08-29 15:10:06.90	CMD	"take photo"	21	None	None	None
114	2018-08-29 15:10:11.70	DM->RN	"send image"	21	113	translation-r-direct	None
115	2018-08-29 15:10:12.82	RN	"sent"	21	114	ack-done	None
116	2018-08-29 15:10:13.88	DM->CMD	"sent"	21	115	translation-l	None
117	2018-08-29 15:10:26.21	CMD	"turn <pause 1.77> east"	22	None	None	None
118	2018-08-29 15:10:34.71	DM->CMD	"ok"	22	117	ack-wilco	None
119	2018-08-29 15:10:36.99	DM->RN	"turn to face East"	22	117	translation-r-direct	None
120	2018-08-29 15:10:38.14	CMD	"take photo"	22	117	continue	None
121	2018-08-29 15:10:41.31	DM->RN	"then. . ."	22	119	link-next	None
122	2018-08-29 15:10:42.61	DM->RN	"send image"	22	120	translation-r-direct	None
123	2018-08-29 15:10:43.60	DM->CMD	"turning. . ."	22	117	ack-doing	None
124	2018-08-29 15:10:53.60	RN	"done and sent"	22	122*	ack-done	None
125	2018-08-29 15:10:55.63	DM->CMD	"done, sent"	22	124	translation-l	None
126	2018-08-29 15:11:02.70	CMD	"turn west"	23	None	None	None
127	2018-08-29 15:11:08.98	DM->CMD	"ok"	23	126	ack-wilco	None
128	2018-08-29 15:11:10.76	DM->RN	"turn to face West"	23	126	translation-r-direct	None
129	2018-08-29 15:11:14.67	DM->CMD	"turning. . ."	23	126	ack-doing	None
130	2018-08-29 15:11:24.80	RN	"done"	23	128	ack-done	None
131	2018-08-29 15:11:25.53	DM->CMD	"I turned to face West"	23	130	translation-l	None
132	2018-08-29 15:11:26.98	CMD	"go four feet forward"	24	None	None	None
133	2018-08-29 15:11:28.86	CMD	"<no speech>"	None	None	None	None
134	2018-08-29 15:11:31.72	DM->CMD	"processing. . ."	24	132	processing	None
135	2018-08-29 15:11:36.57	DM->RN	"move forward 4ft"	24	132	translation-r-situated	None
136	2018-08-29 15:11:41.18	DM->CMD	"I will move forward 4 feet."	24	132	ack-wilco	None
137	2018-08-29 15:11:46.15	RN	"done"	24	135	ack-done	None
138	2018-08-29 15:11:47.07	DM->CMD	"done"	24	137	translation-l	None
139	2018-08-29 15:11:47.76	CMD	"take photo"	25	None	None	None
140	2018-08-29 15:11:51.49	DM->RN	"send image"	25	139	translation-r-direct	None
141	2018-08-29 15:11:52.68	RN	"sent"	25	140	ack-done	None
142	2018-08-29 15:11:53.61	DM->CMD	"sent"	25	141	translation-l	None
143	2018-08-29 15:11:57.05	CMD	"face"	26	None	None	None
144	2018-08-29 15:11:58.46	CMD	"south"	26	143	continue	None
145	2018-08-29 15:12:02.54	DM->CMD	"I will turn to face South"	26	144*	ack-wilco	None
146	2018-08-29 15:12:03.04	DM->RN	"turn to face South"	26	144*	translation-r-direct	None
147	2018-08-29 15:12:11.37	RN	"done"	26	146	ack-done	None
148	2018-08-29 15:12:12.32	DM->CMD	"done"	26	147	translation-l	None
149	2018-08-29 15:12:15.65	CMD	"take photo"	27	None	None	None
150	2018-08-29 15:12:18.21	DM->RN	"send image"	27	149	translation-r-direct	None
151	2018-08-29 15:12:19.58	RN	"sent"	27	150	ack-done	None
152	2018-08-29 15:12:22.16	DM->CMD	"sent"	27	151	translation-l	None
153	2018-08-29 15:12:24.72	CMD	"face north"	28	None	None	None
154	2018-08-29 15:12:29.75	DM->CMD	"ok"	28	153	ack-wilco	None
155	2018-08-29 15:12:32.37	DM->RN	"turn to face North"	28	153	translation-r-direct	None
156	2018-08-29 15:12:35.56	CMD	"take photo"	28	153	continue	None
157	2018-08-29 15:12:35.73	DM->CMD	"turning. . ."	28	156	ack-doing	None
158	2018-08-29 15:12:37.59	DM->RN	"then. . ."	28	155	link-next	None
159	2018-08-29 15:12:38.72	DM->RN	"send image"	28	156	translation-r-direct	None
160	2018-08-29 15:12:43.94	RN	"done and sent"	28	159*	ack-done	None
161	2018-08-29 15:12:45.29	DM->CMD	"done, sent"	28	160	translation-l	None
162	2018-08-29 15:12:51.15	CMD	"move <pause .70> north ten feet"	29	None	None	None
163	2018-08-29 15:12:58.65	DM->CMD	"processing. . ."	29	162	processing	None
164	2018-08-29 15:13:03.59	DM->RN	"move forward 10 feet"	29	162	translation-r-situated	None
165	2018-08-29 15:13:06.94	DM->CMD	"moving. . ."	29	162	ack-doing	None
