id	time	stream	text	tu	rel	ant	context
1	2018-09-05 10:26:21.30	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
2	2018-09-05 10:26:32.85	RN	"xxx"	X-CMD	None	None	None
3	2018-09-05 10:26:33.24	RN	"<no speech>"	X-CMD	None	None	None
4	2018-09-05 10:26:36.71	RN	"<no speech>"	X-CMD	None	None	None
5	2018-09-05 10:26:38.12	RN	"<X: audio sync in three two one>"	X-CMD	None	None	None
6	2018-09-05 10:26:38.15	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
7	2018-09-05 10:26:40.74	RN	"<loud noise>"	X-CMD	None	None	None
8	2018-09-05 10:26:40.74	CMD	"<loud noise>"	X-CMD	None	None	None
9	2018-09-05 10:26:44.84	CMD	"<X: alright>"	X-CMD	None	None	None
10	2018-09-05 10:26:44.98	CMD	"<X: you can let go now>"	X-CMD	None	None	None
11	2018-09-05 10:26:46.34	DM->CMD	"calibration complete"	1	0	ack-done	None
12	2018-09-05 10:27:21.74	CMD	"i'm ready"	2	None	None	None
13	2018-09-05 10:27:22.35	DM->RN	"participant is ready"	2	11	translation-r-direct	None
14	2018-09-05 10:27:26.22	DM->CMD	"Hello! <beep>"	3	None	None	None
15	2018-09-05 10:27:28.41	DM->CMD	"Thanks for teaming up with me today."	3	14	continue	None
16	2018-09-05 10:27:31.21	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."	3	15	continue	None
17	2018-09-05 10:27:34.43	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."	3	16	continue	None
18	2018-09-05 10:27:38.68	DM->CMD	"You can ask for help at any time."	3	17	continue	None
19	2018-09-05 10:28:19.55	CMD	"<no speech>"	None	None	None	None
20	2018-09-05 10:28:20.38	CMD	"okay"	4	None	None	None
21	2018-09-05 10:28:21.02	CMD	"begin moving"	4	20	continue	None
22	2018-09-05 10:28:23.14	DM->CMD	"How far forward should I go?  <beep>"	4	21	req-clar	None
23	2018-09-05 10:28:29.36	CMD	"<no speech>"	None	None	None	None
24	2018-09-05 10:28:31.09	CMD	"two feet"	4	22	clar-repair	None
25	2018-09-05 10:28:32.18	DM->CMD	"processing. . ."	4	24*	processing	None
26	2018-09-05 10:28:36.82	DM->CMD	"I will move forward 2 feet"	4	24*	ack-wilco	None
27	2018-09-05 10:28:37.64	DM->RN	"move forward 2 feet"	4	24*	translation-r-direct	None
28	2018-09-05 10:28:39.96	DM->CMD	"moving. . ."	4	24*	ack-doing	None
29	2018-09-05 10:28:42.49	RN	"done"	4	27	ack-done	None
30	2018-09-05 10:28:42.93	DM->CMD	"done"	4	29	translation-l	None
31	2018-09-05 10:29:01.84	CMD	"<no speech>"	None	 	None	None
32	2018-09-05 10:29:02.90	CMD	"okay"	5	None	None	None
33	2018-09-05 10:29:03.38	CMD	"let's move again"	5	32	continue	None
34	2018-09-05 10:29:12.21	DM->CMD	"How far forward should I go?  <beep>"	5	33	req-clar	None
35	2018-09-05 10:29:41.38	CMD	"keep moving until i tell you to stop"	5	34	clar-repair	None
36	2018-09-05 10:29:45.09	DM->CMD	"There's too much lag in our communications for instantaneous instructions.  <beep>"	5	35	ack-cant	None
37	2018-09-05 10:29:52.90	CMD	"keep moving <pause .42> until "	5	35	summarization	None
38	2018-09-05 10:29:55.50	CMD	"oh"	5	37	3feedback	None
39	2018-09-05 10:29:55.92	CMD	"i see what you mean"	5	38	continue	None
40	2018-09-05 10:30:02.86	CMD	"five feet"	5	37	correction-update	None
41	2018-09-05 10:30:05.58	DM->CMD	"processing. . ."	5	40*	processing	None
42	2018-09-05 10:30:08.47	DM->RN	"move forward 5 feet"	5	40*	translation-r-direct	None
43	2018-09-05 10:30:10.92	DM->CMD	"moving. . ."	5	40*	ack-doing	None
44	2018-09-05 10:30:14.98	RN	"done"	5	42	ack-done	None
45	2018-09-05 10:30:15.51	DM->CMD	"done"	5	44	translation-l	None
46	2018-09-05 10:30:27.08	CMD	"okay"	5	45	3feedback	None
47	2018-09-05 10:30:34.45	CMD	"can i change the view"	6	None	None	None
48	2018-09-05 10:30:34.84	DM->CMD	"Would you like me to send a picture?  <beep>"	7	None	None	None
49	2018-09-05 10:30:37.77	CMD	"yes"	7	48	offer-accept	None
50	2018-09-05 10:30:40.64	DM->RN	"send image"	7	49*	translation-r-direct	None
51	2018-09-05 10:30:42.05	RN	"sent"	7	50	ack-done	None
52	2018-09-05 10:30:42.06	DM->CMD	"sent"	7	51	translation-l	None
53	2018-09-05 10:31:05.91	CMD	"okay"	7	52	3feedback	None
54	2018-09-05 10:31:07.26	CMD	"move "	8	None	None	None
55	2018-09-05 10:31:09.89	CMD	"two feet"	8	54	continue	None
56	2018-09-05 10:31:10.80	CMD	"and take another picture"	8	55	continue	None
57	2018-09-05 10:31:12.82	DM->CMD	"processing. . ."	8	56*	processing	None
58	2018-09-05 10:31:15.49	DM->RN	"move forward 2 feet"	8	55*	translation-r-direct	None
59	2018-09-05 10:31:16.64	DM->RN	"then. . ."	8	58	link-next	None
60	2018-09-05 10:31:17.46	DM->CMD	"moving. . ."	8	55*	ack-doing	None
61	2018-09-05 10:31:18.30	DM->RN	"send image"	8	56	translation-r-direct	None
62	2018-09-05 10:31:21.23	RN	"done and sent"	8	61*	ack-done	None
63	2018-09-05 10:31:21.54	DM->CMD	"done, sent"	8	62	translation-l	None
64	2018-09-05 10:31:31.51	CMD	"okay"	8	63	3feedback	None
65	2018-09-05 10:31:32.00	CMD	"<no speech>"	None	None	None	None
66	2018-09-05 10:31:34.10	CMD	"turn to the right "	9	None	None	None
67	2018-09-05 10:31:35.63	CMD	"and send a picture"	9	66	continue	None
68	2018-09-05 10:31:40.38	DM->CMD	"How far should I turn to the right?  <beep>"	9	66	req-clar	None
69	2018-09-05 10:31:47.29	CMD	"forty five degrees"	9	68	clar-repair	None
70	2018-09-05 10:31:49.09	DM->CMD	"processing. . ."	9	69*	processing	None
71	2018-09-05 10:31:55.47	DM->CMD	"I will turn right 45 degrees"	9	69*	ack-wilco	None
72	2018-09-05 10:31:56.39	DM->CMD	"and. . ."	9	71	link-next	None
73	2018-09-05 10:31:57.71	DM->CMD	"I will send a picture"	9	67	ack-wilco	None
74	2018-09-05 10:32:01.33	DM->RN	"turn right 45 degrees"	9	69*	translation-r-direct	None
75	2018-09-05 10:32:02.92	DM->RN	"then. . ."	9	74	link-next	None
76	2018-09-05 10:32:03.58	DM->CMD	"turning. . ."	9	69*	ack-doing	None
77	2018-09-05 10:32:04.50	DM->RN	"send image"	9	67	translation-r-direct	None
78	2018-09-05 10:32:07.69	RN	"done and sent"	9	77*	ack-done	None
79	2018-09-05 10:32:07.98	DM->CMD	"done, sent"	9	78	translation-l	None
80	2018-09-05 10:32:13.57	CMD	"okay"	10	None	None	None
81	2018-09-05 10:32:14.74	CMD	"turn left forty five degrees"	10	80	continue	None
82	2018-09-05 10:32:18.49	DM->CMD	"processing. . ."	10	81*	processing	None
83	2018-09-05 10:32:24.62	DM->RN	"turn left 45 degrees"	10	81	translation-r-direct	None
84	2018-09-05 10:32:25.94	DM->CMD	"turning. . ."	10	81	ack-doing	None
85	2018-09-05 10:32:29.64	RN	"done"	10	83	ack-done	None
86	2018-09-05 10:32:29.89	DM->CMD	"done"	10	85	translation-l	None
87	2018-09-05 10:32:33.80	CMD	"move straight <pause .37> three feet "	11	None	None	None
88	2018-09-05 10:32:36.16	CMD	"and take another picture"	11	87	continue	None
89	2018-09-05 10:32:39.22	DM->CMD	"processing. . ."	11	88*	processing	None
90	2018-09-05 10:32:42.37	DM->RN	"move forward 3 feet"	11	87	translation-r-direct	None
91	2018-09-05 10:32:43.49	DM->RN	"then. . ."	11	90	link-next	None
92	2018-09-05 10:32:44.81	DM->CMD	"moving. . ."	11	87	ack-doing	None
93	2018-09-05 10:32:45.56	DM->RN	"send image"	11	88	translation-r-direct	None
94	2018-09-05 10:32:48.02	RN	"done and sent"	11	93*	ack-done	None
95	2018-09-05 10:32:48.45	DM->CMD	"done, sent"	11	94	translation-l	None
96	2018-09-05 10:32:52.37	CMD	"okay"	12	None	None	None
97	2018-09-05 10:32:52.76	CMD	"move straight five feet"	12	96	continue	None
98	2018-09-05 10:32:55.18	CMD	"and take a picture"	12	97	continue	None
99	2018-09-05 10:32:56.94	DM->CMD	"processing. . ."	12	98*	processing	None
100	2018-09-05 10:33:00.81	DM->RN	"move forward 5 feet"	12	97	translation-r-direct	None
101	2018-09-05 10:33:02.45	DM->RN	"then. . ."	12	100	link-next	None
102	2018-09-05 10:33:03.37	DM->CMD	"moving. . ."	12	97	ack-doing	None
103	2018-09-05 10:33:04.94	DM->RN	"send image"	12	98	translation-r-direct	None
104	2018-09-05 10:33:06.39	RN	"<no speech>"	None	None	None	None
105	2018-09-05 10:33:07.59	RN	"done and sent"	12	103*	ack-done	None
106	2018-09-05 10:33:07.86	DM->CMD	"done, sent"	12	105	translation-l	None
107	2018-09-05 10:33:18.20	CMD	"okay"	12	106	3feedback	None
108	2018-09-05 10:33:22.87	DM->CMD	"If you're having trouble figuring out how far I should move or turn to get to something, you can always try telling me to go directly to whatever you are interested in.  <beep>"	None	None	None	None
109	2018-09-05 10:33:23.04	CMD	"<notification sound>"	None	None	None	None
110	2018-09-05 10:33:32.98	CMD	"okay"	13	None	None	None
111	2018-09-05 10:33:33.33	CMD	"move forward to the cone"	13	110	continue	None
112	2018-09-05 10:33:36.83	DM->CMD	"processing. . ."	13	111*	processing	None
113	2018-09-05 10:33:40.64	DM->RN	"move to Alley cone"	13	111	translation-r-landmark	None
114	2018-09-05 10:33:43.41	DM->CMD	"moving. . ."	13	111	ack-doing	None
115	2018-09-05 10:33:58.49	RN	"done"	13	113	ack-done	None
116	2018-09-05 10:33:59.34	DM->CMD	"done"	13	115	translation-l	None
117	2018-09-05 10:34:14.67	CMD	"okay"	14	None	None	None
118	2018-09-05 10:34:15.11	CMD	"take a picture"	14	117	continue	None
119	2018-09-05 10:34:17.00	DM->RN	"send image"	14	118	translation-r-direct	None
120	2018-09-05 10:34:18.22	RN	"sent"	14	119	ack-done	None
121	2018-09-05 10:34:18.85	DM->CMD	"sent"	14	120	translation-l	None
122	2018-09-05 10:34:33.34	CMD	"<no speech>"	None	None	None	None
123	2018-09-05 10:34:34.36	CMD	"turn forty five degrees to the left"	15	None	None	None
124	2018-09-05 10:34:38.97	DM->CMD	"processing. . ."	15	123	processing	None
125	2018-09-05 10:34:41.65	DM->CMD	"I will turn left 45 degrees"	15	123	ack-wilco	None
126	2018-09-05 10:34:43.73	DM->RN	"turn left 45 degrees"	15	123	translation-r-direct	None
127	2018-09-05 10:34:45.40	DM->CMD	"turning. . ."	15	123	ack-doing	None
128	2018-09-05 10:34:49.26	RN	"done"	15	126	ack-done	None
129	2018-09-05 10:34:50.16	DM->CMD	"done"	15	128	translation-l	None
130	2018-09-05 10:34:52.31	CMD	"take a picture"	16	None	None	None
131	2018-09-05 10:34:53.02	DM->RN	"send image"	16	130	translation-r-direct	None
132	2018-09-05 10:34:54.27	RN	"sent"	16	131	ack-done	None
133	2018-09-05 10:34:54.65	DM->CMD	"sent"	16	132	translation-l	None
134	2018-09-05 10:35:07.50	CMD	"okay"	17	None	None	None
135	2018-09-05 10:35:08.05	CMD	"<no speech>"	None	None	None	None
136	2018-09-05 10:35:08.76	CMD	"turn <pause 1.18> another forty five to the left"	17	134	continue	None
137	2018-09-05 10:35:13.39	DM->CMD	"processing. . ."	17	136*	processing	None
138	2018-09-05 10:35:16.24	DM->RN	"turn left 45 degrees"	17	136	translation-r-direct	None
139	2018-09-05 10:35:17.55	DM->CMD	"turning. . ."	17	136	ack-doing	None
140	2018-09-05 10:35:22.06	RN	"uh done"	17	138	ack-done	None
141	2018-09-05 10:35:23.11	DM->CMD	"I turned left 45 degrees"	17	140	translation-l	None
142	2018-09-05 10:35:24.60	DM->CMD	"done"	17	141	continue	None
143	2018-09-05 10:35:27.06	CMD	"take a picture"	18	None	None	None
144	2018-09-05 10:35:28.92	DM->RN	"send image"	18	143	translation-r-direct	None
145	2018-09-05 10:35:30.25	RN	"sent"	18	144	ack-done	None
146	2018-09-05 10:35:31.19	DM->CMD	"sent"	18	145	translation-l	None
147	2018-09-05 10:35:33.71	CMD	"turn another forty five degrees to the left"	19	None	None	None
148	2018-09-05 10:35:37.50	DM->CMD	"processing. . ."	19	147	processing	None
149	2018-09-05 10:35:39.75	DM->RN	"turn left 45 degrees"	19	147	translation-r-direct	None
150	2018-09-05 10:35:41.55	DM->CMD	"turning. . ."	19	147	ack-doing	None
151	2018-09-05 10:35:44.77	RN	"done"	19	149	ack-done	None
152	2018-09-05 10:35:45.34	DM->CMD	"done"	19	151	translation-l	None
153	2018-09-05 10:35:49.75	CMD	"move straight"	20	None	None	None
154	2018-09-05 10:35:51.53	CMD	"three feet"	20	153	continue	None
155	2018-09-05 10:35:54.34	DM->CMD	"processing. . ."	20	154*	processing	None
156	2018-09-05 10:35:58.27	DM->CMD	"I will move forward 3 feet"	20	154*	ack-wilco	None
157	2018-09-05 10:36:00.11	DM->RN	"move forward 3 feet"	20	154*	translation-r-direct	None
158	2018-09-05 10:36:01.33	DM->CMD	"moving. . ."	20	154*	ack-doing	None
159	2018-09-05 10:36:05.84	RN	"done"	20	157	ack-done	None
160	2018-09-05 10:36:06.25	DM->CMD	"done"	20	159	translation-l	None
161	2018-09-05 10:36:13.61	CMD	"<click>"	None	None	None	None
162	2018-09-05 10:36:15.00	CMD	"turn to the left forty five degrees"	21	None	None	None
163	2018-09-05 10:36:20.27	DM->CMD	"processing. . ."	21	162	processing	None
164	2018-09-05 10:36:22.42	DM->RN	"turn left 45 degrees"	21	162	translation-r-direct	None
165	2018-09-05 10:36:23.96	DM->CMD	"turning. . ."	21	162	ack-doing	None
166	2018-09-05 10:36:29.31	RN	"done"	21	164	ack-done	None
167	2018-09-05 10:36:29.68	DM->CMD	"done"	21	166	translation-l	None
168	2018-09-05 10:36:34.55	CMD	"and move <pause .32> straight"	22	None	None	None
169	2018-09-05 10:36:37.95	CMD	"fifteen feet"	22	168	continue	None
170	2018-09-05 10:36:41.95	DM->CMD	"processing. . ."	22	169*	processing	None
171	2018-09-05 10:36:48.69	DM->RN	"move forward 15 feet"	22	169*	translation-r-direct	None
172	2018-09-05 10:36:51.52	DM->CMD	"moving. . ."	22	169*	ack-doing	None
173	2018-09-05 10:37:02.17	RN	"done"	22	171	ack-done	None
174	2018-09-05 10:37:02.64	DM->CMD	"done"	22	173	translation-l	None
175	2018-09-05 10:37:08.89	CMD	"move straight fifteen feet"	23	None	None	None
176	2018-09-05 10:37:13.35	DM->CMD	"processing. . ."	23	175	processing	None
177	2018-09-05 10:37:20.12	DM->RN	"move forward 15 feet"	23	175	translation-r-direct	None
178	2018-09-05 10:37:22.63	DM->CMD	"moving. . ."	23	175	ack-doing	None
179	2018-09-05 10:37:34.07	RN	"done"	23	177	ack-done	None
180	2018-09-05 10:37:34.83	DM->CMD	"done"	23	179	translation-l	None
181	2018-09-05 10:37:37.16	CMD	"turn to the right <pause .68> ninety degrees"	24	None	None	None
182	2018-09-05 10:37:41.48	DM->CMD	"processing. . ."	24	181	processing	None
183	2018-09-05 10:37:48.61	DM->CMD	"I will turn right 90 degrees"	24	181	ack-wilco	None
184	2018-09-05 10:37:49.54	DM->RN	"turn right 90 degrees"	24	181	translation-r-direct	None
185	2018-09-05 10:37:51.36	DM->CMD	"turning. . ."	24	181	ack-doing	None
186	2018-09-05 10:38:01.27	RN	"done"	24	184	ack-done	None
187	2018-09-05 10:38:02.11	DM->CMD	"done"	24	186	translation-l	None
188	2018-09-05 10:38:07.80	CMD	"move to the doorway"	25	None	None	None
189	2018-09-05 10:38:11.01	DM->CMD	"processing. . ."	25	188	processing	None
190	2018-09-05 10:38:15.18	DM->RN	"move to alley Door 1"	25	188	translation-r-landmark	None
191	2018-09-05 10:38:17.91	DM->CMD	"moving. . ."	25	188	ack-doing	None
192	2018-09-05 10:38:25.28	RN	"done"	25	190	ack-done	None
193	2018-09-05 10:38:25.29	DM->CMD	"done"	25	192	translation-l	None
194	2018-09-05 10:38:26.01	CMD	"take a picture"	26	None	None	None
195	2018-09-05 10:38:27.45	DM->RN	"send image"	26	194	translation-r-direct	None
196	2018-09-05 10:38:28.79	RN	"sent"	26	195	ack-done	None
197	2018-09-05 10:38:29.42	DM->CMD	"sent"	26	196	translation-l	None
198	2018-09-05 10:38:50.42	CMD	"move through the doorway"	27	None	None	None
199	2018-09-05 10:38:55.97	DM->CMD	"Hmm. . ."	27	198	processing	None
200	2018-09-05 10:38:58.71	DM->CMD	"There's an obstruction preventing me from doing that.  <beep>"	27	198	ack-cant	None
201	2018-09-05 10:39:01.63	DM->CMD	"I can't manipulate objects.  <beep>"	27	200	continue	None
202	2018-09-05 10:39:04.60	DM->CMD	"I don't have arms, just wheels! <beep>"	27	201	continue	None
203	2018-09-05 10:39:58.43	CMD	"<no speech>"	None	None	None	None
204	2018-09-05 10:39:59.92	CMD	"okay"	28	None	None	None
205	2018-09-05 10:40:00.30	CMD	"find another doorway"	28	204	continue	None
206	2018-09-05 10:40:04.64	DM->CMD	"processing. . ."	28	205*	processing	None
