id	time	stream	text	tu	rel	ant	context
1	2018-08-21 14:34:50.44	DM->RN	"ok"	1	0	ack-wilco	None
2	2018-08-21 14:46:55.19	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
3	2018-08-21 14:47:13.87	RN	"<X: audio sync in three two one>"	X-CMD	None	None	None
4	2018-08-21 14:47:13.93	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
5	2018-08-21 14:47:16.46	RN	"<loud noise>"	X-CMD	None	None	None
6	2018-08-21 14:47:16.46	CMD	"<loud noise>"	X-CMD	None	None	None
7	2018-08-21 14:47:22.81	CMD	"<X: alright you can let go of the button now>"	X-CMD	None	None	None
8	2018-08-21 14:47:23.78	DM->CMD	"calibration complete"	1	0	ack-done	None
9	2018-08-21 14:47:59.76	CMD	"i am ready"	2	None	None	None
10	2018-08-21 14:48:01.68	DM->RN	"participant is ready"	2	9	translation-r-direct	None
11	2018-08-21 14:48:04.26	DM->CMD	"Hello! <beep>"	3	None	None	None
12	2018-08-21 14:48:06.29	DM->CMD	"Thanks for teaming up with me today."	3	11	continue	None
13	2018-08-21 14:48:08.99	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."	3	12	continue	None
14	2018-08-21 14:48:11.23	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."	3	13	continue	None
15	2018-08-21 14:48:14.03	DM->CMD	"You can ask for help at any time."	3	14	continue	None
16	2018-08-21 14:48:21.51	CMD	"move forward"	4	None	None	None
17	2018-08-21 14:48:29.85	DM->CMD	"How far should I move forward? <beep>"	4	16	req-clar	None
18	2018-08-21 14:48:34.64	CMD	"how far <pause .43>"	4	17	3feedback	None
19	2018-08-21 14:48:35.84	CMD	"hm <pause .27> good question <pause .42>"	4	18	continue	None
20	2018-08-21 14:48:37.39	CMD	"uh <pause .45> ten meters"	4	17	clar-repair	None
21	2018-08-21 14:48:40.72	DM->CMD	"processing. . ."	4	20*	processing	None
22	2018-08-21 14:48:49.60	DM->RN	"move forward 10 meters"	4	20*	translation-r-direct	None
23	2018-08-21 14:48:54.20	DM->CMD	"moving. . ."	4	20*	ack-doing	None
24	2018-08-21 14:49:05.95	CMD	"stop"	5	None	None	None
25	2018-08-21 14:49:09.25	DM->RN	"stop"	5	24	translation-r-direct	None
26	2018-08-21 14:49:09.89	RN	"done"	5	25*	ack-done	None
27	2018-08-21 14:49:11.92	DM->CMD	"There's too much lag in our communications for instantaneous instructions.  <beep>"	5	24	nack	None
28	2018-08-21 14:49:19.29	CMD	"understood"	5	27	3feedback	None
29	2018-08-21 14:49:23.29	CMD	"turn left"	6	None	None	None
30	2018-08-21 14:49:27.68	DM->CMD	"How far should I rotate left? <beep>"	6	29	req-clar	None
31	2018-08-21 14:49:29.14	CMD	"turn ninety degrees to the left"	6	30	clar-repair	None
32	2018-08-21 14:49:31.59	DM->CMD	"processing. . ."	6	31*	processing	None
33	2018-08-21 14:49:35.56	DM->CMD	"I will turn left 90 degrees"	6	31	ack-wilco	None
34	2018-08-21 14:49:37.10	DM->RN	"turn left 90 degrees"	6	31	translation-r-direct	None
35	2018-08-21 14:49:38.49	DM->CMD	"turning. . ."	6	31	ack-doing	None
36	2018-08-21 14:49:44.40	RN	"done"	6	34	ack-done	None
37	2018-08-21 14:49:45.22	DM->CMD	"done"	6	36	translation-l	None
38	2018-08-21 14:49:54.67	CMD	"can you see an opening in front of you and to the left"	7	None	None	None
39	2018-08-21 14:50:01.46	DM->CMD	"yes"	7	38	answer	None
40	2018-08-21 14:50:02.54	DM->CMD	"Would you like me to send a picture?  <beep>"	8	None	None	None
41	2018-08-21 14:50:04.56	CMD	"yes"	8	40	offer-accept	None
42	2018-08-21 14:50:04.92	CMD	"please send a picture"	8	41	continue	None
43	2018-08-21 14:50:06.67	DM->RN	"send image"	8	42	translation-r-direct	None
44	2018-08-21 14:50:07.66	RN	"sent"	8	43	ack-done	None
45	2018-08-21 14:50:08.38	DM->CMD	"sent"	8	44	translation-l	None
46	2018-08-21 14:50:13.41	DM->CMD	"I can move to take a good picture of an object that you are interested in.  <beep>"	9	None	None	None
47	2018-08-21 14:50:17.93	CMD	"that would be good"	9	46	offer-accept	None
48	2018-08-21 14:50:18.63	CMD	"could you move towards it so you can get a picture front on"	9	47	continue	None
49	2018-08-21 14:50:22.98	DM->CMD	"processing. . ."	9	48*	processing	None
50	2018-08-21 14:50:31.27	DM->RN	"move to alley Door 2"	9	48*	translation-r-contextual-partial	None
51	2018-08-21 14:50:32.29	DM->RN	"turn to face alley Door 2"	9	50	continue	None
52	2018-08-21 14:50:36.60	DM->CMD	"moving. . ."	9	48*	ack-doing-prep	None
53	2018-08-21 14:50:41.46	DM->RN	"then. . ."	9	51	link-next	None
54	2018-08-21 14:50:42.44	DM->RN	"send image"	9	50	continue	None
55	2018-08-21 14:50:44.29	DM->CMD	"turning. . ."	9	48*	ack-doing	None
56	2018-08-21 14:50:47.38	RN	"done and sent"	9	54*	ack-done	None
57	2018-08-21 14:50:48.53	DM->CMD	"done, sent"	9	56	translation-l	None
58	2018-08-21 14:50:50.63	CMD	"that does not look like a doorway <pause .42>"	10	None	None	None
59	2018-08-21 14:50:52.47	CMD	"turn ninety degrees to the right"	11	None	None	None
60	2018-08-21 14:50:57.70	DM->CMD	"processing. . ."	11	59	processing	None
61	2018-08-21 14:51:01.73	DM->RN	"turn right 90 degrees"	11	59	translation-r-direct	None
62	2018-08-21 14:51:03.54	DM->CMD	"turning. . ."	11	59	ack-doing	None
63	2018-08-21 14:51:09.10	RN	"done"	11	61	ack-done	None
64	2018-08-21 14:51:09.89	DM->CMD	"done"	11	63	translation-l	None
65	2018-08-21 14:51:10.97	CMD	"move to the center of the alley"	12	None	None	None
66	2018-08-21 14:51:12.46	CMD	"and continue in the direction you were going"	12	65	continue	None
67	2018-08-21 14:51:17.49	DM->CMD	"processing. . ."	12	66*	processing	None
68	2018-08-21 14:51:31.35	DM->RN	"turn right 90 degrees"	12	66*	translation-r-situated-partial	None
69	2018-08-21 14:51:33.01	DM->CMD	"executing. . ."	12	66*	ack-doing	None
70	2018-08-21 14:51:35.48	DM->RN	"move forward 2 feet"	12	68	continue	None
71	2018-08-21 14:51:39.67	DM->RN	"then. . ."	12	70	link-next	None
72	2018-08-21 14:51:40.93	DM->RN	"move to front wall ahead"	12	71	continue	None
73	2018-08-21 14:51:54.44	DM->RN	"cancel command"	12	72	continue	None
74	2018-08-21 14:51:58.03	DM->RN	"turn left 90 degrees"	12	73	continue	None
75	2018-08-21 14:51:59.93	DM->RN	"then. . ."	12	74	link-next	None
76	2018-08-21 14:52:01.35	DM->RN	"move to front wall ahead"	12	72	summarization	None
77	2018-08-21 14:52:14.91	CMD	"stop moving"	12	76*	correction-cancel	None
78	2018-08-21 14:52:17.94	DM->RN	"stop"	12	77	translation-r-direct	None
79	2018-08-21 14:52:18.83	RN	"done"	12	78*	ack-done	None
80	2018-08-21 14:52:20.95	DM->CMD	"done"	12	79	translation-l	None
81	2018-08-21 14:52:24.82	CMD	"turn to the left"	13	None	None	None
82	2018-08-21 14:52:25.75	CMD	"and take a picture of the opening that you see"	13	81	continue	None
83	2018-08-21 14:52:36.21	DM->CMD	"How far should I turn to the left?  <beep>"	13	81	req-clar	None
84	2018-08-21 14:52:38.17	CMD	"one hundred fifteen degrees"	13	83	clar-repair	None
85	2018-08-21 14:52:40.62	DM->CMD	"processing. . ."	13	84*	processing	None
86	2018-08-21 14:52:46.43	DM->RN	"turn left 115 degrees"	13	84*	translation-r-direct	None
87	2018-08-21 14:52:47.71	DM->RN	"then. . ."	13	86	link-next	None
88	2018-08-21 14:52:48.33	DM->CMD	"turning. . ."	13	84*	ack-doing	None
89	2018-08-21 14:52:49.13	DM->RN	"send image"	13	82	translation-r-direct	None
90	2018-08-21 14:52:59.04	RN	"done and sent"	13	89*	ack-done	None
91	2018-08-21 14:53:00.09	DM->CMD	"done, sent"	13	90	translation-l	None
92	2018-08-21 14:53:07.57	CMD	"that looks like a box"	14	None	None	None
93	2018-08-21 14:53:08.62	CMD	"i am going you xxx"	14	None	None	None
94	2018-08-21 14:53:09.85	CMD	"thank you for taking its picture"	14	92	continue	None
95	2018-08-21 14:53:22.11	CMD	"can you look around"	15	None	None	None
96	2018-08-21 14:53:23.02	CMD	"and tell me if there is anything that looks like a cone"	15	95	continue	None
97	2018-08-21 14:53:28.52	DM->CMD	"processing. . ."	15	96*	processing	None
98	2018-08-21 14:53:39.09	DM->CMD	"I can move to take a good picture of an object that you are interested in.  <beep>"	15	96*	nar	None
99	2018-08-21 14:53:49.04	CMD	"i'm not sure i understand what your last"	16	None	None	None
100	2018-08-21 14:53:51.75	CMD	"instruction your last message <pause .23> meant"	16	99	continue	None
101	2018-08-21 14:54:11.18	CMD	"turn one hundred eighty degrees"	17	None	None	None
102	2018-08-21 14:54:12.69	DM->CMD	"Hmm. . ."	17	101	processing	None
103	2018-08-21 14:54:15.77	DM->CMD	"processing. . ."	17	101	processing	None
104	2018-08-21 14:54:20.68	DM->CMD	"I will turn around 180 degrees"	17	101	ack-wilco	None
105	2018-08-21 14:54:21.71	DM->RN	"turn 180"	17	101	translation-r-direct	None
106	2018-08-21 14:54:23.27	DM->CMD	"turning. . ."	17	101	ack-doing	None
107	2018-08-21 14:54:37.12	RN	"done"	17	105	ack-done	None
108	2018-08-21 14:54:37.93	DM->CMD	"done"	17	107	translation-l	None
