id	time	stream	text	tu	rel	ant	context
1	0	DM->RN	"calibrate"	1	0	translation-r-direct	None
2	0	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
3	14.0499999999999	RN	"done"	1	1	ack-done	None
4	15.43	DM->CMD	"calibration complete"	1	3	translation-l	None
5	18.69	CMD	"take a picture <pause> in front of you"	2	None	None	None
6	21.93	DM->RN	"send image"	2	5	translation-r-direct	None
7	22.8	CMD	"to the left of you"	3	None	None	None
8	23.19	RN	"sent"	2	6	ack-done	None
9	23.9	CMD	"and to the right of you"	3	7	continue	None
10	27.07	DM->CMD	"sent"	2	8	translation-l	None
11	42.1299999999999	CMD	"please turn to your left"	3	7	summarization	None
12	44.43	CMD	"and take a photo"	3	11*	continue	None
13	49.66	DM->CMD	"How far should I turn to the left?  <beep>"	3	11	req-clar	None
14	51.93	CMD	"<pause> turn about a foot to your left"	3	13	clar-repair	None
15	55.32	CMD	"take a photo"	3	14	continue	None
16	56.45	CMD	"and a foot to your right"	3	15	continue	None
17	57.86	CMD	"take a photo"	3	16	continue	None
18	60.4	DM->CMD	"processing. . ."	3	17*	processing	None
19	75.41	DM->CMD	"Hmm, I'm not sure what you would like me to do. <beep>"	3	17*	nack	None
20	77.48	DM->CMD	"Can you describe it another way?  <beep>"	3	17*	req-clar	None
21	84.59	CMD	"<pause> turn one foot to the south "	3	20*	clar-repair	None
22	89.07	CMD	"and take a photo"	3	21	continue	None
23	95.04	DM->CMD	"processing. . ."	3	22*	processing	None
24	132.07	DM->CMD	"I'll turn to face South, ok?"	3	21	ack-try	None
25	142.4	CMD	"<pause> turn ten degrees south"	4	None	None	None
26	150.94	DM->CMD	"processing. . ."	4	25	processing	None
27	157.06	DM->RN	"turn right 10 degrees"	4	25	translation-r-situated	None
28	159.94	DM->CMD	"turning. . ."	4	25	ack-doing	None
29	161.45	RN	"done"	4	27	ack-done	None
30	162.57	DM->CMD	"done"	4	29	translation-l	None
31	164.09	CMD	"take a photo"	5	None	None	None
32	165.65	DM->RN	"send image"	5	31	translation-r-direct	None
33	166.7	RN	"sent"	5	32	ack-done	None
34	168.03	DM->CMD	"sent"	5	33	translation-l	None
35	182.16	CMD	"<pause> turn ten more degrees south"	6	None	None	None
36	187.67	CMD	"and take a photo"	6	35	continue	None
37	190.32	DM->CMD	"processing. . ."	6	36*	processing	None
38	195.11	DM->RN	"turn right 10 degrees"	6	35	translation-r-situated	None
39	196.26	DM->RN	"then. . ."	6	38	link-next	None
40	197.06	DM->RN	"send image"	6	36	translation-r-direct	None
41	198.25	DM->CMD	"turning. . ."	6	35	ack-doing	None
42	201.28	RN	"done and sent"	6	40*	ack-done	None
43	202.55	DM->CMD	"done, sent"	6	42	translation-l	None
44	210.65	CMD	"turn thirty degrees north"	7	None	None	None
45	213.05	CMD	"and take a photo"	7	44	continue	None
46	215.64	DM->CMD	"ok"	7	45*	ack-wilco	None
47	224.2	DM->RN	"turn left 30 degrees"	7	44	translation-r-situated	None
48	225.42	DM->RN	"then. . ."	7	47	link-next	None
49	226.17	DM->RN	"send image"	7	45	translation-r-direct	None
50	227.77	DM->CMD	"turning. . ."	7	44	ack-doing	None
51	232.17	RN	"done and sent"	7	49*	ack-done	None
52	232.48	DM->CMD	"done, sent"	7	51	translation-l	None
53	239.47	CMD	"<no command>"	None	None	None	None
54	248.54	CMD	"<pause> turn thirty degrees north"	8	None	None	None
55	253.18	CMD	"and take a photo"	8	54	continue	None
56	255.56	DM->CMD	"ok"	8	55*	ack-wilco	None
57	262.2	DM->RN	"turn left 30 degrees"	8	54	translation-r-situated	None
58	263.31	DM->RN	"then. . ."	8	57	link-next	None
59	264.4	DM->RN	"send image"	8	55	translation-r-direct	None
60	265.31	DM->CMD	"turning. . ."	8	54	ack-doing	None
