id	time	stream	text	tu	rel	ant	context
1	1969-12-31 20:00:00.00	DM->RN	"navigator has joined the session"	ERR	None	None	None
2	1969-12-31 20:00:00.00	DM->RN	"navigator has joined the session"	ERR	None	None	None
3	1969-12-31 20:00:00.00	DM->RN	"navigator has joined the session"	ERR	None	None	None
4	2018-08-20 14:47:40.26	DM->RN	"ok"	1	0	ack-wilco	None
5	2018-08-20 15:12:30.32	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
6	2018-08-20 15:12:46.05	RN	"<X: audio sync in three two one>"	X-CMD	None	None	None
7	2018-08-20 15:12:46.06	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
8	2018-08-20 15:12:48.61	RN	"<loud noise>"	X-CMD	None	None	None
9	2018-08-20 15:12:48.61	CMD	"<loud noise>"	X-CMD	None	None	None
10	2018-08-20 15:12:53.51	CMD	"<X: alright you can let go of the button now>"	X-CMD	None	None	None
11	2018-08-20 15:12:55.66	DM->CMD	"calibration complete"	1	0	ack-done	None
12	2018-08-20 15:13:35.52	CMD	"i am ready"	2	None	None	None
13	2018-08-20 15:13:36.48	DM->RN	"participant is ready"	2	12	translation-r-direct	None
14	2018-08-20 15:13:38.91	DM->CMD	"Hello! <beep>"	3	None	None	None
15	2018-08-20 15:13:42.02	DM->CMD	"Thanks for teaming up with me today."	3	14	continue	None
16	2018-08-20 15:13:45.85	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."	3	15	continue	None
17	2018-08-20 15:13:49.52	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."	3	16	continue	None
18	2018-08-20 15:13:54.14	DM->CMD	"You can ask for help at any time."	3	17	continue	None
19	2018-08-20 15:14:15.86	CMD	"move <pause 1.04> east"	4	None	None	None
20	2018-08-20 15:14:21.03	DM->CMD	"How far should I move forward? <beep>"	4	19	req-clar	None
21	2018-08-20 15:14:30.53	CMD	"one foot"	4	20	clar-repair	None
22	2018-08-20 15:14:32.75	DM->CMD	"processing. . ."	4	21*	processing	None
23	2018-08-20 15:14:37.12	DM->CMD	"I will move forward 1 foot"	4	21*	ack-wilco	None
24	2018-08-20 15:14:38.11	DM->RN	"move forward 1 foot"	4	21*	translation-r-situated	None
25	2018-08-20 15:14:40.01	DM->CMD	"moving. . ."	4	21*	ack-doing	None
26	2018-08-20 15:14:41.72	RN	"done"	4	24	ack-done	None
27	2018-08-20 15:14:42.34	DM->CMD	"done"	4	26	translation-l	None
28	2018-08-20 15:14:47.90	CMD	"move <pause .32> east <pause .75> three feet"	5	None	None	None
29	2018-08-20 15:14:53.55	DM->CMD	"processing. . ."	5	28	processing	None
30	2018-08-20 15:14:57.46	DM->RN	"move forward 3 feet"	5	28	translation-r-situated	None
31	2018-08-20 15:14:59.06	DM->CMD	"moving. . ."	5	28	ack-doing	None
32	2018-08-20 15:15:02.44	RN	"done"	5	30	ack-done	None
33	2018-08-20 15:15:03.23	DM->CMD	"done"	5	32	translation-l	None
34	2018-08-20 15:15:06.48	CMD	"turn north"	6	None	None	None
35	2018-08-20 15:15:10.43	DM->CMD	"processing. . ."	6	34	processing	None
36	2018-08-20 15:15:12.72	DM->CMD	"I will turn to face North"	6	34	ack-wilco	None
37	2018-08-20 15:15:14.55	DM->RN	"turn to face North"	6	34	translation-r-direct	None
38	2018-08-20 15:15:16.13	DM->CMD	"turning. . ."	6	34	ack-doing	None
39	2018-08-20 15:15:21.29	RN	"done"	6	37	ack-done	None
40	2018-08-20 15:15:21.93	DM->CMD	"done"	6	39	translation-l	None
41	2018-08-20 15:15:26.44	CMD	"move <pause .23> north <pause .35> five feet"	7	None	None	None
42	2018-08-20 15:15:30.80	DM->CMD	"processing. . ."	7	41	processing	None
43	2018-08-20 15:15:33.26	DM->RN	"move forward 5 feet"	7	41	translation-r-situated	None
44	2018-08-20 15:15:35.76	DM->CMD	"moving. . ."	7	41	ack-doing	None
45	2018-08-20 15:15:41.30	RN	"done"	7	43	ack-done	None
46	2018-08-20 15:15:41.90	DM->CMD	"done"	7	45	translation-l	None
47	2018-08-20 15:15:48.53	DM->CMD	"I moved forward as far as I could."	7	46	continue	None
48	2018-08-20 15:15:49.81	CMD	"send photo"	8	None	None	None
49	2018-08-20 15:15:53.15	DM->RN	"send image"	8	48	translation-r-direct	None
50	2018-08-20 15:15:54.49	RN	"sent"	8	49	ack-done	None
51	2018-08-20 15:15:54.79	DM->CMD	"sent"	8	50	translation-l	None
52	2018-08-20 15:16:14.04	CMD	"turn"	9	None	None	None
53	2018-08-20 15:16:15.78	CMD	"fifteen degrees"	9	52	continue	None
54	2018-08-20 15:16:18.86	CMD	"west"	9	53	continue	None
55	2018-08-20 15:16:21.70	DM->CMD	"processing. . ."	9	54*	processing	None
56	2018-08-20 15:16:31.12	DM->RN	"turn left 15 degrees"	9	54*	translation-r-situated	None
