id	time	stream	text	tu	rel	ant	context
1	2018-08-21 10:22:56.60	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
2	2018-08-21 10:23:15.17	RN	"<X: audio sync in three two one>"	X-CMD	None	None	None
3	2018-08-21 10:23:15.19	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
4	2018-08-21 10:23:17.63	RN	"<loud noise>"	X-CMD	None	None	None
5	2018-08-21 10:23:17.63	CMD	"<loud noise>"	X-CMD	None	None	None
6	2018-08-21 10:23:23.44	DM->CMD	"calibration complete"	1	0	ack-done	None
7	2018-08-21 10:23:39.37	CMD	"i am ready"	2	None	None	None
8	2018-08-21 10:23:40.87	DM->RN	"participant is ready"	2	7	translation-r-direct	None
9	2018-08-21 10:23:42.87	DM->CMD	"Hello! <beep>"	3	None	None	None
10	2018-08-21 10:23:45.09	DM->CMD	"Thanks for teaming up with me today."	3	9	continue	None
11	2018-08-21 10:23:48.04	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."	3	10	continue	None
12	2018-08-21 10:23:51.37	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."	3	11	continue	None
13	2018-08-21 10:23:55.33	DM->CMD	"You can ask for help at any time."	3	12	continue	None
14	2018-08-21 10:24:10.54	CMD	"move forward"	4	None	None	None
15	2018-08-21 10:24:13.47	DM->CMD	"How far should I move forward? <beep>"	4	14	req-clar	None
16	2018-08-21 10:24:16.30	CMD	"uh two feet"	4	15	clar-repair	None
17	2018-08-21 10:24:18.34	DM->CMD	"processing. . ."	4	16*	processing	None
18	2018-08-21 10:24:22.13	DM->CMD	"I will move forward 2 feet"	4	16*	ack-wilco	None
19	2018-08-21 10:24:22.97	DM->RN	"move forward 2 feet"	4	16*	translation-r-direct	None
20	2018-08-21 10:24:24.34	DM->CMD	"moving. . ."	4	16*	ack-doing	None
21	2018-08-21 10:24:27.22	RN	"done"	4	19	ack-done	None
22	2018-08-21 10:24:28.13	CMD	"okay"	5	None	None	None
23	2018-08-21 10:24:28.48	CMD	"continue moving"	5	22	continue	None
24	2018-08-21 10:24:28.62	DM->CMD	"done"	4	21	translation-l	None
25	2018-08-21 10:24:33.20	DM->CMD	"How far back should I go?  <beep>"	5	23	req-clar	None
26	2018-08-21 10:24:35.65	CMD	"move forward <pause .93> ten feet"	5	25	clar-repair	None
27	2018-08-21 10:24:39.59	DM->CMD	"processing. . ."	5	26*	processing	None
28	2018-08-21 10:24:42.39	DM->RN	"move forward 10 feet"	5	26	translation-r-direct	None
29	2018-08-21 10:24:44.19	DM->CMD	"moving. . ."	5	26	ack-doing	None
30	2018-08-21 10:24:52.32	RN	"done"	5	28	ack-done	None
31	2018-08-21 10:24:53.31	DM->CMD	"I moved forward 10 feet"	5	30	translation-l	None
32	2018-08-21 10:24:54.43	DM->CMD	"done"	5	31	continue	None
33	2018-08-21 10:24:57.74	CMD	"continue moving <pause .27> forward"	6	None	None	None
34	2018-08-21 10:25:01.09	CMD	"twenty feet"	6	33	continue	None
35	2018-08-21 10:25:03.35	DM->CMD	"processing. . ."	6	34*	processing	None
36	2018-08-21 10:25:11.36	DM->RN	"move forward 20 feet"	6	34*	translation-r-direct	None
37	2018-08-21 10:25:13.59	DM->CMD	"moving. . ."	6	34*	ack-doing	None
38	2018-08-21 10:25:28.81	RN	"done"	6	36	ack-done	None
39	2018-08-21 10:25:29.61	DM->CMD	"done"	6	38	translation-l	None
40	2018-08-21 10:25:33.66	CMD	"turn to the right <pause .35> thirty degrees"	7	None	None	None
41	2018-08-21 10:25:38.36	DM->CMD	"processing. . ."	7	40	processing	None
42	2018-08-21 10:25:44.10	DM->RN	"turn right 30 degrees"	7	40	translation-r-direct	None
43	2018-08-21 10:25:46.22	DM->CMD	"turning. . ."	7	40	ack-doing	None
44	2018-08-21 10:25:48.97	RN	"done"	7	42	ack-done	None
45	2018-08-21 10:25:49.27	CMD	"move forward <pause .67> five feet"	8	None	None	None
46	2018-08-21 10:25:50.55	DM->CMD	"done"	7	44	translation-l	None
47	2018-08-21 10:25:55.86	DM->CMD	"processing. . ."	8	45	processing	None
48	2018-08-21 10:25:58.73	DM->RN	"move forward 5 feet"	8	45	translation-r-direct	None
49	2018-08-21 10:25:59.74	DM->CMD	"I will move forward 5 feet"	8	45	ack-wilco	None
50	2018-08-21 10:26:01.08	DM->CMD	"moving. . ."	8	45	ack-doing	None
51	2018-08-21 10:26:05.21	RN	"done"	8	48	ack-done	None
52	2018-08-21 10:26:06.13	DM->CMD	"done"	8	51	translation-l	None
53	2018-08-21 10:26:06.27	CMD	"okay turn"	9	None	None	None
54	2018-08-21 10:26:08.63	CMD	"uh"	9	53	link-next	None
55	2018-08-21 10:26:09.26	CMD	"to the south"	9	53	continue	None
56	2018-08-21 10:26:12.83	DM->CMD	"processing. . ."	9	55*	processing	None
57	2018-08-21 10:26:15.99	DM->RN	"turn to face South"	9	55*	translation-r-direct	None
58	2018-08-21 10:26:17.58	DM->CMD	"turning. . ."	9	55*	ack-doing	None
59	2018-08-21 10:26:21.81	RN	"done"	9	57	ack-done	None
60	2018-08-21 10:26:22.22	CMD	"take a picture"	10	None	None	None
61	2018-08-21 10:26:22.60	DM->CMD	"done"	9	59	translation-l	None
62	2018-08-21 10:26:26.37	DM->RN	"send image"	10	60	translation-r-direct	None
63	2018-08-21 10:26:27.24	RN	"sent"	10	62	ack-done	None
64	2018-08-21 10:26:27.67	DM->CMD	"sent"	10	63	translation-l	None
65	2018-08-21 10:26:35.37	CMD	"turn to the east"	11	None	None	None
66	2018-08-21 10:26:40.17	DM->CMD	"processing. . ."	11	65	processing	None
