id	time	stream	text	tu	rel	ant	context
1	2018-09-05 10:09:17.81	DM->RN	"calibrate"	1	0	translation-r-direct	None
2	2018-09-05 10:09:18.53	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
3	2018-09-05 10:09:41.09	CMD	"<X: xxx>"	X-CMD	None	None	None
4	2018-09-05 10:09:42.13	CMD	"okay"	None	None	None	None
5	2018-09-05 10:09:46.05	CMD	"<no speech>"	X-CMD	None	None	None
6	2018-09-05 10:09:50.19	RN	"<no speech>"	X-CMD	None	None	None
7	2018-09-05 10:09:51.44	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
8	2018-09-05 10:09:51.46	RN	"<X: audio sync in three two one>"	X-CMD	None	None	None
9	2018-09-05 10:09:55.05	RN	"<loud noise>"	X-CMD	None	None	None
10	2018-09-05 10:09:55.05	CMD	"<loud noise>"	X-CMD	None	None	None
11	2018-09-05 10:09:55.36	CMD	"<no speech>"	X-CMD	None	None	None
12	2018-09-05 10:09:57.38	DM->CMD	"calibration complete"	1	0	ack-done	None
13	2018-09-05 10:10:18.74	CMD	"uh robot go northeast"	2	None	None	None
14	2018-09-05 10:10:22.56	CMD	"<X: you might need to say i am ready xxx>"	X-CMD	None	None	None
15	2018-09-05 10:10:24.13	CMD	"oh i am ready"	3	None	None	None
16	2018-09-05 10:10:25.11	DM->RN	"participant is ready"	3	15	translation-r-direct	None
17	2018-09-05 10:10:27.81	CMD	"<notification sound>"	None	None	None	None
18	2018-09-05 10:10:28.34	DM->CMD	"Hello! <beep>"	4	None	None	None
19	2018-09-05 10:10:28.78	CMD	"<X: and then please read the xxx>"	X-CMD	None	None	None
20	2018-09-05 10:10:30.92	CMD	"okay"	4	None	None	None
21	2018-09-05 10:10:31.31	CMD	"<no speech>"	None	None	None	None
22	2018-09-05 10:10:31.39	DM->CMD	"Thanks for teaming up with me today."	4	18	continue	None
23	2018-09-05 10:10:35.24	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."	4	22	continue	None
24	2018-09-05 10:10:37.07	CMD	"xxx"	None	None	None	None
25	2018-09-05 10:10:38.54	CMD	"<no speech>"	None	None	None	None
26	2018-09-05 10:10:41.74	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."	4	23	continue	None
27	2018-09-05 10:10:42.87	CMD	"<click>"	None	None	None	None
28	2018-09-05 10:10:42.98	CMD	"<no speech>"	None	None	None	None
29	2018-09-05 10:10:44.07	CMD	"robot go northeast"	5	None	None	None
30	2018-09-05 10:10:45.94	CMD	"<no speech>"	None	None	None	None
31	2018-09-05 10:10:47.10	DM->CMD	"You can ask for help at any time."	4	26	continue	None
32	2018-09-05 10:10:51.02	CMD	"<notification sound>"	None	None	None	None
33	2018-09-05 10:10:51.63	DM->CMD	"I'm ready.  <beep>"	3	15	reciprocal	None
34	2018-09-05 10:10:51.90	CMD	"<no speech>"	None	None	None	None
35	2018-09-05 10:10:52.80	CMD	"there we go okay"	3	33	3feedback	None
36	2018-09-05 10:10:54.39	CMD	"robot go northeast"	5	29	summarization	None
37	2018-09-05 10:10:56.09	CMD	"<no speech>"	None	None	None	None
38	2018-09-05 10:11:01.02	CMD	"<notification sound>"	None	None	None	None
39	2018-09-05 10:11:01.54	DM->CMD	"How far forward should I go?  <beep>"	5	36	req-clar	None
40	2018-09-05 10:11:02.69	CMD	"<sigh> hm"	None	None	None	None
41	2018-09-05 10:11:08.10	CMD	"a few steps"	5	39	clar-repair	None
42	2018-09-05 10:11:14.00	CMD	"<notification sound>"	None	None	None	None
43	2018-09-05 10:11:14.54	DM->CMD	"How far is a little bit? <beep>"	5	41	req-clar	None
44	2018-09-05 10:11:15.27	CMD	"<no speech>"	None	None	None	None
45	2018-09-05 10:11:16.47	CMD	"ah um"	5	None	None	None
46	2018-09-05 10:11:17.89	CMD	"<notification sound>"	None	None	None	None
47	2018-09-05 10:11:18.47	DM->CMD	"You can tell me to move a certain distance or to move to an object.  <beep>"	5	41	nar	None
48	2018-09-05 10:11:18.56	CMD	"<no speech>"	None	None	None	None
49	2018-09-05 10:11:23.28	CMD	"move forward"	6	None	None	None
50	2018-09-05 10:11:28.84	CMD	"i don't really know how to tell how far away stuff do you go <pause 0.32> tell them to move by like inches or"	7	None	None	None
51	2018-09-05 10:11:35.95	CMD	"<X: xxx>"	X-CMD	None	None	None
52	2018-09-05 10:11:37.43	CMD	"uh"	7	None	None	None
53	2018-09-05 10:11:37.81	CMD	"<X: xxx however you want>"	X-CMD	None	None	None
54	2018-09-05 10:11:38.94	CMD	"'cause it's asking me how far is a little bit hmm uh"	7	None	None	None
55	2018-09-05 10:11:43.19	CMD	"move ten inches <pause 1.19> northeast"	8	None	None	None
56	2018-09-05 10:11:48.10	DM->CMD	"ok"	8	55	ack-wilco	None
57	2018-09-05 10:11:48.89	CMD	"<no speech>"	None	None	None	None
58	2018-09-05 10:11:56.42	CMD	"oh okay ten inches wasn't very far okay uh"	8	56	3feedback	None
