id	time	stream	text	tu	rel	ant	context
1	1969-12-31 20:00:00.00	DM->RN	"navigator has joined the session"	None	None	None	None
2	1969-12-31 20:00:00.00	DM->RN	"navigator has joined the session"	None	None	None	None
3	2018-08-21 11:22:49.77	DM->RN	"ok"	1	0	ack	None
4	2018-08-21 11:23:10.18	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
5	2018-08-21 11:23:27.84	CMD	"<no speech>"	X-CMD	None	None	None
6	2018-08-21 11:23:37.51	RN	"<X: audio sync in three two one>"	X-CMD	None	None	None
7	2018-08-21 11:23:37.56	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
8	2018-08-21 11:23:39.94	RN	"<loud noise>"	X-CMD	None	None	None
9	2018-08-21 11:23:39.94	CMD	"<loud noise>"	X-CMD	None	None	None
10	2018-08-21 11:23:46.65	DM->CMD	"calibration complete"	1	0	ack-done	None
11	2018-08-21 11:24:00.96	CMD	"i am ready"	2	None	None	None
12	2018-08-21 11:24:02.41	DM->RN	"participant is ready"	2	11	translation-r-direct	None
13	2018-08-21 11:24:04.94	DM->CMD	"I'm also ready.  <beep>"	2	11	reciprocal	None
14	2018-08-21 11:24:10.29	CMD	"take a photo"	3	None	None	None
15	2018-08-21 11:24:14.80	DM->RN	"send image"	3	14	translation-r-direct	None
16	2018-08-21 11:24:15.86	RN	"sent"	3	15	ack-done	None
17	2018-08-21 11:24:15.92	DM->CMD	"sent"	3	16	translation-l	None
18	2018-08-21 11:24:49.77	CMD	"move forward through the hallway"	4	None	None	None
19	2018-08-21 11:25:01.31	DM->CMD	"processing. . ."	4	18	processing	None
20	2018-08-21 11:25:05.41	DM->RN	"move into Stairwell hallway"	4	18	translation-r-landmark	None
21	2018-08-21 11:25:07.70	DM->CMD	"executing. . ."	4	18	ack-doing	None
22	2018-08-21 11:25:19.74	RN	"done"	4	20	ack-done	None
23	2018-08-21 11:25:27.90	CMD	"take a photo"	5	None	None	None
24	2018-08-21 11:25:30.88	DM->RN	"send image"	5	23	translation-r-direct	None
25	2018-08-21 11:25:32.13	RN	"sent"	5	24	ack-done	None
26	2018-08-21 11:25:32.38	DM->CMD	"sent"	5	25	translation-l	None
27	2018-08-21 11:25:35.19	CMD	"move forward <pause .57> through the right <pause .31> side doorway"	6	None	None	None
28	2018-08-21 11:25:52.33	CMD	"move forward <pause .51> through the right doorway"	6	27	summarization	None
29	2018-08-21 11:25:53.72	DM->CMD	"ok, I think I got it."	6	28*	ack-wilco	None
30	2018-08-21 11:26:08.03	DM->RN	"move into Cleaning room"	6	28*	translation-r-landmark	None
31	2018-08-21 11:26:10.87	DM->CMD	"executing. . ."	6	28*	ack-doing	None
32	2018-08-21 11:26:23.21	RN	"done"	6	30	ack-done	None
33	2018-08-21 11:26:23.76	DM->CMD	"done"	6	32	translation-l	None
34	2018-08-21 11:26:24.48	CMD	"take a photo"	7	None	None	None
