id	time	stream	text	tu	rel	ant	context
2	2019-06-11 13:19:06.47	RN	"calibrating. . ."	1	1	ack-doing	None
3	2019-06-11 13:19:06.47	DM->CMD	"calibrating. . ."	1	2	translation-l	None
4	2019-06-11 13:19:44.67	RN	"calibration complete"	1	1	ack-done	None
5	2019-06-11 13:19:44.67	DM->CMD	"calibration complete"	1	4	translation-l	None
6	2019-06-11 13:20:02.47	CMD	"I am ready"	2	None	None	None
7	2019-06-11 13:20:03.59	DM->RN	"participant is ready"	2	6	translation-r-direct	None
8	2019-06-11 13:20:03.59	DM->CMD	"Processing...."	2	6	processing	None
9	2019-06-11 13:20:06.37	RN	"I'm also ready.  <beep>"	2	7	ack-done	None
10	2019-06-11 13:20:06.37	DM->CMD	"I'm also ready.  <beep>"	2	9	translation-l	None
11	2019-06-11 13:20:16.12	CMD	"move forward"	3	None	None	None
12	2019-06-11 13:20:17.18	DM->CMD	"How far forward should I go?  You can tell me to move to something that you see.  I can send you a picture so you can see the space, ok? <beep>"	3	11	req-clar	None
13	2019-06-11 13:20:31.39	CMD	"move to the doorway on your right"	4	None	None	None
14	2019-06-11 13:20:32.50	DM->CMD	"Can you repeat that?  <beep>"	4	13	req-repeat	None
15	2019-06-11 13:20:38.20	CMD	"move to the doorway on your right"	4	14	clar-repeat	None
16	2019-06-11 13:20:39.26	DM->CMD	"I'm not sure what you mean."	4	15	nack	None
17	2019-06-11 13:20:55.86	CMD	"move a little bit forward"	5	None	None	None
18	2019-06-11 13:20:56.91	DM->RN	"move forward 3 feet"	5	17	translation-r-direct	None
19	2019-06-11 13:20:56.92	DM->CMD	"I will move forward 3 feet."	5	17	ack-wilco	None
20	2019-06-11 13:20:59.17	CMD	"yes"	5	19	3feedback	None
21	2019-06-11 13:21:00.22	DM->CMD	"yes"	5	20	reciprocal	None
22	2019-06-11 13:21:01.75	RN	"moving. . ."	5	18	ack-doing	None
23	2019-06-11 13:21:01.75	DM->CMD	"moving. . ."	5	22	translation-l	None
24	2019-06-11 13:21:09.05	RN	"done"	5	18	ack-done	None
25	2019-06-11 13:21:09.05	DM->CMD	"done"	5	24	translation-l	None
26	2019-06-11 13:21:12.35	CMD	"move one more feet"	6	None	None	None
27	2019-06-11 13:21:13.40	DM->CMD	"Can you repeat that?  <beep>"	6	26	req-repeat	None
28	2019-06-11 13:21:15.63	CMD	"move one more feet"	6	27	clar-repeat	None
29	2019-06-11 13:21:16.69	DM->CMD	"I'm not sure what you mean."	6	28	nack	None
30	2019-06-11 13:21:20.96	CMD	"move one feet forward"	7	None	None	None
31	2019-06-11 13:21:22.21	DM->CMD	"You can tell me to move a certain distance or to move to an object.  <beep>"	7	None	None	None
32	2019-06-11 13:21:29.62	CMD	"move one feet"	8	None	None	None
33	2019-06-11 13:21:30.68	DM->CMD	"Can you rephrase that?  <beep>"	8	32	req-clar	None
34	2019-06-11 13:21:35.03	CMD	"move forward one feet"	8	33	clar-repair	None
35	2019-06-11 13:21:36.08	DM->RN	"move forward 1 foot"	8	34	translation-r-direct	None
36	2019-06-11 13:21:36.09	DM->CMD	"I will move forward 1 foot."	8	34	ack-wilco	None
37	2019-06-11 13:21:37.86	RN	"moving. . ."	8	35	ack-doing	None
38	2019-06-11 13:21:37.86	DM->CMD	"moving. . ."	8	37	translation-l	None
39	2019-06-11 13:21:43.22	RN	"done"	8	35	ack-done	None
40	2019-06-11 13:21:43.22	DM->CMD	"done"	8	39	translation-l	None
41	2019-06-11 13:21:47.34	CMD	"turn right"	9	None	None	None
42	2019-06-11 13:21:48.40	DM->CMD	"How far should I turn to the right?  <beep>"	9	41	req-clar	None
43	2019-06-11 13:21:52.39	CMD	"one foot"	9	42	clar-repair	None
44	2019-06-11 13:21:53.44	DM->CMD	"I don't know what you mean by turn left two feet.  Do you want me to move to face something? <beep>"	9	43	req-clar-error	None
45	2019-06-11 13:22:01.95	CMD	"face the doorway on your right"	9	44	clar-repair	None
46	2019-06-11 13:22:03.02	DM->CMD	"Can you repeat that?  <beep>"	9	45	req-repeat	None
47	2019-06-11 13:22:07.13	CMD	"face the doorway on your right"	9	46	clar-repeat	None
48	2019-06-11 13:22:08.18	DM->CMD	"I don't understand"	9	47	nack	None
49	2019-06-11 13:22:15.64	CMD	"turn right"	10	None	None	None
50	2019-06-11 13:22:16.69	DM->CMD	"I don't know what you mean by turn left two feet.  Do you want me to move to face something? <beep>"	10	49	req-clar-error	None
51	2019-06-11 13:22:24.52	CMD	"turn right"	11	None	None	None
52	2019-06-11 13:22:25.59	DM->CMD	"I don't know what you mean by turn left two feet.  Do you want me to move to face something? <beep>"	11	51	req-clar-error	None
53	2019-06-11 13:22:30.78	CMD	"yes"	11	52	answer	None
54	2019-06-11 13:22:31.84	DM->CMD	"I don't know what you mean by turn left two feet.  Do you want me to move to face something? <beep>"	11	53	req-clar-error	None
55	2019-06-11 13:22:39.94	CMD	"what's on your right"	12	None	None	None
56	2019-06-11 13:22:40.99	DM->CMD	"I don't know what you mean by turn left two feet.  Do you want me to move to face something? <beep>"	12	55	req-clar-error	None
57	2019-06-11 13:22:48.67	CMD	"move forward"	12	56	clar-repair	None
58	2019-06-11 13:22:49.74	DM->CMD	"I don't know what you mean by turn left two feet.  Do you want me to move to face something? <beep>"	12	57	req-clar-error	None
59	2019-06-11 13:23:04.35	CMD	"move forward one foot"	13	None	None	None
60	2019-06-11 13:23:05.43	DM->CMD	"I don't know what you mean by turn left two feet.  Do you want me to move to face something? <beep>"	13	59	req-clar-error	None
61	2019-06-11 13:23:10.09	CMD	"cancel"	13	59	correction-cancel	None
62	2019-06-11 13:23:11.15	DM->RN	"cancel command"	13	61	translation-r-direct	None
63	2019-06-11 13:23:11.15	DM->CMD	"Processing...."	13	61	processing	None
64	2019-06-11 13:23:36.60	CMD	"turn right"	14	None	None	None
65	2019-06-11 13:23:37.66	DM->CMD	"How far should I turn to the right?  <beep>"	14	64	req-clar	None
66	2019-06-11 13:23:40.01	CMD	"one foot"	14	65	clar-repair	None
67	2019-06-11 13:23:41.10	DM->CMD	"Can you rephrase that?  <beep>"	14	66	req-clar	None
68	2019-06-11 13:23:44.16	CMD	"turn right one foot"	14	67	clar-repair	None
69	2019-06-11 13:23:45.24	DM->CMD	"I don't know what you mean by turn left two feet.  Do you want me to move to face something? <beep>"	14	68	req-clar-error	None
