id	time	stream	text	tu	rel	ant	context
2	7.86	DM->CMD	"calibration complete"	1	1	translation-l	None
3	8.81	CMD	"are you ready"	2	None	None	None
4	23.55	DM->CMD	"I'm ready."	2	3	reciprocal	None
5	23.55	DM->CMD	" What would you like me to do next?"	3	None	None	None
6	23.56	CMD	"take a photo of what's in front of you and send it to me"	3	5	answer	None
7	31.09	DM->RN	"image"	3	6	translation-r-direct	None
8	31.17	RN	"image sent"	3	7	ack-done	None
9	34.41	DM->CMD	"sent"	3	8	translation-l	None
10	44.31	RN	"<no speech>"	None	None	None	None
11	71.59	CMD	"turn ninety degrees to your right"	4	None	None	None
12	71.59	CMD	"and take a photo"	4	11	continue	None
13	74.78	CMD	"and take a photo"	4	12	summarization	None
14A	82.07	DM->RN	"turn 90 right, "	4	11	translation-r-direct	None
14B	None	DM->RN	"image"	4	13	translation-r-direct	None
15	85.43	DM->CMD	"executing..."	4	13*	ack-doing	None
16	91.64	RN	"image sent"	4	14B*	ack-done	None
17	94.17	DM->CMD	"sent"	4	16	translation-l	None
18	95.65	CMD	"turn a hundred and eighty degrees to your left"	5	None	None	None
19	99.76	CMD	"and take a photo"	5	18	continue	None
20A	106.76	DM->RN	"turn 180 left, "	5	18	translation-r-direct	None
20B	None	DM->RN	"image"	5	19	translation-r-direct	None
21	110.03	DM->CMD	"executing..."	5	19*	ack-doing	None
22	117.63	RN	"image sent"	5	20B*	ack-done	None
23	120.47	DM->CMD	"sent"	5	22	translation-l	None
24	132.85	CMD	"back up five feet"	6	None	None	None
25	23	CMD	"and take a photo"	6	24	continue	None
26A	136.73	DM->RN	"back up 5 feet, "	6	24	translation-r-direct	None
26B	None	DM->RN	"image"	6	25	translation-r-direct	None
27	149.77	DM->CMD	"executing..."	6	25*	ack-doing	None
28	156.76	RN	"i only made it four feet still sending an image"	6	26A	ack-done	None
29	160.59	RN	"image sent"	6	28	continue	None
30	166.42	DM->CMD	"I could only back up 4 feet."	6	28	translation-l	None
31	167.8	DM->CMD	"sent"	6	29	translation-l	None
32	185.73	CMD	"move forward four feet"	7	None	None	None
33	188.3	CMD	"and turn to the right forty five degrees"	7	32	continue	None
34	192.09	CMD	"and take a photo"	7	33	continue	None
35A	201.63	DM->RN	"move forward 4 feet, "	7	32	translation-r-direct	None
35B	None	DM->RN	"turn right 45, "	7	33	translation-r-direct	None
35C	None	DM->RN	"image"	7	34	translation-r-direct	None
36	204.95	DM->CMD	"executing..."	7	34*	ack-doing	None
37	217.1	RN	"image sent"	7	35C*	ack-done	None
38	219.71	DM->CMD	"sent"	7	37	translation-l	None
39	220.88	CMD	"turn to the right forty five degrees"	8	None	None	None
40	230.37	DM->RN	"turn right 45"	8	39	translation-r-direct	None
41	233.02	DM->CMD	"executing..."	8	39	ack-doing	None
42	238.88	RN	"done"	8	40	ack-done	None
43	241.37	DM->CMD	"done"	8	42	translation-l	None
44	246.05	CMD	"move forward ten feet through the doorway"	9	None	None	None
45	250.13	CMD	"stop"	9	44	continue	None
46	250.72	CMD	"and take a photo"	9	45	continue	None
47A	262.15	DM->RN	"move forward 10 feet, "	9	44	translation-r-direct-partial	None
47B	None	DM->RN	"through doorway, "	9	47A	continue	None
47C	None	DM->RN	"image"	9	46	translation-r-direct	None
48	265.9	DM->CMD	"executing..."	9	46*	ack-doing	None
49	275.82	RN	"image sent"	9	47C*	ack-done	None
50	278.72	DM->CMD	"sent"	9	49	translation-l	None
51	282.07	CMD	"turn to the right forty five degrees"	10	None	None	None
52	285.14	CMD	"and take a photo"	10	51	continue	None
53A	291.92	DM->RN	"turn right 45,"	10	51	translation-r-direct	None
53B	None	DM->RN	"image"	10	52	translation-r-direct	None
54	295.16	DM->CMD	"executing..."	10	52*	ack-doing	None
55	302.24	RN	"image sent"	10	53B*	ack-done	None
56	304.91	DM->CMD	"sent"	10	55	translation-l	None
57	305.1	CMD	"turn to your left ninety degrees"	11	None	None	None
58	308.95	CMD	"and take a photo"	11	57	continue	None
59A	315.26	DM->RN	"turn left 90, image"	11	57	translation-r-direct	None
59B	None	DM->RN	"image"	11	58	translation-r-direct	None
60	318.51	DM->CMD	"executing..."	11	58*	ack-doing	None
61	324.55	RN	"image sent"	11	59B*	ack-done	None
62	326.94	DM->CMD	"sent"	11	61	translation-l	None
63	332.1	CMD	"move forward through the doorway"	12	None	None	None
64	332.1	CMD	"and then stop"	12	63	continue	None
65	334.92	RN	"<no speech>"	None	None	None	None
66	348.51	DM->RN	"move forward through the doorway ahead,"	12	64*	translation-r-direct	None
67	352.72	DM->CMD	"executing..."	12	64*	ack-doing	None
68	355.73	CMD	"take a photo"	13	None	None	None
69	360.13	RN	"done"	12	66	ack-done	None
70	363.51	DM->CMD	"done"	12	69	translation-l	None
71	366.07	DM->RN	"image"	13	68	translation-r-direct	None
72	366.28	RN	"image sent"	13	71	ack-done	None
73	368.63	DM->CMD	"sent"	13	72	translation-l	None
74	368.97	CMD	"turn to your right forty five degrees"	14	None	None	None
75	371.35	CMD	"and take a photo"	14	74	continue	None
76A	377.95	DM->RN	"turn right 45, "	14	74	translation-r-direct	None
76B	None	DM->RN	"image"	14	75	translation-r-direct	None
77	381.61	DM->CMD	"executing..."	14	75*	ack-doing	None
78	385.94	RN	"image sent"	14	76B*	ack-done	None
79	389.37	DM->CMD	"sent"	14	78	translation-l	None
80	405.13	CMD	"move to the next doorway on your right"	15	None	None	None
81	408.38	CMD	"stop"	15	80	continue	None
82	409.6	CMD	"and take a photo"	15	81	continue	None
83A	421.79	DM->RN	"move to the next doorway on right, "	15	80	translation-r-direct	None
83B	None	DM->RN	"image"	15	82	translation-r-direct	None
84	425.63	DM->CMD	"executing..."	15	82*	ack-doing	None
85	430.43	RN	"i think he means the one on the wall the one that i can't see on my screen but only on laser do you think he means the one at the end of the hallway"	15	83A	req-clar	None
