id	time	stream	text	tu	rel	ant	context
1	2018-09-06 15:31:34.25	DM->RN	"ok"	1	0	ack-wilco	None
2	2018-09-06 15:55:34.67	DM->CMD	"calibrating. . ."	1	0	ack-doing	None
3	2018-09-06 15:55:53.92	RN	"<X: audio sync in three two one>"	X-CMD	None	None	None
4	2018-09-06 15:55:54.08	CMD	"<X: audio sync in three two one>"	X-CMD	None	None	None
5	2018-09-06 15:55:57.10	RN	"<loud noise>"	X-CMD	None	None	None
6	2018-09-06 15:55:57.10	CMD	"<loud noise>"	X-CMD	None	None	None
7	2018-09-06 15:55:57.36	CMD	"<no speech>"	X-CMD	None	None	None
8	2018-09-06 15:56:00.56	CMD	"<X: alright> "	X-CMD	None	None	None
9	2018-09-06 15:56:00.92	CMD	"<X: you can let go of the button now> "	X-CMD	None	None	None
10	2018-09-06 15:56:01.67	DM->CMD	"calibration complete"	1	0	ack-done	None
11	2018-09-06 15:56:41.46	CMD	"i am ready"	2	None	None	None
12	2018-09-06 15:56:42.79	DM->RN	"participant is ready"	2	11	translation-r-direct	None
13	2018-09-06 15:56:45.16	DM->CMD	"Hello! <beep>"	3	None	None	None
14	2018-09-06 15:56:47.43	DM->CMD	"Thanks for teaming up with me today."	3	13	continue	None
15	2018-09-06 15:56:50.30	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."	3	14	continue	None
16	2018-09-06 15:56:53.74	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."	3	15	continue	None
17	2018-09-06 15:56:57.72	DM->CMD	"You can ask for help at any time."	3	16	continue	None
18	2018-09-06 15:57:20.64	CMD	"<no speech>"	None	None	None	None
19	2018-09-06 15:57:22.14	CMD	"move forward"	4	None	None	None
20	2018-09-06 15:57:28.70	DM->CMD	"How far forward should I go?  <beep>"	4	19	req-clar	None
21	2018-09-06 15:57:35.02	CMD	"five meters"	4	20	clar-repair	None
22	2018-09-06 15:57:37.22	DM->CMD	"processing. . ."	4	21*	processing	None
23	2018-09-06 15:57:42.87	DM->RN	"move forward 5 meters"	4	21*	translation-r-direct	None
24	2018-09-06 15:57:44.53	DM->CMD	"moving. . ."	4	21*	ack-doing	None
25	2018-09-06 15:57:56.84	RN	"done"	4	23	ack-done	None
26	2018-09-06 15:57:58.37	DM->CMD	"done"	4	25	translation-l	None
27	2018-09-06 15:58:03.69	CMD	"turn left <pause .65> to a <pause .70> zero degree heading"	5	None	None	None
28	2018-09-06 15:58:13.72	DM->CMD	"Hmm. . ."	5	27	processing	None
29	2018-09-06 15:58:17.34	DM->CMD	"I will turn to face North"	5	27	ack-wilco	None
30	2018-09-06 15:58:21.63	CMD	"good"	5	29	3feedback	None
31	2018-09-06 15:58:27.73	DM->RN	"turn to face North"	5	27	translation-r-situated	None
32	2018-09-06 15:58:32.39	DM->CMD	"turning. . ."	5	27	ack-doing	None
