id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	2018-08-01 14:43:50.96	DM->CMD	"calibrating. . ."	None	None
2	2018-08-01 14:43:51.77	DM->RN	"calibrate"	None	None
3	2018-08-01 14:44:33.45	CMD	"<audio sync in three two one>"	None	None
4	2018-08-01 14:44:33.87	RN	"<audio sync in three two one>"	None	None
5	2018-08-01 14:44:36.92	RN	"<loud noise>"	None	None
6	2018-08-01 14:44:36.92	CMD	"<loud noise>"	None	None
7	2018-08-01 14:44:44.68	DM->CMD	"calibration complete"	None	None
8	2018-08-01 14:44:57.58	CMD	"i am ready"	None	None
9	2018-08-01 14:44:58.70	DM->RN	"participant is ready"	None	None
10	2018-08-01 14:45:01.54	CMD	"<notification sound>"	None	None
11	2018-08-01 14:45:01.73	DM->CMD	"I'm also ready.  <beep>"	None	None
12	2018-08-01 14:45:04.19	CMD	"how you doing today robot"	None	None
13	2018-08-01 14:45:07.65	DM->CMD	"Hi!"	None	None
14	2018-08-01 14:45:15.29	DM->CMD	"What should we do next?  <beep>"	None	None
15	2018-08-01 14:45:16.33	CMD	"that's a good question"	None	None
16	2018-08-01 14:45:18.57	CMD	"i think we should take a picture first"	None	None
17	2018-08-01 14:45:24.20	DM->CMD	"ok"	None	None
18	2018-08-01 14:45:26.47	DM->RN	"send image"	None	None
19	2018-08-01 14:45:28.94	DM->CMD	"I will send a picture"	None	None
i000	2018-08-01 14:45:31.84	IMAGE	"frame000"	None	None
20	2018-08-01 14:45:29.39	RN	"sent"	None	None
21	2018-08-01 14:45:30.76	DM->CMD	"sent"	None	None
22	2018-08-01 14:45:35.39	CMD	"okay now turn to the northwest"	None	None
23	2018-08-01 14:45:38.20	CMD	"and take another picture please"	None	None
24	2018-08-01 14:45:41.60	DM->CMD	"processing. . ."	None	None
25	2018-08-01 14:45:47.32	DM->RN	"turn left 45 degrees"	None	None
26	2018-08-01 14:45:48.97	DM->RN	"then. . ."	None	None
27	2018-08-01 14:45:50.13	DM->RN	"send image"	None	None
28	2018-08-01 14:45:52.56	DM->CMD	"executing. . ."	None	None
i001	2018-08-01 14:45:58.21	IMAGE	"frame001"	None	None
29	2018-08-01 14:45:56.19	RN	"done and sent"	None	None
30	2018-08-01 14:45:59.08	DM->CMD	"done, sent"	None	None
31	2018-08-01 14:46:06.80	CMD	"okay now turn south"	None	None
32	2018-08-01 14:46:08.85	CMD	"and take a picture"	None	None
33	2018-08-01 14:46:11.09	DM->CMD	"processing. . ."	None	None
34	2018-08-01 14:46:15.08	DM->RN	"turn to face South"	None	None
35	2018-08-01 14:46:16.67	DM->RN	"then. . ."	None	None
36	2018-08-01 14:46:17.55	DM->RN	"send image"	None	None
i002	2018-08-01 14:46:27.65	IMAGE	"frame002"	None	None
