id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	1969-12-31 20:00:00.00	DM->RN	"navigator has joined the session"	None	None
2	1969-12-31 20:00:00.00	DM->RN	"navigator has joined the session"	None	None
3	1969-12-31 20:00:00.00	DM->RN	"navigator has joined the session"	None	None
4	1969-12-31 20:00:00.00	DM->RN	"navigator has joined the session"	None	None
5	2018-08-16 10:22:06.83	DM->CMD	"calibrating. . ."	None	None
6	2018-08-16 10:22:29.53	CMD	"<X: audio sync in three two one>"	None	None
7	2018-08-16 10:22:30.18	RN	"<X: in three two one>"	None	None
8	2018-08-16 10:22:31.87	RN	"<loud noise>"	None	None
9	2018-08-16 10:22:31.87	CMD	"<loud noise>"	None	None
10	2018-08-16 10:22:33.55	CMD	"<X: okay>"	None	None
11	2018-08-16 10:22:34.48	CMD	"<X: as soon as it says> <pause .44> <X: done calibrating there>"	None	None
12	2018-08-16 10:22:37.39	DM->CMD	"calibration complete"	None	None
13	2018-08-16 10:22:50.30	CMD	"i am ready"	None	None
14	2018-08-16 10:22:51.72	DM->RN	"participant is ready"	None	None
15	2018-08-16 10:22:55.02	DM->CMD	"Hello! <beep>"	None	None
16	2018-08-16 10:22:57.14	DM->CMD	"Thanks for teaming up with me today."	None	None
17	2018-08-16 10:22:59.82	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."	None	None
18	2018-08-16 10:23:04.03	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."	None	None
19	2018-08-16 10:23:09.17	DM->CMD	"You can ask for help at any time."	None	None
20	2018-08-16 10:23:17.09	CMD	"move forward please"	None	None
21	2018-08-16 10:23:20.28	DM->CMD	"How far forward should I go?  <beep>"	None	None
22	2018-08-16 10:23:24.08	CMD	"uh until that <pause .25> first doorway on your right <ri>"	None	None
23	2018-08-16 10:23:35.23	DM->CMD	"Hmm. . ."	None	None
24	2018-08-16 10:23:42.36	DM->CMD	"I don't see a door on the right.  <beep>"	None	None
25	2018-08-16 10:23:44.87	CMD	"i'm sorry"	None	None
26	2018-08-16 10:23:45.27	CMD	"i meant left"	None	None
27	2018-08-16 10:23:48.60	DM->CMD	"processing. . ."	None	None
28	2018-08-16 10:24:13.40	DM->RN	"move forward 5 feet"	None	None
29	2018-08-16 10:24:15.89	DM->CMD	"moving. . ."	None	None
30	2018-08-16 10:24:20.63	RN	"done"	None	None
31	2018-08-16 10:24:21.67	DM->CMD	"done"	None	None
32	2018-08-16 10:24:26.98	CMD	"can you keep moving down till the end of what you can see"	None	None
33	2018-08-16 10:24:36.47	DM->CMD	"processing. . ."	None	None
34	2018-08-16 10:24:41.70	DM->CMD	"I will move forward as far as I can, ok?  <beep>"	None	None
35	2018-08-16 10:24:45.58	CMD	"yep that's good"	None	None
36	2018-08-16 10:24:52.28	DM->RN	"move to the end of alley"	None	None
37	2018-08-16 10:24:55.15	DM->CMD	"moving. . ."	None	None
38	2018-08-16 10:25:21.30	RN	"done"	None	None
39	2018-08-16 10:25:22.76	DM->CMD	"I moved forward as far as I could."	None	None
40	2018-08-16 10:25:24.59	DM->CMD	"done"	None	None
41	2018-08-16 10:25:38.76	CMD	"could you move back to the first doorway that we encountered"	None	None
42	2018-08-16 10:25:41.70	CMD	"and then go through it"	None	None
43	2018-08-16 10:25:47.70	DM->CMD	"processing. . ."	None	None
44	2018-08-16 10:25:57.13	DM->RN	"move to alley Door 1"	None	None
45	2018-08-16 10:25:59.18	DM->CMD	"executing. . ."	None	None
46	2018-08-16 10:26:01.90	DM->RN	"then. . ."	None	None
47	2018-08-16 10:26:06.11	DM->RN	"turn to face alley Door 1"	None	None
48	2018-08-16 10:26:54.71	RN	"done"	None	None
49	2018-08-16 10:26:56.35	DM->CMD	"done"	None	None
50	2018-08-16 10:26:58.04	DM->CMD	"There's an obstruction preventing me from doing that.  <beep>"	None	None
51	2018-08-16 10:27:00.17	DM->CMD	"Would you like me to send a picture?  <beep>"	None	None
52	2018-08-16 10:27:02.55	CMD	"yes please"	None	None
53	2018-08-16 10:27:04.98	DM->RN	"send image"	None	None
i000	2018-08-16 10:27:06.95	IMAGE	"frame000"	None	None
54	2018-08-16 10:27:06.28	RN	"uh sent"	None	None
55	2018-08-16 10:27:07.29	DM->CMD	"sent"	None	None
56	2018-08-16 10:27:15.78	CMD	"alright um <pause .54>"	None	None
57	2018-08-16 10:27:17.39	CMD	"can you move down to the second doorway that we saw that was obstructed"	None	None
58	2018-08-16 10:27:24.70	DM->CMD	"processing. . ."	None	None
59	2018-08-16 10:27:31.86	DM->RN	"move to alley Door 2"	None	None
60	2018-08-16 10:27:34.54	DM->CMD	"executing. . ."	None	None
61	2018-08-16 10:27:37.41	DM->RN	"then. . ."	None	None
62	2018-08-16 10:27:39.91	DM->RN	"turn to face alley Door 2"	None	None
63	2018-08-16 10:27:58.90	RN	"done"	None	None
64	2018-08-16 10:28:00.04	DM->CMD	"done"	None	None
65	2018-08-16 10:28:06.01	CMD	"can you send a picture of this doorway"	None	None
66	2018-08-16 10:28:10.23	DM->RN	"send image"	None	None
i001	2018-08-16 10:28:11.40	IMAGE	"frame001"	None	None
67	2018-08-16 10:28:11.40	RN	"sent"	None	None
68	2018-08-16 10:28:12.63	DM->CMD	"sent"	None	None
69	2018-08-16 10:28:15.76	CMD	"great"	None	None
70	2018-08-16 10:28:16.04	CMD	"can you move down to um <pause .35> there's a small <pause .49> bump on the wall closest to you <pause .79> according to my map"	None	None
71	2018-08-16 10:28:23.54	CMD	"could you move down to that"	None	None
72	2018-08-16 10:28:24.56	CMD	"and then take a picture of it"	None	None
