id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	1969-12-31 17:00:00.00	DM->RN	"wizard has joined the session"	None	None
2	1969-12-31 17:00:00.00	DM->CMD	"robot has joined the session"	None	None
3	1969-12-31 17:00:00.00	DM->CMD	"robot has joined the session"	None	None
4	2018-09-24 11:31:14.60	DM->CMD	"calibrating. . ."	None	None
5	2018-09-24 11:31:37.97	DM->RN	"calibrate"	None	None
6	2018-09-24 11:32:01.16	CMD	"xxx"	None	None
7	2018-09-24 11:32:35.16	CMD	"<no speech>"	None	None
8	2018-09-24 11:32:56.80	CMD	"xxx"	None	None
9	2018-09-24 11:33:52.73	RN	"<no speech>"	None	None
10	2018-09-24 11:33:58.56	CMD	"xxx"	None	None
11	2018-09-24 11:34:04.97	RN	"<X: audio sync in three two one>"	None	None
12	2018-09-24 11:34:05.06	CMD	"<X: audio sync in three two one>"	None	None
13	2018-09-24 11:34:09.34	RN	"<loud noise>"	None	None
14	2018-09-24 11:34:09.34	CMD	"<loud noise>"	None	None
15	2018-09-24 11:34:11.90	CMD	"<X: okay now you can let it up>"	None	None
16	2018-09-24 11:34:17.76	DM->CMD	"calibration complete"	None	None
17	2018-09-24 11:34:24.72	CMD	"i'm ready"	None	None
18	2018-09-24 11:34:30.91	CMD	"<notification sound>"	None	None
19	2018-09-24 11:34:31.08	DM->CMD	"I'm also ready.  <beep>"	None	None
20	2018-09-24 11:34:31.55	CMD	"<no speech>"	None	None
21	2018-09-24 11:34:38.15	CMD	"turn right"	None	None
22	2018-09-24 11:34:41.57	DM->CMD	"processing. . ."	None	None
23	2018-09-24 11:34:50.22	DM->RN	"turn right 90 degrees"	None	None
24	2018-09-24 11:34:53.35	DM->CMD	"I will turn right 90 degrees"	None	None
25	2018-09-24 11:35:01.99	RN	"done"	None	None
26	2018-09-24 11:35:03.90	DM->CMD	"done"	None	None
27	2018-09-24 11:35:11.61	CMD	"turn right again"	None	None
28	2018-09-24 11:35:14.87	CMD	"<no speech>"	None	None
29	2018-09-24 11:35:16.42	DM->CMD	"ok"	None	None
30	2018-09-24 11:35:20.01	DM->RN	"turn right 90 degrees"	None	None
31	2018-09-24 11:35:22.92	DM->CMD	"turning. . ."	None	None
32	2018-09-24 11:35:29.56	RN	"done"	None	None
33	2018-09-24 11:35:30.72	CMD	"uh go straight fifteen inches"	None	None
34	2018-09-24 11:35:30.99	DM->CMD	"done"	None	None
35	2018-09-24 11:35:36.79	DM->CMD	"processing. . ."	None	None
