id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	2018-08-07 14:27:14.14	DM->RN	"ok"	None	None
2	2018-08-07 14:42:41.39	DM->CMD	"calibrating. . ."	None	None
3	2018-08-07 14:43:09.12	RN	"<X: audio sync in three two one>"	None	None
4	2018-08-07 14:43:09.18	CMD	"<X: audio sync in three two one>"	None	None
5	2018-08-07 14:43:11.69	RN	"<loud noise>"	None	None
6	2018-08-07 14:43:11.69	CMD	"<loud noise>"	None	None
7	2018-08-07 14:43:18.06	DM->CMD	"calibration complete"	None	None
8	2018-08-07 14:43:19.43	CMD	"<X: alright you can release>"	None	None
9	2018-08-07 14:43:48.53	CMD	"i am ready"	None	None
10	2018-08-07 14:43:50.50	DM->RN	"participant is ready"	None	None
11	2018-08-07 14:43:54.33	DM->CMD	"Hello! <beep>"	None	None
12	2018-08-07 14:43:55.94	DM->CMD	"Thanks for teaming up with me today."	None	None
13	2018-08-07 14:43:58.01	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."	None	None
14	2018-08-07 14:43:59.98	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."	None	None
15	2018-08-07 14:44:03.24	DM->CMD	"You can ask for help at any time."	None	None
16	2018-08-07 14:44:10.39	CMD	"take a picture"	None	None
17	2018-08-07 14:44:14.37	DM->RN	"send image"	None	None
i000	2018-08-07 14:44:19.54	IMAGE	"frame000"	None	None
18	2018-08-07 14:44:15.04	RN	"sent"	None	None
19	2018-08-07 14:44:16.40	DM->CMD	"sent"	None	None
20	2018-08-07 14:44:22.33	CMD	"move forward"	None	None
21	2018-08-07 14:44:28.96	DM->CMD	"How far should I move forward? <beep>"	None	None
22	2018-08-07 14:44:32.99	CMD	"twenty feet"	None	None
23	2018-08-07 14:44:39.71	DM->CMD	"processing. . ."	None	None
24	2018-08-07 14:44:47.00	DM->RN	"move forward 20 feet"	None	None
25	2018-08-07 14:44:49.49	DM->CMD	"moving. . ."	None	None
26	2018-08-07 14:45:04.92	RN	"done"	None	None
27	2018-08-07 14:45:06.32	DM->CMD	"done"	None	None
28	2018-08-07 14:45:09.17	CMD	"turn to the right a little"	None	None
29	2018-08-07 14:45:16.00	DM->CMD	"I didn't get all of that.  <beep>"	None	None
30	2018-08-07 14:45:17.61	CMD	"turn to the right five degrees"	None	None
31	2018-08-07 14:45:21.24	DM->CMD	"processing. . ."	None	None
32	2018-08-07 14:45:29.97	DM->RN	"turn right 5 degrees"	None	None
33	2018-08-07 14:45:32.60	DM->CMD	"turning. . ."	None	None
34	2018-08-07 14:45:32.64	RN	"done"	None	None
35	2018-08-07 14:45:34.43	DM->CMD	"done"	None	None
36	2018-08-07 14:45:38.45	CMD	"take a picture"	None	None
37	2018-08-07 14:45:40.94	DM->RN	"send image"	None	None
i001	2018-08-07 14:45:45.77	IMAGE	"frame001"	None	None
38	2018-08-07 14:45:42.04	RN	"sent"	None	None
39	2018-08-07 14:45:43.33	DM->CMD	"sent"	None	None
40	2018-08-07 14:46:00.76	CMD	"go forward ten feet"	None	None
41	2018-08-07 14:46:05.58	DM->CMD	"processing. . ."	None	None
42	2018-08-07 14:46:08.49	DM->CMD	"I will move forward 10 feet"	None	None
43	2018-08-07 14:46:10.78	DM->RN	"move forward 10 feet"	None	None
44	2018-08-07 14:46:13.85	DM->CMD	"moving. . ."	None	None
45	2018-08-07 14:46:20.94	RN	"done"	None	None
46	2018-08-07 14:46:22.32	DM->CMD	"done"	None	None
47	2018-08-07 14:46:24.65	CMD	"go forward five feet"	None	None
48	2018-08-07 14:46:29.43	DM->CMD	"processing. . ."	None	None
49	2018-08-07 14:46:34.15	DM->RN	"move forward 5 feet"	None	None
50	2018-08-07 14:46:37.03	DM->CMD	"moving. . ."	None	None
51	2018-08-07 14:46:40.15	CMD	"stop <sto>"	None	None
52	2018-08-07 14:46:40.92	RN	"done"	None	None
53	2018-08-07 14:46:42.49	DM->CMD	"I moved forward 5 feet"	None	None
54	2018-08-07 14:46:45.35	DM->CMD	"There's too much lag in our communications for instantaneous instructions.  <beep>"	None	None
55	2018-08-07 14:46:49.74	CMD	"turn due north"	None	None
56	2018-08-07 14:46:53.28	DM->CMD	"processing. . ."	None	None
57	2018-08-07 14:46:57.49	DM->CMD	"I will turn to face North"	None	None
58	2018-08-07 14:47:00.45	DM->RN	"turn to face North"	None	None
59	2018-08-07 14:47:02.33	DM->CMD	"turning. . ."	None	None
60	2018-08-07 14:47:07.15	RN	"done"	None	None
61	2018-08-07 14:47:08.83	DM->CMD	"done"	None	None
62	2018-08-07 14:47:09.87	CMD	"take a picture"	None	None
63	2018-08-07 14:47:11.98	DM->RN	"send image"	None	None
i002	2018-08-07 14:47:15.65	IMAGE	"frame002"	None	None
64	2018-08-07 14:47:12.64	RN	"sent"	None	None
65	2018-08-07 14:47:14.81	DM->CMD	"sent"	None	None
66	2018-08-07 14:47:22.19	CMD	"go forward five feet"	None	None
67	2018-08-07 14:47:32.51	DM->CMD	"I will move forward as far as I can, ok?  <beep>"	None	None
68	2018-08-07 14:47:35.92	CMD	"yes"	None	None
69	2018-08-07 14:47:38.18	DM->RN	"move forward 5 feet"	None	None
70	2018-08-07 14:47:39.99	DM->CMD	"moving. . ."	None	None
71	2018-08-07 14:47:44.35	RN	"done"	None	None
72	2018-08-07 14:47:45.95	DM->CMD	"done"	None	None
73	2018-08-07 14:47:51.09	CMD	"enter the doorway"	None	None
74	2018-08-07 14:47:58.53	DM->CMD	"There's an obstruction preventing me from doing that.  <beep>"	None	None
75	2018-08-07 14:48:01.35	DM->CMD	"I can't manipulate objects.  <beep>"	None	None
76	2018-08-07 14:48:04.11	DM->CMD	"I don't have arms, just wheels! <beep>"	None	None
77	2018-08-07 14:48:07.24	DM->CMD	"Would you like me to send a picture?  <beep>"	None	None
78	2018-08-07 14:48:09.54	CMD	"yes"	None	None
79	2018-08-07 14:48:11.23	DM->RN	"send image"	None	None
i003	2018-08-07 14:48:14.59	IMAGE	"frame003"	None	None
80	2018-08-07 14:48:12.30	RN	"sent"	None	None
81	2018-08-07 14:48:13.68	DM->CMD	"sent"	None	None
82	2018-08-07 14:48:35.03	CMD	"turn west"	None	None
83	2018-08-07 14:48:39.71	DM->CMD	"processing. . ."	None	None
84	2018-08-07 14:48:43.23	DM->RN	"turn to face West"	None	None
85	2018-08-07 14:48:46.54	DM->CMD	"turning. . ."	None	None
