id	time	stream	text	context	notes
1	2019-07-16 13:40:53.76	CMD	"calibrate"	None	None
2	2019-07-16 13:40:58.16	RN	"calibrating. . ."	None	None
3	2019-07-16 13:40:58.16	DM->CMD	"I'm also ready.  <beep>"	None	None
4	2019-07-16 13:41:06.37	CMD	"I'm ready"	None	None
5	2019-07-16 13:41:06.42	DM->RN	"participant is ready"	None	None
6	2019-07-16 13:41:06.42	DM->CMD	"Processing...."	None	None
7	2019-07-16 13:41:10.14	RN	"I'm also ready.  <beep>"	None	None
8	2019-07-16 13:41:10.14	DM->CMD	"I'm also ready.  <beep>"	None	None
9	2019-07-16 13:41:17.86	CMD	"send image"	None	None
10	2019-07-16 13:41:17.92	DM->RN	"send image"	None	None
11	2019-07-16 13:41:17.92	DM->CMD	"I will send image."	None	None
i000	2019-07-16 13:41:07.25	IMAGE	"frame000"	None	None
12	2019-07-16 13:41:21.87	RN	"sent"	None	None
13	2019-07-16 13:41:21.92	DM->CMD	"sent"	None	None
14	2019-07-16 13:41:35.86	CMD	"turn ninety degrees to the right"	None	I'm not sure why this command  includes "right" when the DM then says "left" should the t-r be an error?
15	2019-07-16 13:41:35.91	DM->RN	"turn left 90 degrees"	None	None
16	2019-07-16 13:41:35.91	DM->CMD	"I will turn left 90 degrees."	None	None
17	2019-07-16 13:41:38.18	RN	"turning. . ."	None	None
18	2019-07-16 13:41:38.21	DM->CMD	"turning. . ."	None	None
19	2019-07-16 13:41:46.45	RN	"done"	None	None
20	2019-07-16 13:41:46.50	DM->CMD	"done"	None	None
21	2019-07-16 13:41:49.07	CMD	"send image"	None	None
22	2019-07-16 13:41:49.12	DM->RN	"send image"	None	None
23	2019-07-16 13:41:49.13	DM->CMD	"I will send image."	None	None
i001	2019-07-16 13:41:37.58	IMAGE	"frame001"	None	None
24	2019-07-16 13:41:52.46	RN	"sent"	None	None
25	2019-07-16 13:41:52.54	DM->CMD	"sent"	None	None
26	2019-07-16 13:42:02.37	CMD	"turn one hundred eighty degrees"	None	None
27	2019-07-16 13:42:02.42	DM->RN	"turn 180"	None	None
28	2019-07-16 13:42:02.43	DM->CMD	"I will turn 180."	None	None
29	2019-07-16 13:42:03.85	RN	"turning. . ."	None	None
30	2019-07-16 13:42:03.90	DM->CMD	"turning. . ."	None	None
31	2019-07-16 13:42:15.94	RN	"done"	None	None
32	2019-07-16 13:42:15.99	DM->CMD	"done"	None	None
33	2019-07-16 13:42:18.08	CMD	"send image"	None	None
34	2019-07-16 13:42:18.13	DM->RN	"send image"	None	None
35	2019-07-16 13:42:18.16	DM->CMD	"I will send image."	None	None
i002	2019-07-16 13:42:05.95	IMAGE	"frame002"	None	None
36	2019-07-16 13:42:21.93	RN	"sent"	None	None
37	2019-07-16 13:42:22.04	DM->CMD	"sent"	None	None
38	2019-07-16 13:42:26.61	CMD	"turn left ninety degrees"	None	None
39	2019-07-16 13:42:26.66	DM->RN	"turn left 90 degrees"	None	None
40	2019-07-16 13:42:26.66	DM->CMD	"I will turn left 90 degrees."	None	None
41	2019-07-16 13:42:28.07	RN	"turning. . ."	None	None
42	2019-07-16 13:42:28.17	DM->CMD	"turning. . ."	None	None
43	2019-07-16 13:42:36.98	RN	"done"	None	None
44	2019-07-16 13:42:37.08	DM->CMD	"done"	None	None
45	2019-07-16 13:42:39.76	CMD	"move forward three feet"	None	None
46	2019-07-16 13:42:39.81	DM->RN	"turn left 150 degrees"	None	None
47	2019-07-16 13:42:39.82	DM->CMD	"I will turn left 150 degrees."	None	None
48	2019-07-16 13:42:42.37	RN	"turning. . ."	None	None
49	2019-07-16 13:42:42.41	DM->CMD	"turning. . ."	None	None
50	2019-07-16 13:42:54.72	RN	"done"	None	None
51	2019-07-16 13:42:54.80	DM->CMD	"done"	None	None
52	2019-07-16 13:42:57.86	CMD	"turn right one hundred fifty degrees"	None	None
53	2019-07-16 13:42:57.91	DM->RN	"turn right 100 degrees"	None	None
54	2019-07-16 13:42:57.92	DM->CMD	"I will turn right 100 degrees."	None	None
55	2019-07-16 13:43:01.38	RN	"turning. . ."	None	None
56	2019-07-16 13:43:01.45	DM->CMD	"turning. . ."	None	None
57	2019-07-16 13:43:11.48	RN	"done"	None	None
58	2019-07-16 13:43:11.59	DM->CMD	"done"	None	None
59	2019-07-16 13:43:14.13	CMD	"turn right twenty degrees"	None	None
60	2019-07-16 13:43:14.32	DM->RN	"turn right 20 degrees"	None	None
61	2019-07-16 13:43:14.32	DM->CMD	"I will turn right 20 degrees."	None	None
62	2019-07-16 13:43:16.40	RN	"turning. . ."	None	None
63	2019-07-16 13:43:16.51	DM->CMD	"turning. . ."	None	None
64	2019-07-16 13:43:20.04	RN	"done"	None	None
65	2019-07-16 13:43:20.09	DM->CMD	"done"	None	None
66	2019-07-16 13:43:25.06	CMD	"move forward three feet"	None	None
67	2019-07-16 13:43:25.11	DM->RN	"move forward 3 feet"	None	None
68	2019-07-16 13:43:25.11	DM->CMD	"I will move forward 3 feet."	None	None
69	2019-07-16 13:43:27.00	RN	"moving. . ."	None	None
70	2019-07-16 13:43:27.05	DM->CMD	"moving. . ."	None	None
71	2019-07-16 13:43:34.98	RN	"done"	None	None
72	2019-07-16 13:43:35.04	DM->CMD	"done"	None	None
73	2019-07-16 13:43:37.16	CMD	"send image"	None	None
74	2019-07-16 13:43:37.21	DM->RN	"send image"	None	None
75	2019-07-16 13:43:37.22	DM->CMD	"I will send image."	None	None
i003	2019-07-16 13:43:24.00	IMAGE	"frame003"	None	None
76	2019-07-16 13:43:41.22	RN	"sent"	None	None
77	2019-07-16 13:43:41.29	DM->CMD	"sent"	None	None
78	2019-07-16 13:43:51.26	CMD	"turn left twenty degrees"	None	None
79	2019-07-16 13:43:51.31	DM->RN	"turn left 20 degrees"	None	None
80	2019-07-16 13:43:51.32	DM->CMD	"I will turn left 20 degrees."	None	None
81	2019-07-16 13:43:53.59	RN	"turning. . ."	None	None
82	2019-07-16 13:43:53.68	DM->CMD	"turning. . ."	None	None
83	2019-07-16 13:43:58.44	RN	"done"	None	None
84	2019-07-16 13:43:58.49	DM->CMD	"done"	None	None
85	2019-07-16 13:44:00.32	CMD	"send image"	None	None
86	2019-07-16 13:44:00.37	DM->RN	"send image"	None	None
87	2019-07-16 13:44:00.37	DM->CMD	"I will send image."	None	None
i004	2019-07-16 13:43:46.56	IMAGE	"frame004"	None	None
88	2019-07-16 13:44:04.73	RN	"sent"	None	None
89	2019-07-16 13:44:04.84	DM->CMD	"sent"	None	None
90	2019-07-16 13:44:11.32	CMD	"turn right forty degrees"	None	None
91	2019-07-16 13:44:11.37	DM->CMD	"Can you repeat that?  <beep>"	None	None
92	2019-07-16 13:44:14.26	CMD	"turn right forty degrees"	None	None
93	2019-07-16 13:44:14.32	DM->RN	"turn right 40 degrees"	None	None
94	2019-07-16 13:44:14.32	DM->CMD	"I will turn right 40 degrees."	None	None
95	2019-07-16 13:44:16.68	RN	"turning. . ."	None	None
96	2019-07-16 13:44:16.72	DM->CMD	"turning. . ."	None	None
97	2019-07-16 13:44:22.61	RN	"done"	None	None
98	2019-07-16 13:44:22.66	DM->CMD	"done"	None	None
99	2019-07-16 13:44:26.56	CMD	"move forward three feet"	None	None
100	2019-07-16 13:44:26.62	DM->RN	"move forward 3 feet"	None	None
101	2019-07-16 13:44:26.62	DM->CMD	"I will move forward 3 feet."	None	None
102	2019-07-16 13:44:28.14	RN	"moving. . ."	None	None
103	2019-07-16 13:44:28.19	DM->CMD	"moving. . ."	None	None
104	2019-07-16 13:44:36.79	RN	"done"	None	None
105	2019-07-16 13:44:36.89	DM->CMD	"done"	None	None
106	2019-07-16 13:44:38.81	CMD	"send image"	None	None
107	2019-07-16 13:44:38.87	DM->RN	"send image"	None	None
108	2019-07-16 13:44:38.87	DM->CMD	"I will send image."	None	None
i005	2019-07-16 13:44:24.37	IMAGE	"frame005"	None	None
109	2019-07-16 13:44:42.47	RN	"sent"	None	None
110	2019-07-16 13:44:42.52	DM->CMD	"sent"	None	None
111	2019-07-16 13:44:48.36	CMD	"turn right ten degrees"	None	None
112	2019-07-16 13:44:48.42	DM->RN	"turn right 10 degrees"	None	None
113	2019-07-16 13:44:48.42	DM->CMD	"I will turn right 10 degrees."	None	None
114	2019-07-16 13:44:50.81	RN	"turning. . ."	None	None
115	2019-07-16 13:44:50.92	DM->CMD	"turning. . ."	None	None
116	2019-07-16 13:44:54.09	RN	"done"	None	None
117	2019-07-16 13:44:54.20	DM->CMD	"done"	None	None
118	2019-07-16 13:44:57.52	CMD	"move forward two feet"	None	None
119	2019-07-16 13:44:57.62	DM->CMD	"Can you rephrase that?  <beep>"	None	None
120	2019-07-16 13:45:00.61	CMD	"move forward two feet"	None	None
121	2019-07-16 13:45:00.66	DM->CMD	"I don't understand"	None	None
122	2019-07-16 13:45:04.51	CMD	"move forward three feet"	None	None
123	2019-07-16 13:45:04.57	DM->RN	"turn left 150 degrees"	None	the same error has been made twice and I'm wondering why this could be now 
124	2019-07-16 13:45:04.58	DM->CMD	"I will turn left 150 degrees."	None	None
