id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	4.78	RN	"<no speech>"	None	None
2	10.23	DM->CMD	"calibration complete"	None	None
3	35.93	CMD	"take a picture"	None	None
4	43.45	DM->RN	"image"	None	None
i000	45.56	IMAGE	"frame000"	None	None
5	44.52	RN	"image sent"	None	None
6	47.5	DM->CMD	"sent"	None	None
7	51.72	CMD	"point north"	None	None
8	65.02	DM->RN	"turn so you're facing directly north"	None	None
9	75.27	DM->CMD	"executing..."	None	None
10	77.57	CMD	"take a picture"	None	None
11	81.27000000000001	RN	"done"	None	None
12	84.52	DM->CMD	"done"	None	None
13	87.3	DM->RN	"image"	None	None
i001	88.78	IMAGE	"frame001"	None	None
14	87.68	RN	"image sent"	None	None
15	90.11	DM->CMD	"sent"	None	None
16	93.36	CMD	"pivot one hundred and eighty degrees to the right"	None	None
17	98.5	CMD	"taking a picture every forty five degrees"	None	None
18	107.76	DM->RN	"turn right 180, send image every 45"	None	None
19	111.76	DM->CMD	"executing..."	None	None
i002	119.78	IMAGE	"frame002"	None	None
i003	126.73	IMAGE	"frame003"	None	None
i004	130.96	IMAGE	"frame004"	None	None
i005	138.84	IMAGE	"frame005"	None	None
20	137.69	RN	"done"	None	None
21	141.07	CMD	"go east five feet"	None	None
22	141.57	DM->CMD	"done"	None	None
23	158.54	DM->RN	"move east 5 feet"	None	None
24	162.5	DM->CMD	"executing..."	None	None
25	175.51	RN	"<no speech>"	None	None
26	175.77	CMD	"pivot three hundred and sixty degrees to the right"	None	None
27	178.84	DM->CMD	"done"	None	None
28	180.39	CMD	"taking a picture every forty five degrees"	None	None
29	180.57	RN	"<no speech>"	None	None
30	188.98	DM->RN	"turn 360 right, send image every 45"	None	None
31	192.67	DM->CMD	"executing..."	None	None
i006	200.24	IMAGE	"frame006"	None	None
i007	203.48	IMAGE	"frame007"	None	None
i008	206.49	IMAGE	"frame008"	None	None
i009	206.53	IMAGE	"frame009"	None	None
i010	210.09	IMAGE	"frame010"	None	None
i011	213.69	IMAGE	"frame011"	None	None
i012	216.49	IMAGE	"frame012"	None	None
i013	220.42	IMAGE	"frame013"	None	None
32	224.31	RN	"<no speech>"	None	None
33	227.79	DM->CMD	"done"	None	None
34	237.96	CMD	"point south"	None	None
35	239.8	CMD	"and take a picture"	None	None
36	248.39	DM->RN	"point south, image"	None	None
37	252.06	DM->CMD	"executing..."	None	None
i014	225.6	IMAGE	"frame014"	None	None
38	256.88	RN	"<no speech>"	None	None
39	259.71	DM->CMD	"sent"	None	None
40	264.79	CMD	"go forward ten feet"	None	None
41	275.91	DM->RN	"move forward 10 feet"	None	None
42	279.44	DM->CMD	"executing..."	None	None
