id	time	stream	text	context	notes
1	2019-07-30 13:22:41.88	CMD	"calibrate"	None	None
2	2019-07-30 13:22:47.84	RN	"calibrating. . ."	None	None
3	2019-07-30 13:22:47.86	DM->CMD	"calibrating. . ."	None	None
4	2019-07-30 13:22:57.88	RN	"calibration complete"	None	None
5	2019-07-30 13:22:57.88	DM->CMD	"calibration complete"	None	None
6	2019-07-30 13:22:59.63	RN	"calibrating. . ."	None	None
7	2019-07-30 13:22:59.64	DM->CMD	"calibrating. . ."	None	None
8	2019-07-30 13:23:05.74	CMD	"I'm ready"	None	None
9	2019-07-30 13:23:09.34	DM->RN	"participant is ready"	None	None
10	2019-07-30 13:23:09.34	DM->CMD	"Processing...."	None	None
11	2019-07-30 13:23:09.66	RN	"calibration complete"	None	None
12	2019-07-30 13:23:11.91	RN	"I'm also ready.  <beep>"	None	None
13	2019-07-30 13:23:11.92	DM->CMD	"I'm also ready.  <beep>"	None	None
14	2019-07-30 13:23:27.68	CMD	"go north"	None	None
15	2019-07-30 13:23:31.28	DM->CMD	"How far north should I go?"	None	None
16	2019-07-30 13:23:33.24	CMD	"to the wall"	None	None
17	2019-07-30 13:23:36.85	DM->RN	"move to front wall ahead"	None	None
18	2019-07-30 13:23:36.87	DM->CMD	"I will move to front wall ahead."	None	None
19	2019-07-30 13:23:51.10	RN	"moving. . ."	None	None
20	2019-07-30 13:23:51.10	DM->CMD	"moving. . ."	None	None
21	2019-07-30 13:23:51.84	CMD	"stop"	None	None
22	2019-07-30 13:23:55.44	DM->RN	"stop"	None	None
23	2019-07-30 13:23:55.44	DM->CMD	"Processing...."	None	None
24	2019-07-30 13:24:09.89	RN	"done"	None	None
25	2019-07-30 13:24:09.89	DM->CMD	"done"	None	None
26	2019-07-30 13:23:58.39	CMD	"look north"	None	None
27	2019-07-30 13:24:02.00	DM->RN	"turn to face North send image"	None	None
28	2019-07-30 13:24:02.02	DM->CMD	"I will  turn to face North then. . . send image."	None	None
29	2019-07-30 13:24:16.91	RN	"turning. . ."	None	None
30	2019-07-30 13:24:16.91	DM->CMD	"turning. . ."	None	None
31	2019-07-30 13:24:26.54	RN	"done"	None	None
32	2019-07-30 13:24:26.54	DM->CMD	"done"	None	None
i000	2019-07-30 13:24:00.89	IMAGE	"frame000"	None	None
33	2019-07-30 13:24:27.65	RN	"sent"	None	None
34	2019-07-30 13:24:27.65	DM->CMD	"sent"	None	None
35	2019-07-30 13:24:22.64	CMD	"turn right some"	None	None
36	2019-07-30 13:24:26.35	DM->CMD	"Can you repeat that?  <beep>"	None	None
37	2019-07-30 13:24:25.66	CMD	"turn right some"	None	None
38	2019-07-30 13:24:29.33	DM->CMD	"Can you repeat that?  <beep>"	None	None
39	2019-07-30 13:24:28.31	CMD	"turn right"	None	None
40	2019-07-30 13:24:31.93	DM->CMD	"How far should I turn to the right?  <beep>"	None	None
41	2019-07-30 13:24:32.45	CMD	"forty five degrees"	None	None
42	2019-07-30 13:24:36.08	DM->RN	"turn right 45 degrees"	None	None
43	2019-07-30 13:24:36.09	DM->CMD	"I will turn right 45 degrees."	None	None
44	2019-07-30 13:24:50.22	RN	"turning. . ."	None	None
45	2019-07-30 13:24:50.22	DM->CMD	"turning. . ."	None	None
46	2019-07-30 13:24:59.10	RN	"done"	None	None
47	2019-07-30 13:24:59.10	DM->CMD	"done"	None	None
48	2019-07-30 13:25:23.96	CMD	"turn right"	None	None
49	2019-07-30 13:25:27.59	DM->CMD	"How far should I turn to the right?  <beep>"	None	None
50	2019-07-30 13:25:32.30	CMD	"forty five degrees"	None	None
51	2019-07-30 13:25:35.93	DM->RN	"turn right 45 degrees"	None	None
52	2019-07-30 13:25:35.93	DM->CMD	"I will turn right 45 degrees."	None	None
53	2019-07-30 13:25:50.88	RN	"turning. . ."	None	None
54	2019-07-30 13:25:50.88	DM->CMD	"turning. . ."	None	None
55	2019-07-30 13:25:56.61	RN	"done"	None	None
56	2019-07-30 13:25:56.61	DM->CMD	"done"	None	None
57	2019-07-30 13:25:46.10	CMD	"take a picture"	None	None
58	2019-07-30 13:25:49.73	DM->RN	"send image"	None	None
59	2019-07-30 13:25:49.74	DM->CMD	"I will send image."	None	None
i001	2019-07-30 13:25:35.68	IMAGE	"frame001"	None	None
60	2019-07-30 13:26:03.41	RN	"sent"	None	None
61	2019-07-30 13:26:03.41	DM->CMD	"sent"	None	None
62	2019-07-30 13:25:57.64	CMD	"go forward"	None	None
63	2019-07-30 13:26:01.24	DM->CMD	"How far forward should I go?  <beep>"	None	None
64	2019-07-30 13:26:02.39	CMD	"until I say stop"	None	None
65	2019-07-30 13:26:06.00	DM->RN	"move forward 10 feet"	None	None
66	2019-07-30 13:26:06.03	DM->CMD	"I will move forward 10 feet."	None	None
67	2019-07-30 13:26:19.71	RN	"moving. . ."	None	None
68	2019-07-30 13:26:19.71	DM->CMD	"moving. . ."	None	None
69	2019-07-30 13:26:31.93	RN	"done"	None	None
70	2019-07-30 13:26:31.93	DM->CMD	"done"	None	None
71	2019-07-30 13:26:24.31	CMD	"go forward ten feet"	None	None
72	2019-07-30 13:26:27.93	DM->RN	"move forward 10 feet"	None	None
73	2019-07-30 13:26:27.94	DM->CMD	"I will move forward 10 feet."	None	None
74	2019-07-30 13:26:42.22	RN	"moving. . ."	None	None
75	2019-07-30 13:26:42.22	DM->CMD	"moving. . ."	None	None
76	2019-07-30 13:26:55.43	RN	"done"	None	None
77	2019-07-30 13:26:55.43	DM->CMD	"done"	None	None
78	2019-07-30 13:26:43.19	CMD	"look north"	None	None
79	2019-07-30 13:26:46.80	DM->RN	"turn to face North send image"	None	None
80	2019-07-30 13:26:46.83	DM->CMD	"I will  turn to face North then. . . send image."	None	None
81	2019-07-30 13:27:00.88	RN	"turning. . ."	None	None
82	2019-07-30 13:27:00.88	DM->CMD	"turning. . ."	None	None
83	2019-07-30 13:27:09.66	RN	"done"	None	None
84	2019-07-30 13:27:09.66	DM->CMD	"done"	None	None
i002	2019-07-30 13:26:42.20	IMAGE	"frame002"	None	None
85	2019-07-30 13:27:10.60	RN	"sent"	None	None
86	2019-07-30 13:27:10.60	DM->CMD	"sent"	None	None
87	2019-07-30 13:27:10.96	CMD	"go through that doorway"	None	None
88	2019-07-30 13:27:14.59	DM->RN	"move into room"	None	None
89	2019-07-30 13:27:14.60	DM->CMD	"I will try to move into room."	None	None
90	2019-07-30 13:27:31.45	RN	"moving. . ."	None	None
91	2019-07-30 13:27:31.45	DM->CMD	"moving. . ."	None	None
92	2019-07-30 13:27:41.67	RN	"done"	None	None
93	2019-07-30 13:27:41.67	DM->CMD	"done"	None	None
94	2019-07-30 13:27:31.11	CMD	"take a picture"	None	None
95	2019-07-30 13:27:34.74	DM->RN	"send image"	None	None
96	2019-07-30 13:27:34.75	DM->CMD	"I will send image."	None	None
i003	2019-07-30 13:27:19.89	IMAGE	"frame003"	None	None
97	2019-07-30 13:27:48.82	RN	"sent"	None	None
98	2019-07-30 13:27:48.82	DM->CMD	"sent"	None	None
99	2019-07-30 13:27:38.02	CMD	"look left"	None	None
100	2019-07-30 13:27:41.67	DM->CMD	"Can you repeat that?  <beep>"	None	None
101	2019-07-30 13:27:40.59	CMD	"look left"	None	None
102	2019-07-30 13:27:44.23	DM->CMD	"Can you repeat that?  <beep>"	None	None
103	2019-07-30 13:27:43.79	CMD	"turn left"	None	None
104	2019-07-30 13:27:47.40	DM->RN	"turn left"	None	None
105	2019-07-30 13:27:47.40	DM->CMD	"I will turn left."	None	None
106	2019-07-30 13:27:54.84	RN	"I'm not sure where or when to stop turning.  <beep>"	None	None
107	2019-07-30 13:27:54.84	DM->CMD	"I'm not sure where or when to stop turning.  <beep>"	None	None
108	2019-07-30 13:27:58.64	CMD	"turn left twenty degrees"	None	None
109	2019-07-30 13:28:02.25	DM->RN	"turn left 20 degrees"	None	None
110	2019-07-30 13:28:02.27	DM->CMD	"I will turn left 20 degrees."	None	None
111	2019-07-30 13:28:17.53	RN	"turning. . ."	None	None
112	2019-07-30 13:28:17.53	DM->CMD	"turning. . ."	None	None
113	2019-07-30 13:28:21.87	RN	"done"	None	None
114	2019-07-30 13:28:21.87	DM->CMD	"done"	None	None
115	2019-07-30 13:28:09.19	CMD	"take a picture"	None	None
116	2019-07-30 13:28:12.79	DM->RN	"send image"	None	None
117	2019-07-30 13:28:12.80	DM->CMD	"I will send image."	None	None
i004	2019-07-30 13:27:57.54	IMAGE	"frame004"	None	None
118	2019-07-30 13:28:26.71	RN	"sent"	None	None
119	2019-07-30 13:28:26.71	DM->CMD	"sent"	None	None
120	2019-07-30 13:28:17.44	CMD	"turn right forty degrees"	None	None
121	2019-07-30 13:28:21.05	DM->RN	"turn right 40 degrees"	None	None
122	2019-07-30 13:28:21.05	DM->CMD	"I will turn right 40 degrees."	None	None
123	2019-07-30 13:28:35.76	RN	"turning. . ."	None	None
124	2019-07-30 13:28:35.76	DM->CMD	"turning. . ."	None	None
125	2019-07-30 13:28:42.19	RN	"done"	None	None
126	2019-07-30 13:28:42.19	DM->CMD	"done"	None	None
127	2019-07-30 13:28:29.49	CMD	"send image"	None	None
128	2019-07-30 13:28:33.13	DM->CMD	"Can you repeat that?  <beep>"	None	None
129	2019-07-30 13:28:31.80	CMD	"send image"	None	None
130	2019-07-30 13:28:35.43	DM->RN	"send image"	None	None
