id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	2018-08-23 10:44:57.74	DM->CMD	"calibrating. . ."	None	None
2	2018-08-23 10:45:00.77	DM->RN	"calibrate"	None	None
3	2018-08-23 10:45:24.92	CMD	"<X: okay xxx>"	None	None
4	2018-08-23 10:45:26.59	CMD	"<no speech>"	None	None
5	2018-08-23 10:45:34.02	RN	"<X: audio sync in three two one>"	None	None
6	2018-08-23 10:45:34.16	CMD	"<X: audio sync in three two one>"	None	None
7	2018-08-23 10:45:38.46	RN	"<loud noise>"	None	None
8	2018-08-23 10:45:38.46	CMD	"<loud noise>"	None	None
9	2018-08-23 10:45:38.75	CMD	"<no speech>"	None	None
10	2018-08-23 10:45:44.45	CMD	"<X: okay you can let it up>"	None	None
11	2018-08-23 10:45:49.58	DM->CMD	"calibration complete"	None	None
12	2018-08-23 10:45:50.11	CMD	"<no speech>"	None	None
13	2018-08-23 10:45:52.11	CMD	"<X: so go ahead and get ready>"	None	None
14	2018-08-23 10:45:53.42	CMD	"<X: and then push<disfl> say i am ready>"	None	None
15	2018-08-23 10:45:55.29	CMD	"i am ready"	None	None
16	2018-08-23 10:45:56.05	CMD	"<no speech>"	None	None
17	2018-08-23 10:45:59.72	DM->CMD	"I'm also ready.  <beep>"	None	None
18	2018-08-23 10:45:59.74	CMD	"<notification sound>"	None	None
19	2018-08-23 10:46:00.68	CMD	"<no speech>"	None	None
20	2018-08-23 10:46:03.30	CMD	"uh robot take a picture"	None	None
21	2018-08-23 10:46:04.77	CMD	"<no speech>"	None	None
22	2018-08-23 10:46:06.90	DM->CMD	"ok"	None	None
23	2018-08-23 10:46:10.41	DM->RN	"send image"	None	None
i000	2018-08-23 10:46:16.58	IMAGE	"frame000"	None	None
24	2018-08-23 10:46:11.48	RN	"sent"	None	None
25	2018-08-23 10:46:13.11	DM->CMD	"sent"	None	None
26	2018-08-23 10:46:15.16	CMD	"robot turn left"	None	None
27	2018-08-23 10:46:16.02	CMD	"and take a picture"	None	None
28	2018-08-23 10:46:16.85	CMD	"<no speech>"	None	None
29	2018-08-23 10:46:19.52	DM->CMD	"processing. . ."	None	None
30	2018-08-23 10:46:23.02	DM->RN	"turn left 90 degrees"	None	None
31	2018-08-23 10:46:24.25	DM->RN	"then. . ."	None	None
32	2018-08-23 10:46:25.06	DM->RN	"send image"	None	None
33	2018-08-23 10:46:27.18	DM->CMD	"turning. . ."	None	None
i001	2018-08-23 10:46:39.42	IMAGE	"frame001"	None	None
34	2018-08-23 10:46:34.71	RN	"done and sent"	None	None
35	2018-08-23 10:46:36.55	DM->CMD	"done, sent"	None	None
36	2018-08-23 10:46:37.84	CMD	"uh robot turn left"	None	None
37	2018-08-23 10:46:39.01	CMD	"and take a picture"	None	None
38	2018-08-23 10:46:39.79	CMD	"<no speech>"	None	None
39	2018-08-23 10:46:46.04	DM->CMD	"ok"	None	None
40	2018-08-23 10:46:49.45	DM->RN	"turn left 90 degrees"	None	None
41	2018-08-23 10:46:50.53	DM->RN	"then. . ."	None	None
42	2018-08-23 10:46:51.35	DM->RN	"send image"	None	None
43	2018-08-23 10:46:57.56	DM->CMD	"turning. . ."	None	None
i002	2018-08-23 10:47:03.90	IMAGE	"frame002"	None	None
44	2018-08-23 10:46:59.36	RN	"done and sent"	None	None
45	2018-08-23 10:47:02.47	DM->CMD	"done, sent"	None	None
46	2018-08-23 10:47:02.56	CMD	"robot turn right forty five degrees"	None	None
47	2018-08-23 10:47:05.04	CMD	"and take a picture"	None	None
48	2018-08-23 10:47:06.18	CMD	"<no speech>"	None	None
49	2018-08-23 10:47:08.37	DM->CMD	"processing. . ."	None	None
50	2018-08-23 10:47:11.31	DM->RN	"turn right 45 degrees"	None	None
51	2018-08-23 10:47:12.07	DM->CMD	"I will turn right 45 degrees"	None	None
52	2018-08-23 10:47:13.55	DM->CMD	"I will send a picture"	None	None
