id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	2018-08-03 11:36:23.14	DM->CMD	"calibrating. . ."	None	None
2	2018-08-03 11:36:25.38	DM->RN	"calibrate"	None	None
3	2018-08-03 11:36:49.58	CMD	"<audio sync <quiet> one>"	None	None
4	2018-08-03 11:36:50.57	RN	"<in three two one>"	None	None
5	2018-08-03 11:36:53.13	RN	"<loud noise>"	None	None
6	2018-08-03 11:36:53.13	CMD	"<loud noise>"	None	None
7	2018-08-03 11:37:00.17	DM->CMD	"calibration complete"	None	None
8	2018-08-03 11:37:00.27	CMD	"<okay>"	None	None
9	2018-08-03 11:37:10.67	CMD	"i'm ready"	None	None
10	2018-08-03 11:37:14.67	DM->CMD	"I'm also ready.  <beep>"	None	None
11	2018-08-03 11:37:23.12	CMD	"move straight ahead <pause> three feet"	None	None
12	2018-08-03 11:37:29.12	DM->CMD	"ok"	None	None
13	2018-08-03 11:37:31.44	DM->CMD	"I will move forward 3 feet"	None	None
14	2018-08-03 11:37:32.09	DM->RN	"move forward 3 feet"	None	None
15	2018-08-03 11:37:38.01	RN	"done"	None	None
16	2018-08-03 11:37:39.66	DM->CMD	"done"	None	None
17	2018-08-03 11:37:40.58	CMD	"take a picture"	None	None
18	2018-08-03 11:37:43.91	DM->RN	"send image"	None	None
i000	2018-08-03 11:37:46.44	IMAGE	"frame000"	None	None
19	2018-08-03 11:37:44.28	RN	"sent"	None	None
20	2018-08-03 11:37:47.05	DM->CMD	"sent"	None	None
21	2018-08-03 11:38:07.47	CMD	"move three feet straight ahead"	None	None
22	2018-08-03 11:38:11.70	DM->RN	"move forward 3 feet"	None	None
23	2018-08-03 11:38:15.39	DM->CMD	"ok"	None	None
24	2018-08-03 11:38:17.05	RN	"done"	None	None
25	2018-08-03 11:38:19.72	DM->CMD	"done"	None	None
26	2018-08-03 11:38:20.54	CMD	"take a picture"	None	None
27	2018-08-03 11:38:24.90	DM->RN	"send image"	None	None
i001	2018-08-03 11:38:26.50	IMAGE	"frame001"	None	None
28	2018-08-03 11:38:25.06	RN	"sent"	None	None
29	2018-08-03 11:38:27.78	DM->CMD	"sent"	None	None
30	2018-08-03 11:38:50.44	CMD	"move <pause> four feet to your right"	None	None
31	2018-08-03 11:39:00.57	DM->CMD	"processing. . ."	None	None
32	2018-08-03 11:39:18.24	DM->RN	"turn right 90 degrees"	None	None
33	2018-08-03 11:39:20.20	DM->RN	"then. . ."	None	None
34	2018-08-03 11:39:24.55	DM->RN	"move forward 4ft"	None	None
35	2018-08-03 11:39:36.54	RN	"i could only move two feet"	None	None
36	2018-08-03 11:39:38.09	RN	"done"	None	None
37	2018-08-03 11:39:42.22	DM->CMD	"done"	None	None
38	2018-08-03 11:39:44.43	CMD	"take a picture"	None	None
39	2018-08-03 11:39:48.24	DM->RN	"send image"	None	None
i002	2018-08-03 11:39:49.66	IMAGE	"frame002"	None	None
40	2018-08-03 11:39:49.43	RN	"sent"	None	None
41	2018-08-03 11:39:51.90	DM->CMD	"sent"	None	None
