id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	2018-08-13 15:06:33.94	DM->RN	"calibrate"	None	None
2	2018-08-13 15:06:34.75	DM->CMD	"calibrating. . ."	None	None
3	2018-08-13 15:06:59.54	CMD	"<X: audio sync in three two one>"	None	None
4	2018-08-13 15:06:59.59	RN	"<X: audio sync in three two one>"	None	None
5	2018-08-13 15:07:03.36	RN	"<loud noise>"	None	None
6	2018-08-13 15:07:03.36	CMD	"<loud noise>"	None	None
7	2018-08-13 15:07:05.79	DM->CMD	"calibration complete"	None	None
8	2018-08-13 15:07:14.84	CMD	"i am ready"	None	None
9	2018-08-13 15:07:16.07	DM->CMD	"I'm also ready.  <beep>"	None	None
10	2018-08-13 15:07:20.25	CMD	"let's move forward"	None	None
11	2018-08-13 15:07:25.26	DM->CMD	"How far should I move forward? <beep>"	None	None
12	2018-08-13 15:07:28.47	CMD	"ten feet"	None	None
13	2018-08-13 15:07:30.06	DM->CMD	"processing. . ."	None	None
14	2018-08-13 15:07:36.98	DM->RN	"move forward 10 feet"	None	None
15	2018-08-13 15:07:37.84	DM->CMD	"I will move forward 10 feet"	None	None
16	2018-08-13 15:07:51.32	RN	"done"	None	None
17	2018-08-13 15:07:52.45	DM->CMD	"done"	None	None
18	2018-08-13 15:07:54.81	CMD	"can you locate the doorway closest to you"	None	None
19	2018-08-13 15:08:00.55	DM->CMD	"Do you mean the one on the left?  <beep>"	None	None
20	2018-08-13 15:08:02.69	CMD	"the one on the left"	None	None
21	2018-08-13 15:08:07.58	DM->CMD	"ok, I think I got it."	None	None
22	2018-08-13 15:08:15.36	DM->CMD	"What should we do next?  <beep>"	None	None
23	2018-08-13 15:08:19.66	CMD	"do you see a doorway"	None	None
24	2018-08-13 15:08:22.52	DM->CMD	"yes"	None	None
25	2018-08-13 15:08:26.11	CMD	"can you take a picture"	None	None
26	2018-08-13 15:08:29.54	DM->RN	"send image"	None	None
i000	2018-08-13 15:08:34.69	IMAGE	"frame000"	None	None
27	2018-08-13 15:08:31.23	RN	"sent"	None	None
28	2018-08-13 15:08:32.19	DM->CMD	"sent"	None	None
29	2018-08-13 15:08:42.52	CMD	"can you move forward"	None	None
30	2018-08-13 15:08:49.86	DM->CMD	"I'm unsure where or when I should stop going forward.  <beep>"	None	None
31	2018-08-13 15:08:54.76	CMD	"can you move forward five feet"	None	None
32	2018-08-13 15:08:58.21	DM->CMD	"processing. . ."	None	None
33	2018-08-13 15:09:01.79	DM->RN	"move forward 5 feet"	None	None
34	2018-08-13 15:09:04.83	RN	"i don't think i can go five feet"	None	None
35	2018-08-13 15:09:11.69	DM->CMD	"I will move forward as far as I can, ok?  <beep>"	None	None
36	2018-08-13 15:09:13.69	RN	"uh i'll go as far as i can"	None	None
37	2018-08-13 15:09:15.88	CMD	"ok"	None	None
38	2018-08-13 15:09:27.11	RN	"done"	None	None
39	2018-08-13 15:09:28.05	RN	"i moved about four feet"	None	None
40	2018-08-13 15:09:33.74	DM->CMD	"I was only able to move forward 4 feet."	None	None
41	2018-08-13 15:09:38.29	CMD	"can you take a picture"	None	None
42	2018-08-13 15:09:42.24	DM->RN	"send image"	None	None
i001	2018-08-13 15:09:45.65	IMAGE	"frame001"	None	None
43	2018-08-13 15:09:43.64	RN	"sent"	None	None
44	2018-08-13 15:09:44.61	DM->CMD	"sent"	None	None
45	2018-08-13 15:09:47.39	CMD	"do you see a doorway near you"	None	None
46	2018-08-13 15:09:53.75	DM->CMD	"Do you mean the one on the left?  <beep>"	None	None
47	2018-08-13 15:09:59.09	CMD	"yes"	None	None
48	2018-08-13 15:10:12.33	CMD	"the one o<disfl> <pause .68> the one on the left"	None	None
49	2018-08-13 15:10:17.29	DM->CMD	"yes"	None	None
50	2018-08-13 15:10:18.37	DM->CMD	"I'm not sure where you want me to go.  <beep>"	None	None
51	2018-08-13 15:10:22.00	CMD	"can you please move forward five feet"	None	None
52	2018-08-13 15:10:28.81	DM->CMD	"I'm not sure if I can move that far forward.  <beep>"	None	None
53	2018-08-13 15:10:32.40	CMD	"can you counter clockwise turn <pause .79> to the left"	None	None
54	2018-08-13 15:10:39.21	DM->CMD	"ok"	None	None
55	2018-08-13 15:10:46.15	DM->RN	"turn left 45 degrees"	None	None
56	2018-08-13 15:10:47.38	DM->CMD	"I will turn left 45 degrees"	None	None
57	2018-08-13 15:10:55.07	RN	"done"	None	None
58	2018-08-13 15:10:56.18	DM->CMD	"done"	None	None
59	2018-08-13 15:10:58.81	CMD	"let's move forward <pause .75> five feet"	None	None
60	2018-08-13 15:11:03.37	DM->CMD	"ok"	None	None
61	2018-08-13 15:11:06.09	DM->RN	"move forward 5 feet"	None	None
62	2018-08-13 15:11:20.43	RN	"done"	None	None
63	2018-08-13 15:11:21.42	DM->CMD	"I moved forward 5 feet"	None	None
64	2018-08-13 15:11:23.95	CMD	"do you see any available objects"	None	None
65	2018-08-13 15:11:30.76	DM->RN	"send image"	None	None
i002	2018-08-13 15:11:33.21	IMAGE	"frame002"	None	None
66	2018-08-13 15:11:32.69	RN	"sent"	None	None
