id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	2018-08-17 10:49:09.14	DM->RN	"calibrate"	None	None
2	2018-08-17 10:49:10.23	DM->CMD	"calibrating. . ."	None	None
3	2018-08-17 10:49:28.84	CMD	"sure"	None	None
4	2018-08-17 10:49:29.86	CMD	"mmk"	None	None
5	2018-08-17 10:49:38.12	CMD	"<X: audio sync in three two one>"	None	None
6	2018-08-17 10:49:38.27	RN	"<X: audio sync in three two one>"	None	None
7	2018-08-17 10:49:41.92	RN	"<loud noise>"	None	None
8	2018-08-17 10:49:41.92	CMD	"<loud noise>"	None	None
9	2018-08-17 10:49:44.17	CMD	"<X: okay you can let it<disfl>>"	None	None
10	2018-08-17 10:49:44.46	DM->CMD	"calibration complete"	None	None
11	2018-08-17 10:49:53.93	CMD	"i am ready"	None	None
12	2018-08-17 10:49:55.42	DM->RN	"participant is ready"	None	None
13	2018-08-17 10:49:57.80	DM->CMD	"I'm also ready.  <beep>"	None	None
14	2018-08-17 10:50:13.10	CMD	"take a picture of directly what is in front of you"	None	None
15	2018-08-17 10:50:17.24	DM->RN	"send image"	None	None
i000	2018-08-17 10:50:22.62	IMAGE	"frame000"	None	None
16	2018-08-17 10:50:18.27	RN	"sent"	None	None
17	2018-08-17 10:50:18.76	DM->CMD	"I will send a picture"	None	None
18	2018-08-17 10:50:19.66	DM->CMD	"sent"	None	None
19	2018-08-17 10:50:50.34	CMD	"can you <pause 1.4> go about three feet"	None	None
20	2018-08-17 10:50:53.56	CMD	"<no speech>"	None	None
21	2018-08-17 10:50:54.07	CMD	"move forward about three feet"	None	None
22	2018-08-17 10:50:56.98	DM->CMD	"processing. . ."	None	None
23	2018-08-17 10:50:59.26	DM->RN	"move forward 3 feet"	None	None
24	2018-08-17 10:51:00.06	DM->CMD	"I moved forward 3 feet"	None	None
25	2018-08-17 10:51:06.45	RN	"done"	None	None
26	2018-08-17 10:51:09.62	DM->CMD	"done"	None	None
27	2018-08-17 10:51:13.80	CMD	"can you go about another three feet"	None	None
28	2018-08-17 10:51:18.74	DM->CMD	"ok"	None	None
29	2018-08-17 10:51:20.87	DM->RN	"move forward 3 feet"	None	None
30	2018-08-17 10:51:26.32	RN	"done"	None	None
31	2018-08-17 10:51:28.16	DM->CMD	"done"	None	None
32	2018-08-17 10:51:28.70	CMD	"can you take a picture"	None	None
33	2018-08-17 10:51:31.51	DM->RN	"send image"	None	None
i001	2018-08-17 10:51:35.26	IMAGE	"frame001"	None	None
34	2018-08-17 10:51:32.03	RN	"sent"	None	None
35	2018-08-17 10:51:33.35	DM->CMD	"sent"	None	None
36	2018-08-17 10:51:39.06	CMD	"go about five more feet"	None	None
37	2018-08-17 10:51:44.45	DM->CMD	"processing. . ."	None	None
38	2018-08-17 10:51:47.53	DM->RN	"move forward 5 feet"	None	None
39	2018-08-17 10:51:56.55	RN	"done"	None	None
40	2018-08-17 10:51:56.79	CMD	"take a picture"	None	None
41	2018-08-17 10:51:58.13	DM->CMD	"I moved forward 5 feet"	None	None
42	2018-08-17 10:52:00.68	DM->RN	"send image"	None	None
i002	2018-08-17 10:52:03.84	IMAGE	"frame002"	None	None
43	2018-08-17 10:52:01.04	RN	"sent"	None	None
44	2018-08-17 10:52:02.49	DM->CMD	"sent"	None	None
45	2018-08-17 10:52:12.94	CMD	"go north about <pause 1.07> four feet"	None	None
46	2018-08-17 10:52:22.02	DM->CMD	"I'm not sure if I can move that far forward.  <beep>"	None	None
47	2018-08-17 10:52:22.74	CMD	"okay um go"	None	None
48	2018-08-17 10:52:25.97	CMD	"<no speech>"	None	None
49	2018-08-17 10:52:30.62	CMD	"go south about si<disfl>"	None	None
50	2018-08-17 10:52:32.20	CMD	"go south about seven feet"	None	None
51	2018-08-17 10:52:36.54	DM->CMD	"ok"	None	None
52	2018-08-17 10:52:40.24	DM->RN	"turn to face South"	None	None
53	2018-08-17 10:52:46.94	DM->RN	"move forward 7"	None	None
54	2018-08-17 10:52:54.12	DM->CMD	"moving. . ."	None	None
55	2018-08-17 10:53:00.19	RN	"done"	None	None
56	2018-08-17 10:53:01.21	CMD	"take a picture"	None	None
57	2018-08-17 10:53:02.23	DM->CMD	"done"	None	None
58	2018-08-17 10:53:03.70	DM->RN	"send image"	None	None
i003	2018-08-17 10:53:05.77	IMAGE	"frame003"	None	None
59	2018-08-17 10:53:03.99	RN	"sent"	None	None
60	2018-08-17 10:53:05.51	DM->CMD	"sent"	None	None
61	2018-08-17 10:53:38.08	CMD	"please continue moving about four feet"	None	None
62	2018-08-17 10:53:42.64	DM->CMD	"ok"	None	None
63	2018-08-17 10:53:47.69	DM->RN	"move forward 4"	None	None
64	2018-08-17 10:53:51.84	DM->CMD	"moving. . ."	None	None
65	2018-08-17 10:53:53.95	RN	"done"	None	None
66	2018-08-17 10:53:54.51	CMD	"take a picture"	None	None
67	2018-08-17 10:53:55.40	DM->CMD	"done"	None	None
68	2018-08-17 10:53:57.04	DM->RN	"send image"	None	None
