id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	2018-09-05 11:26:52.09	DM->CMD	"calibrating. . ."	None	None
2	2018-09-05 11:27:06.11	RN	"<no speech>"	None	None
3	2018-09-05 11:27:07.52	RN	"<X: audio sync in three two one>"	None	None
4	2018-09-05 11:27:07.55	CMD	"<X: audio sync in three two one>"	None	None
5	2018-09-05 11:27:10.44	RN	"<loud noise>"	None	None
6	2018-09-05 11:27:10.44	CMD	"<loud noise>"	None	None
7	2018-09-05 11:27:17.61	DM->CMD	"calibration complete"	None	None
8	2018-09-05 11:27:29.52	CMD	"i am ready"	None	None
9	2018-09-05 11:27:31.47	DM->RN	"participant is ready"	None	None
10	2018-09-05 11:27:34.40	DM->CMD	"I'm also ready.  <beep>"	None	None
11	2018-09-05 11:27:48.92	CMD	"<lip smack>"	None	None
12	2018-09-05 11:27:50.47	CMD	"okay"	None	None
13	2018-09-05 11:27:51.20	CMD	"take a picture"	None	None
14	2018-09-05 11:27:54.73	DM->RN	"send image"	None	None
i000	2018-09-05 11:27:58.00	IMAGE	"frame000"	None	None
15	2018-09-05 11:27:55.10	RN	"sent"	None	None
16	2018-09-05 11:27:56.03	DM->CMD	"sent"	None	None
17	2018-09-05 11:28:04.71	CMD	"turn to the right <pause .64> forty five degrees"	None	None
18	2018-09-05 11:28:09.29	DM->CMD	"processing. . ."	None	None
19	2018-09-05 11:28:12.01	DM->CMD	"I will turn right 45 degrees"	None	None
20	2018-09-05 11:28:12.82	DM->RN	"turn right 45 degrees"	None	None
21	2018-09-05 11:28:15.22	DM->CMD	"turning. . ."	None	None
22	2018-09-05 11:28:18.18	RN	"done"	None	None
23	2018-09-05 11:28:18.54	CMD	"take a picture"	None	None
24	2018-09-05 11:28:19.45	DM->CMD	"done"	None	None
25	2018-09-05 11:28:21.09	DM->RN	"send image"	None	None
i001	2018-09-05 11:28:23.83	IMAGE	"frame001"	None	None
26	2018-09-05 11:28:21.22	RN	"sent"	None	None
27	2018-09-05 11:28:22.31	DM->CMD	"sent"	None	None
28	2018-09-05 11:28:28.68	CMD	"turn to the left ninety degrees"	None	None
29	2018-09-05 11:28:34.78	DM->CMD	"processing. . ."	None	None
30	2018-09-05 11:28:38.67	DM->RN	"turn left 90 degrees"	None	None
31	2018-09-05 11:28:39.97	DM->CMD	"turning. . ."	None	None
32	2018-09-05 11:28:46.13	RN	"done"	None	None
33	2018-09-05 11:28:47.35	DM->CMD	"done"	None	None
34	2018-09-05 11:28:48.07	CMD	"take a picture"	None	None
35	2018-09-05 11:28:49.47	DM->RN	"send image"	None	None
i002	2018-09-05 11:28:52.10	IMAGE	"frame002"	None	None
36	2018-09-05 11:28:49.76	RN	"sent"	None	None
37	2018-09-05 11:28:50.65	DM->CMD	"sent"	None	None
38	2018-09-05 11:29:00.92	CMD	"move toward the sign on the wall"	None	None
39	2018-09-05 11:29:07.22	DM->CMD	"processing. . ."	None	None
40	2018-09-05 11:29:18.25	DM->RN	"move to blue Arabic sign"	None	None
41	2018-09-05 11:29:20.41	DM->CMD	"executing. . ."	None	None
42	2018-09-05 11:29:24.26	RN	"done"	None	None
43	2018-09-05 11:29:25.52	CMD	"take a picture"	None	None
44	2018-09-05 11:29:25.75	DM->CMD	"done"	None	None
45	2018-09-05 11:29:29.55	DM->RN	"send image"	None	None
i003	2018-09-05 11:29:31.82	IMAGE	"frame003"	None	None
46	2018-09-05 11:29:30.18	RN	"sent"	None	None
47	2018-09-05 11:29:31.03	DM->CMD	"sent"	None	None
48	2018-09-05 11:29:37.24	CMD	"turn to the left forty five degrees"	None	None
49	2018-09-05 11:29:41.51	DM->CMD	"processing. . ."	None	None
50	2018-09-05 11:29:44.88	DM->RN	"turn left 45 degrees"	None	None
51	2018-09-05 11:29:46.89	DM->CMD	"turning. . ."	None	None
52	2018-09-05 11:29:51.32	RN	"done"	None	None
53	2018-09-05 11:29:51.70	CMD	"take a picture"	None	None
54	2018-09-05 11:29:52.63	DM->CMD	"done"	None	None
55	2018-09-05 11:29:53.72	DM->RN	"send image"	None	None
i004	2018-09-05 11:29:55.51	IMAGE	"frame004"	None	None
56	2018-09-05 11:29:54.08	RN	"sent"	None	None
57	2018-09-05 11:29:54.94	DM->CMD	"sent"	None	None
58	2018-09-05 11:30:00.39	CMD	"turn to the left forty five degrees"	None	None
59	2018-09-05 11:30:04.69	DM->CMD	"processing. . ."	None	None
60	2018-09-05 11:30:07.12	DM->RN	"turn left 45 degrees"	None	None
61	2018-09-05 11:30:09.43	DM->CMD	"turning. . ."	None	None
62	2018-09-05 11:30:12.33	RN	"done"	None	None
63	2018-09-05 11:30:12.55	CMD	"take a picture"	None	None
64	2018-09-05 11:30:14.93	DM->RN	"send image"	None	None
i005	2018-09-05 11:30:16.42	IMAGE	"frame005"	None	None
65	2018-09-05 11:30:15.23	RN	"sent"	None	None
66	2018-09-05 11:30:16.40	DM->CMD	"sent"	None	None
67	2018-09-05 11:30:28.27	CMD	"turn to the left thirty degrees"	None	None
68	2018-09-05 11:30:32.32	DM->CMD	"processing. . ."	None	None
69	2018-09-05 11:30:37.39	DM->RN	"turn left 30 degrees"	None	None
70	2018-09-05 11:30:39.00	DM->CMD	"turning. . ."	None	None
71	2018-09-05 11:30:41.96	RN	"done"	None	None
72	2018-09-05 11:30:42.33	CMD	"take a picture"	None	None
73	2018-09-05 11:30:42.81	DM->CMD	"done"	None	None
74	2018-09-05 11:30:45.39	DM->RN	"send image"	None	None
i006	2018-09-05 11:30:46.64	IMAGE	"frame006"	None	None
75	2018-09-05 11:30:45.84	RN	"sent"	None	None
76	2018-09-05 11:30:46.86	DM->CMD	"sent"	None	None
77	2018-09-05 11:31:06.68	DM->CMD	"sent"	None	None
78	2018-09-05 11:31:30.84	DM->CMD	"What should we do next?  <beep>"	None	None
79	2018-09-05 11:31:44.00	CMD	"turn to the left thirty five degrees"	None	None
80	2018-09-05 11:31:48.48	DM->CMD	"processing. . ."	None	None
81	2018-09-05 11:31:52.65	DM->RN	"turn left 35 degrees"	None	None
82	2018-09-05 11:31:54.01	DM->CMD	"turning. . ."	None	None
83	2018-09-05 11:31:56.45	RN	"done"	None	None
84	2018-09-05 11:31:57.36	CMD	"take a picture"	None	None
85	2018-09-05 11:31:57.80	DM->CMD	"done"	None	None
86	2018-09-05 11:31:59.60	DM->RN	"send image"	None	None
i007	2018-09-05 11:31:59.92	IMAGE	"frame007"	None	None
87	2018-09-05 11:31:59.99	RN	"sent"	None	None
88	2018-09-05 11:32:01.17	DM->CMD	"sent"	None	None
89	2018-09-05 11:32:12.78	CMD	"turn to the left <pause .27> forty five degrees"	None	None
90	2018-09-05 11:32:17.61	DM->CMD	"processing. . ."	None	None
91	2018-09-05 11:32:21.11	DM->RN	"turn left 45 degrees"	None	None
92	2018-09-05 11:32:21.99	DM->CMD	"I will turn left 45 degrees"	None	None
93	2018-09-05 11:32:23.07	DM->CMD	"turning. . ."	None	None
94	2018-09-05 11:32:26.33	RN	"done"	None	None
95	2018-09-05 11:32:27.45	DM->CMD	"done"	None	None
