id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	2018-08-02 10:11:11.55	DM->RN	"ok"	None	None
2	2018-08-02 10:25:53.21	DM->CMD	"calibrating. . ."	None	None
3	2018-08-02 10:26:15.24	RN	"<X: okay ready to audio sync>"	None	None
4	2018-08-02 10:26:16.88	RN	"mhm"	None	None
5	2018-08-02 10:26:17.94	RN	"<X: alright audio sync in three two one>"	None	None
6	2018-08-02 10:26:18.06	CMD	"<X: alright>"	None	None
7	2018-08-02 10:26:18.74	CMD	"<X: audio sync in three two one>"	None	None
8	2018-08-02 10:26:21.13	RN	"<loud noise>"	None	None
9	2018-08-02 10:26:21.13	CMD	"<loud noise>"	None	None
10	2018-08-02 10:26:26.37	DM->CMD	"calibration complete"	None	None
11	2018-08-02 10:26:48.27	CMD	"<X: so i am ready>"	None	None
12	2018-08-02 10:26:49.33	CMD	"i am ready"	None	None
13	2018-08-02 10:26:50.67	DM->RN	"participant is ready"	None	None
14	2018-08-02 10:26:53.39	DM->CMD	"Hello! <beep>"	None	None
15	2018-08-02 10:26:54.80	DM->CMD	"Thanks for teaming up with me today."	None	None
16	2018-08-02 10:26:56.96	CMD	"take a photo"	None	None
17	2018-08-02 10:26:57.14	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."	None	None
18	2018-08-02 10:26:59.51	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."	None	None
19	2018-08-02 10:27:02.44	DM->CMD	"You can ask for help at any time."	None	None
20	2018-08-02 10:27:06.56	DM->RN	"send image"	None	None
i000	2018-08-02 10:27:09.77	IMAGE	"frame000"	None	None
21	2018-08-02 10:27:06.68	RN	"sent"	None	None
22	2018-08-02 10:27:09.03	DM->CMD	"sent"	None	None
23	2018-08-02 10:27:13.15	CMD	"turn ninety degrees to the right"	None	None
24	2018-08-02 10:27:17.23	DM->CMD	"processing. . ."	None	None
25	2018-08-02 10:27:21.86	DM->RN	"turn right 90 degrees"	None	None
26	2018-08-02 10:27:24.25	DM->CMD	"turning. . ."	None	None
27	2018-08-02 10:27:30.54	RN	"done"	None	None
28	2018-08-02 10:27:32.85	DM->CMD	"I turned right 90 degrees"	None	None
29	2018-08-02 10:27:32.90	CMD	"take a photo"	None	None
30	2018-08-02 10:27:37.02	DM->RN	"send image"	None	None
i001	2018-08-02 10:27:39.83	IMAGE	"frame001"	None	None
31	2018-08-02 10:27:36.96	RN	"sent"	None	None
32	2018-08-02 10:27:39.21	DM->CMD	"sent"	None	None
33	2018-08-02 10:27:39.69	CMD	"face west"	None	None
34	2018-08-02 10:27:45.57	DM->CMD	"processing. . ."	None	None
35	2018-08-02 10:27:48.76	DM->RN	"turn to face West"	None	None
36	2018-08-02 10:27:50.89	DM->CMD	"turning. . ."	None	None
37	2018-08-02 10:27:55.08	RN	"done"	None	None
38	2018-08-02 10:27:57.10	DM->CMD	"done"	None	None
39	2018-08-02 10:28:08.61	CMD	"take a photo"	None	None
40	2018-08-02 10:28:10.66	DM->RN	"send image"	None	None
i002	2018-08-02 10:28:14.22	IMAGE	"frame002"	None	None
41	2018-08-02 10:28:11.66	RN	"sent"	None	None
42	2018-08-02 10:28:13.85	DM->CMD	"sent"	None	None
43	2018-08-02 10:28:13.94	CMD	"face southwest"	None	None
44	2018-08-02 10:28:19.46	DM->CMD	"processing. . ."	None	None
45	2018-08-02 10:28:32.89	DM->RN	"turn left 45 degrees"	None	None
46	2018-08-02 10:28:35.42	DM->CMD	"turning. . ."	None	None
47	2018-08-02 10:28:38.62	CMD	"take a photo"	None	None
48	2018-08-02 10:28:38.93	RN	"done"	None	None
49	2018-08-02 10:28:41.49	DM->CMD	"done"	None	None
50	2018-08-02 10:28:44.87	DM->RN	"send image"	None	None
i003	2018-08-02 10:28:47.25	IMAGE	"frame003"	None	None
51	2018-08-02 10:28:44.91	RN	"sent"	None	None
52	2018-08-02 10:28:48.10	DM->CMD	"sent"	None	None
53	2018-08-02 10:28:48.11	CMD	"face northeast"	None	None
54	2018-08-02 10:28:56.36	DM->CMD	"processing. . ."	None	None
55	2018-08-02 10:29:01.03	DM->RN	"turn 180"	None	None
56	2018-08-02 10:29:04.20	DM->CMD	"turning. . ."	None	None
57	2018-08-02 10:29:14.73	CMD	"take a photo"	None	None
58	2018-08-02 10:29:15.18	RN	"done"	None	None
59	2018-08-02 10:29:17.51	DM->CMD	"done"	None	None
60	2018-08-02 10:29:21.83	DM->RN	"send image"	None	None
i004	2018-08-02 10:29:23.83	IMAGE	"frame004"	None	None
61	2018-08-02 10:29:21.85	RN	"sent"	None	None
62	2018-08-02 10:29:25.26	DM->CMD	"sent"	None	None
63	2018-08-02 10:29:28.59	CMD	"face up"	None	None
64	2018-08-02 10:29:35.34	DM->CMD	"Hmm. . ."	None	None
65	2018-08-02 10:29:38.43	CMD	"face north"	None	None
66	2018-08-02 10:29:43.78	DM->CMD	"ok"	None	None
67	2018-08-02 10:29:49.41	DM->RN	"turn to face North"	None	None
68	2018-08-02 10:29:54.35	RN	"done"	None	None
69	2018-08-02 10:29:57.02	DM->CMD	"I turned to face North"	None	None
70	2018-08-02 10:30:02.73	CMD	"take a photo"	None	None
i005	2018-08-02 10:30:08.19	IMAGE	"frame005"	None	None
71	2018-08-02 10:30:06.66	RN	"sent"	None	None
72	2018-08-02 10:30:06.72	DM->RN	"send image"	None	None
73	2018-08-02 10:30:09.79	DM->CMD	"sent"	None	None
74	2018-08-02 10:30:16.27	CMD	"face northwest"	None	None
75	2018-08-02 10:30:22.96	DM->CMD	"processing. . ."	None	None
76	2018-08-02 10:30:26.11	DM->RN	"turn left 45 degrees"	None	None
77	2018-08-02 10:30:28.78	DM->CMD	"turning. . ."	None	None
78	2018-08-02 10:30:31.27	RN	"done"	None	None
79	2018-08-02 10:30:31.70	CMD	"take a photo"	None	None
80	2018-08-02 10:30:33.11	DM->CMD	"done"	None	None
i006	2018-08-02 10:30:43.17	IMAGE	"frame006"	None	None
81	2018-08-02 10:30:41.90	RN	"sent"	None	None
82	2018-08-02 10:30:41.98	DM->RN	"send image"	None	None
83	2018-08-02 10:30:43.74	DM->CMD	"sent"	None	None
84	2018-08-02 10:30:47.41	CMD	"go to the opening in the northeast"	None	None
85	2018-08-02 10:30:55.65	DM->CMD	"processing. . ."	None	None
86	2018-08-02 10:31:02.06	DM->RN	"move to alley Door 1"	None	None
87	2018-08-02 10:31:05.80	DM->CMD	"executing. . ."	None	None
88	2018-08-02 10:31:16.56	RN	"done"	None	None
89	2018-08-02 10:31:20.72	DM->CMD	"done"	None	None
90	2018-08-02 10:31:22.90	CMD	"is there a doorway"	None	None
91	2018-08-02 10:31:32.94	DM->CMD	"Hmm. . ."	None	None
92	2018-08-02 10:31:37.81	DM->CMD	"What do you think? <beep>"	None	None
93	2018-08-02 10:31:39.54	CMD	"take a photo"	None	None
94	2018-08-02 10:31:41.39	DM->CMD	"Would you like me to send a picture?  <beep>"	None	None
95	2018-08-02 10:31:42.49	CMD	"yes"	None	None
i007	2018-08-02 10:31:46.93	IMAGE	"frame007"	None	None
96	2018-08-02 10:31:46.22	RN	"sent"	None	None
97	2018-08-02 10:31:46.28	DM->RN	"send image"	None	None
98	2018-08-02 10:31:49.20	DM->CMD	"sent"	None	None
99	2018-08-02 10:32:02.13	CMD	"yes"	None	None
100	2018-08-02 10:32:07.80	CMD	"face southwest"	None	None
101	2018-08-02 10:32:14.17	DM->CMD	"processing. . ."	None	None
102	2018-08-02 10:32:22.24	DM->RN	"turn 180"	None	None
103	2018-08-02 10:32:24.77	DM->CMD	"turning. . ."	None	None
104	2018-08-02 10:32:35.57	RN	"done"	None	None
105	2018-08-02 10:32:35.80	CMD	"take a picture"	None	None
106	2018-08-02 10:32:38.28	DM->CMD	"done"	None	None
107	2018-08-02 10:32:40.97	DM->CMD	"There's too much lag in our communications for instantaneous instructions.  <beep>"	None	None
108	2018-08-02 10:32:42.70	CMD	"take a picture"	None	None
109	2018-08-02 10:32:45.71	DM->RN	"send image"	None	None
i008	2018-08-02 10:32:45.92	IMAGE	"frame008"	None	None
110	2018-08-02 10:32:45.81	RN	"sent"	None	None
111	2018-08-02 10:32:48.12	DM->CMD	"sent"	None	None
112	2018-08-02 10:32:49.45	CMD	"go to the opening in the east"	None	None
113	2018-08-02 10:33:03.80	DM->CMD	"Hmm. . ."	None	None
114	2018-08-02 10:33:29.06	DM->CMD	"Can you rephrase that?  <beep>"	None	None
115	2018-08-02 10:33:30.88	CMD	"go to the doorway in the northeast"	None	None
116	2018-08-02 10:33:45.89	DM->CMD	"Which doorway?  <beep>"	None	None
117	2018-08-02 10:33:51.06	CMD	"<notification sound>"	None	None
118	2018-08-02 10:33:51.90	DM->CMD	"I'm not sure which doorway you are referring to.  <beep>"	None	None
119	2018-08-02 10:33:52.58	CMD	"go to the opening in the northeast"	None	None
120	2018-08-02 10:34:01.51	DM->RN	"move to alley Door 1"	None	None
121	2018-08-02 10:34:03.89	DM->CMD	"processing. . ."	None	None
122	2018-08-02 10:34:07.63	DM->CMD	"executing. . ."	None	None
123	2018-08-02 10:34:15.01	RN	"done"	None	None
124	2018-08-02 10:34:15.03	CMD	"go through the opening"	None	None
125	2018-08-02 10:34:18.75	DM->CMD	"done"	None	None
126	2018-08-02 10:34:31.25	CMD	"go through the opening in front of you"	None	None
127	2018-08-02 10:34:41.82	DM->CMD	"There's an obstruction preventing me from doing that.  <beep>"	None	None
128	2018-08-02 10:34:43.25	CMD	"take a picture"	None	None
129	2018-08-02 10:34:48.32	DM->RN	"send image"	None	None
i009	2018-08-02 10:34:47.36	IMAGE	"frame009"	None	None
130	2018-08-02 10:34:48.66	RN	"sent"	None	None
131	2018-08-02 10:34:51.04	DM->CMD	"sent"	None	None
132	2018-08-02 10:34:53.90	CMD	"turn left thirty degrees"	None	None
133	2018-08-02 10:34:57.72	DM->CMD	"processing. . ."	None	None
134	2018-08-02 10:35:04.41	DM->RN	"turn left 30 degrees"	None	None
135	2018-08-02 10:35:06.72	DM->CMD	"turning. . ."	None	None
136	2018-08-02 10:35:08.48	RN	"done"	None	None
137	2018-08-02 10:35:08.60	CMD	"take a picture"	None	None
138	2018-08-02 10:35:10.56	DM->CMD	"done"	None	None
139	2018-08-02 10:35:27.62	CMD	"take a picture"	None	None
140	2018-08-02 10:35:30.05	DM->RN	"send image"	None	None
i010	2018-08-02 10:35:28.70	IMAGE	"frame010"	None	None
141	2018-08-02 10:35:30.28	RN	"sent"	None	None
142	2018-08-02 10:35:32.45	DM->CMD	"sent"	None	None
143	2018-08-02 10:35:39.25	CMD	"back up five feet"	None	None
144	2018-08-02 10:35:43.41	DM->CMD	"processing. . ."	None	None
145	2018-08-02 10:35:53.09	DM->RN	"move back 5 feet"	None	None
146	2018-08-02 10:35:55.27	DM->CMD	"moving. . ."	None	None
147	2018-08-02 10:36:00.38	CMD	"stop"	None	None
148	2018-08-02 10:36:01.06	RN	"done"	None	None
149	2018-08-02 10:36:01.34	CMD	"take a picture"	None	None
150	2018-08-02 10:36:04.54	DM->CMD	"done"	None	None
151	2018-08-02 10:36:06.90	DM->CMD	"There's too much lag in our communications for instantaneous instructions.  <beep>"	None	None
152	2018-08-02 10:36:08.06	CMD	"take a picture"	None	None
153	2018-08-02 10:36:11.81	DM->RN	"send image"	None	None
i011	2018-08-02 10:36:10.19	IMAGE	"frame011"	None	None
154	2018-08-02 10:36:12.13	RN	"sent"	None	None
155	2018-08-02 10:36:14.92	DM->CMD	"sent"	None	None
156	2018-08-02 10:36:17.66	CMD	"go as far to the east as you can"	None	None
157	2018-08-02 10:36:23.82	DM->CMD	"processing. . ."	None	None
158	2018-08-02 10:36:28.61	DM->RN	"move to the end of alley"	None	None
159	2018-08-02 10:36:31.24	DM->CMD	"executing. . ."	None	None
160	2018-08-02 10:37:03.43	RN	"done"	None	None
161	2018-08-02 10:37:05.95	DM->CMD	"done"	None	None
162	2018-08-02 10:37:06.73	CMD	"turn around"	None	None
163	2018-08-02 10:37:07.48	CMD	"and take a picture"	None	None
164	2018-08-02 10:37:11.87	DM->CMD	"processing. . ."	None	None
165	2018-08-02 10:37:15.05	DM->RN	"turn 180"	None	None
166	2018-08-02 10:37:16.35	DM->RN	"then. . ."	None	None
167	2018-08-02 10:37:17.38	DM->CMD	"turning. . ."	None	None
168	2018-08-02 10:37:18.47	DM->RN	"send image"	None	None
i012	2018-08-02 10:37:25.71	IMAGE	"frame012"	None	None
169	2018-08-02 10:37:28.68	RN	"done and sent"	None	None
170	2018-08-02 10:37:31.51	DM->CMD	"done, sent"	None	None
171	2018-08-02 10:37:37.01	CMD	"face south"	None	None
172	2018-08-02 10:37:42.37	DM->CMD	"processing. . ."	None	None
173	2018-08-02 10:37:48.20	DM->CMD	"I will turn to face South"	None	None
174	2018-08-02 10:37:51.08	DM->RN	"turn to face South"	None	None
175	2018-08-02 10:37:53.72	DM->CMD	"turning. . ."	None	None
176	2018-08-02 10:37:58.69	RN	"done"	None	None
177	2018-08-02 10:37:59.39	CMD	"take a picture"	None	None
178	2018-08-02 10:38:00.64	DM->CMD	"done"	None	None
179	2018-08-02 10:38:05.01	DM->RN	"send image"	None	None
i013	2018-08-02 10:38:01.96	IMAGE	"frame013"	None	None
180	2018-08-02 10:38:05.14	RN	"sent"	None	None
181	2018-08-02 10:38:08.07	DM->CMD	"sent"	None	None
182	2018-08-02 10:38:11.12	CMD	"face southwest"	None	None
183	2018-08-02 10:38:16.03	DM->CMD	"processing. . ."	None	None
184	2018-08-02 10:38:20.81	DM->RN	"turn right 45 degrees"	None	None
185	2018-08-02 10:38:23.24	DM->CMD	"turning. . ."	None	None
186	2018-08-02 10:38:26.66	RN	"done"	None	None
187	2018-08-02 10:38:27.73	CMD	"is there a cone"	None	None
188	2018-08-02 10:38:28.69	DM->CMD	"done"	None	None
189	2018-08-02 10:38:34.32	DM->CMD	"yes"	None	None
190	2018-08-02 10:38:34.50	CMD	"how many cones do you see"	None	None
191	2018-08-02 10:38:43.72	DM->CMD	"Hmm. . ."	None	None
192	2018-08-02 10:38:52.31	DM->CMD	"I'm not sure."	None	None
193	2018-08-02 10:38:53.24	CMD	"take a picture"	None	None
194	2018-08-02 10:38:54.08	DM->CMD	"What do you think? <beep>"	None	None
195	2018-08-02 10:38:58.26	DM->RN	"send image"	None	None
i014	2018-08-02 10:38:54.72	IMAGE	"frame014"	None	None
196	2018-08-02 10:38:58.35	RN	"sent"	None	None
197	2018-08-02 10:38:59.09	CMD	"there is one cone"	None	None
198	2018-08-02 10:39:00.91	DM->CMD	"sent"	None	None
