id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	2018-08-16 15:30:21.04	DM->CMD	"calibrating. . ."	None	None
2	2018-08-16 15:30:44.41	RN	"<X: audio sync in three two one>"	None	None
3	2018-08-16 15:30:44.43	CMD	"<X: audio sync in three two one>"	None	None
4	2018-08-16 15:30:46.63	RN	"<loud noise>"	None	None
5	2018-08-16 15:30:46.63	CMD	"<loud noise>"	None	None
6	2018-08-16 15:30:52.25	DM->CMD	"calibration complete"	None	None
7	2018-08-16 15:31:05.45	CMD	"i am ready"	None	None
8	2018-08-16 15:31:07.69	DM->RN	"participant is ready"	None	None
9	2018-08-16 15:31:11.54	DM->CMD	"I'm also ready.  <beep>"	None	None
10	2018-08-16 15:31:22.66	CMD	"take a photo"	None	None
11	2018-08-16 15:31:25.59	DM->RN	"send image"	None	None
i000	2018-08-16 15:31:30.39	IMAGE	"frame000"	None	None
12	2018-08-16 15:31:26.67	RN	"sent"	None	None
13	2018-08-16 15:31:27.34	DM->CMD	"sent"	None	None
14	2018-08-16 15:31:32.77	CMD	"turn left forty degrees"	None	None
15	2018-08-16 15:31:36.49	DM->CMD	"processing. . ."	None	None
16	2018-08-16 15:31:42.77	DM->RN	"turn left 40 degrees"	None	None
17	2018-08-16 15:31:44.93	DM->CMD	"turning. . ."	None	None
18	2018-08-16 15:31:49.00	RN	"done"	None	None
19	2018-08-16 15:31:49.42	CMD	"turn left five degrees"	None	None
20	2018-08-16 15:31:49.51	DM->CMD	"done"	None	None
21	2018-08-16 15:31:53.25	DM->CMD	"processing. . ."	None	None
22	2018-08-16 15:31:59.16	DM->RN	"turn left 5 degrees"	None	None
23	2018-08-16 15:32:00.72	DM->CMD	"turning. . ."	None	None
24	2018-08-16 15:32:01.18	CMD	"take a photo"	None	None
25	2018-08-16 15:32:01.41	RN	"done"	None	None
26	2018-08-16 15:32:02.47	DM->CMD	"done"	None	None
27	2018-08-16 15:32:03.83	DM->RN	"send image"	None	None
i001	2018-08-16 15:32:08.42	IMAGE	"frame001"	None	None
28	2018-08-16 15:32:04.93	RN	"sent"	None	None
29	2018-08-16 15:32:05.61	DM->CMD	"sent"	None	None
30	2018-08-16 15:32:18.15	CMD	"turn around"	None	None
31	2018-08-16 15:32:26.23	DM->CMD	"I'm not sure what you are asking me to do.  <beep>"	None	None
32	2018-08-16 15:32:32.86	DM->CMD	"I'm not sure where or when to stop turning.  <beep>"	None	None
33	2018-08-16 15:32:39.94	CMD	"turn left seventy five degrees"	None	None
34	2018-08-16 15:32:42.96	DM->CMD	"processing. . ."	None	None
35	2018-08-16 15:32:50.28	DM->RN	"turn left 75 degrees"	None	None
36	2018-08-16 15:32:52.39	DM->CMD	"turning. . ."	None	None
37	2018-08-16 15:32:59.69	RN	"done"	None	None
38	2018-08-16 15:33:01.03	DM->CMD	"done"	None	None
39	2018-08-16 15:33:06.69	CMD	"turn left forty five degrees"	None	None
40	2018-08-16 15:33:11.95	DM->CMD	"processing. . ."	None	None
41	2018-08-16 15:33:17.88	DM->RN	"turn left 45 degrees"	None	None
42	2018-08-16 15:33:19.91	DM->CMD	"turning. . ."	None	None
43	2018-08-16 15:33:25.32	RN	"done"	None	None
44	2018-08-16 15:33:26.59	DM->CMD	"done"	None	None
45	2018-08-16 15:33:29.66	CMD	"turn left thirty degrees"	None	None
46	2018-08-16 15:33:35.42	DM->CMD	"processing. . ."	None	None
47	2018-08-16 15:33:40.48	DM->RN	"turn left 35 degrees"	None	None
48	2018-08-16 15:33:43.01	DM->CMD	"turning. . ."	None	None
49	2018-08-16 15:33:45.89	RN	"done"	None	None
50	2018-08-16 15:33:47.11	DM->CMD	"done"	None	None
51	2018-08-16 15:33:47.90	CMD	"take a photo"	None	None
52	2018-08-16 15:33:52.56	DM->RN	"send image"	None	None
i002	2018-08-16 15:33:55.98	IMAGE	"frame002"	None	None
53	2018-08-16 15:33:53.95	RN	"sent"	None	None
54	2018-08-16 15:33:54.37	DM->CMD	"sent"	None	None
55	2018-08-16 15:34:06.52	CMD	"turn left ten degrees"	None	None
56	2018-08-16 15:34:11.03	DM->CMD	"processing. . ."	None	None
57	2018-08-16 15:34:17.85	DM->RN	"turn left 10 degrees"	None	None
58	2018-08-16 15:34:20.19	DM->CMD	"turning. . ."	None	None
59	2018-08-16 15:34:20.70	RN	"done"	None	None
60	2018-08-16 15:34:21.42	CMD	"take a photo"	None	None
61	2018-08-16 15:34:22.50	DM->CMD	"done"	None	None
62	2018-08-16 15:34:27.06	DM->CMD	"I will send a picture"	None	None
63	2018-08-16 15:34:30.01	DM->RN	"send image"	None	None
i003	2018-08-16 15:34:32.65	IMAGE	"frame003"	None	None
64	2018-08-16 15:34:31.03	RN	"sent"	None	None
65	2018-08-16 15:34:32.32	DM->CMD	"sent"	None	None
66	2018-08-16 15:34:33.98	CMD	"turn left fifty degrees"	None	None
67	2018-08-16 15:34:38.61	DM->CMD	"processing. . ."	None	None
68	2018-08-16 15:34:48.08	DM->RN	"turn left 50 degrees"	None	None
69	2018-08-16 15:34:49.46	DM->CMD	"turning. . ."	None	None
70	2018-08-16 15:34:54.35	RN	"done"	None	None
71	2018-08-16 15:34:55.98	DM->CMD	"done"	None	None
72	2018-08-16 15:34:56.55	CMD	"turn left ffforty degrees"	None	None
73	2018-08-16 15:35:02.49	DM->CMD	"processing. . ."	None	None
74	2018-08-16 15:35:09.52	DM->RN	"turn left 40 degrees"	None	None
75	2018-08-16 15:35:13.75	DM->CMD	"turning. . ."	None	None
76	2018-08-16 15:35:14.21	RN	"done"	None	None
77	2018-08-16 15:35:14.24	CMD	"take a photo"	None	None
78	2018-08-16 15:35:16.30	DM->CMD	"done"	None	None
79	2018-08-16 15:35:18.64	DM->RN	"send image"	None	None
i004	2018-08-16 15:35:20.65	IMAGE	"frame004"	None	None
80	2018-08-16 15:35:19.65	RN	"sent"	None	None
81	2018-08-16 15:35:20.45	DM->CMD	"sent"	None	None
82	2018-08-16 15:35:29.04	CMD	"turn left ninety degrees"	None	None
83	2018-08-16 15:35:34.90	DM->CMD	"processing. . ."	None	None
84	2018-08-16 15:35:39.56	DM->CMD	"I will turn left 90 degrees"	None	None
85	2018-08-16 15:35:42.75	DM->RN	"turn left 90 degrees"	None	None
86	2018-08-16 15:35:44.28	DM->CMD	"turning. . ."	None	None
87	2018-08-16 15:35:50.98	RN	"done"	None	None
88	2018-08-16 15:35:51.81	DM->CMD	"done"	None	None
89	2018-08-16 15:35:59.77	DM->CMD	"Would you like me to send a picture?  <beep>"	None	None
90	2018-08-16 15:36:03.35	CMD	"no"	None	None
91	2018-08-16 15:36:07.53	CMD	"go forward ten feet"	None	None
92	2018-08-16 15:36:11.20	DM->CMD	"processing. . ."	None	None
93	2018-08-16 15:36:17.03	DM->RN	"move forward 10 feet"	None	None
94	2018-08-16 15:36:21.16	DM->CMD	"moving. . ."	None	None
95	2018-08-16 15:36:29.50	RN	"done"	None	None
96	2018-08-16 15:36:30.65	DM->CMD	"done"	None	None
97	2018-08-16 15:36:33.14	CMD	"take a photo"	None	None
98	2018-08-16 15:36:36.05	DM->RN	"send image"	None	None
i005	2018-08-16 15:36:37.07	IMAGE	"frame005"	None	None
