id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	2018-09-06 15:31:34.25	DM->RN	"ok"	None	None
2	2018-09-06 15:55:34.67	DM->CMD	"calibrating. . ."	None	None
3	2018-09-06 15:55:53.92	RN	"<X: audio sync in three two one>"	None	None
4	2018-09-06 15:55:54.08	CMD	"<X: audio sync in three two one>"	None	None
5	2018-09-06 15:55:57.10	RN	"<loud noise>"	None	None
6	2018-09-06 15:55:57.10	CMD	"<loud noise>"	None	None
7	2018-09-06 15:55:57.36	CMD	"<no speech>"	None	None
8	2018-09-06 15:56:00.56	CMD	"<X: alright> "	None	None
9	2018-09-06 15:56:00.92	CMD	"<X: you can let go of the button now> "	None	None
10	2018-09-06 15:56:01.67	DM->CMD	"calibration complete"	None	None
11	2018-09-06 15:56:41.46	CMD	"i am ready"	None	None
12	2018-09-06 15:56:42.79	DM->RN	"participant is ready"	None	None
13	2018-09-06 15:56:45.16	DM->CMD	"Hello! <beep>"	None	None
14	2018-09-06 15:56:47.43	DM->CMD	"Thanks for teaming up with me today."	None	None
15	2018-09-06 15:56:50.30	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."	None	None
16	2018-09-06 15:56:53.74	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."	None	None
17	2018-09-06 15:56:57.72	DM->CMD	"You can ask for help at any time."	None	None
18	2018-09-06 15:57:20.64	CMD	"<no speech>"	None	None
19	2018-09-06 15:57:22.14	CMD	"move forward"	None	None
20	2018-09-06 15:57:28.70	DM->CMD	"How far forward should I go?  <beep>"	None	None
21	2018-09-06 15:57:35.02	CMD	"five meters"	None	None
22	2018-09-06 15:57:37.22	DM->CMD	"processing. . ."	None	None
23	2018-09-06 15:57:42.87	DM->RN	"move forward 5 meters"	None	None
24	2018-09-06 15:57:44.53	DM->CMD	"moving. . ."	None	None
25	2018-09-06 15:57:56.84	RN	"done"	None	None
26	2018-09-06 15:57:58.37	DM->CMD	"done"	None	None
27	2018-09-06 15:58:03.69	CMD	"turn left <pause .65> to a <pause .70> zero degree heading"	None	None
28	2018-09-06 15:58:13.72	DM->CMD	"Hmm. . ."	None	None
29	2018-09-06 15:58:17.34	DM->CMD	"I will turn to face North"	None	None
30	2018-09-06 15:58:21.63	CMD	"good"	None	None
31	2018-09-06 15:58:27.73	DM->RN	"turn to face North"	None	None
32	2018-09-06 15:58:32.39	DM->CMD	"turning. . ."	None	None
33	2018-09-06 15:58:38.52	RN	"uh done"	None	None
34	2018-09-06 15:58:39.64	DM->CMD	"done"	None	None
35	2018-09-06 15:58:40.40	CMD	"<no speech>"	None	None
36	2018-09-06 15:58:45.93	CMD	"move forward <pause .49> one meter"	None	None
37	2018-09-06 15:58:49.83	DM->CMD	"processing. . ."	None	None
38	2018-09-06 15:58:55.95	DM->RN	"move forward 1 meter"	None	None
39	2018-09-06 15:58:59.28	DM->CMD	"moving. . ."	None	None
40	2018-09-06 15:59:02.30	RN	"done"	None	None
41	2018-09-06 15:59:03.97	CMD	"<no speech>"	None	None
42	2018-09-06 15:59:04.02	DM->CMD	"done"	None	None
43	2018-09-06 15:59:05.91	CMD	"move east two meters"	None	None
44	2018-09-06 15:59:10.43	DM->CMD	"processing. . ."	None	None
45	2018-09-06 15:59:12.08	CMD	"correction"	None	None
46	2018-09-06 15:59:13.00	CMD	"move west two meters"	None	None
47	2018-09-06 15:59:17.96	DM->RN	"turn to face West"	None	None
48	2018-09-06 15:59:19.16	DM->RN	"then. . ."	None	None
49	2018-09-06 15:59:19.94	DM->CMD	"turning. . ."	None	None
50	2018-09-06 15:59:20.85	DM->RN	"send image"	None	None
51	2018-09-06 15:59:24.87	DM->RN	"stop"	None	None
52	2018-09-06 15:59:29.31	DM->RN	"turn to face West"	None	None
53	2018-09-06 15:59:30.40	DM->RN	"then. . ."	None	None
54	2018-09-06 15:59:31.00	CMD	"<no speech>"	None	None
55	2018-09-06 15:59:36.18	CMD	"<no speech>"	None	None
56	2018-09-06 15:59:36.18	DM->RN	"move forward 2 meters"	None	None
57	2018-09-06 15:59:39.07	DM->CMD	"moving. . ."	None	None
58	2018-09-06 15:59:42.09	CMD	"<no speech>"	None	None
59	2018-09-06 15:59:43.30	RN	"done"	None	None
60	2018-09-06 15:59:43.93	DM->CMD	"done"	None	None
61	2018-09-06 15:59:47.52	DM->CMD	"Would you like me to send a picture?  <beep>"	None	None
62	2018-09-06 15:59:48.31	CMD	"<no speech>"	None	None
63	2018-09-06 15:59:49.55	CMD	"continue to move west until told to stop"	None	None
64	2018-09-06 15:59:54.54	DM->CMD	"There's too much lag in our communications for instantaneous instructions.  <beep>"	None	None
65	2018-09-06 16:00:03.88	CMD	"move west uh <pause 1.76> zero point five meters"	None	None
66	2018-09-06 16:00:14.85	DM->CMD	"processing. . ."	None	None
67	2018-09-06 16:00:22.52	DM->RN	"move forward .5 meters"	None	None
68	2018-09-06 16:00:24.94	DM->CMD	"moving. . ."	None	None
69	2018-09-06 16:00:26.69	RN	"done"	None	None
70	2018-09-06 16:00:27.76	DM->CMD	"done"	None	None
71	2018-09-06 16:00:29.10	CMD	"<no speech>"	None	None
72	2018-09-06 16:00:30.49	CMD	"repeat"	None	None
73	2018-09-06 16:00:30.64	RN	"<click>"	None	None
74	2018-09-06 16:00:42.50	DM->CMD	"processing. . ."	None	None
75	2018-09-06 16:00:48.27	CMD	"move west <pause .80> zero point two five meters"	None	None
76	2018-09-06 16:00:57.23	DM->CMD	"You can tell me to move a certain distance or to move to an object.  <beep>"	None	None
77	2018-09-06 16:01:11.00	DM->RN	"move forward .25 meters"	None	None
78	2018-09-06 16:01:12.23	CMD	"move forward <pause .34> zero point two five meters <met>"	None	None
79	2018-09-06 16:01:15.02	DM->CMD	"moving. . ."	None	None
80	2018-09-06 16:01:16.34	RN	"<no speech>"	None	None
81	2018-09-06 16:01:16.89	DM->CMD	"done"	None	None
82	2018-09-06 16:01:33.10	CMD	"turn north"	None	None
83	2018-09-06 16:01:36.33	DM->CMD	"processing. . ."	None	None
84	2018-09-06 16:01:38.41	DM->RN	"turn to face North"	None	None
85	2018-09-06 16:01:40.59	DM->CMD	"turning. . ."	None	None
86	2018-09-06 16:01:47.57	RN	"done"	None	None
87	2018-09-06 16:01:48.43	DM->CMD	"done"	None	None
88	2018-09-06 16:01:57.31	CMD	"take a photo"	None	None
89	2018-09-06 16:01:59.84	DM->RN	"send image"	None	None
i000	2018-09-06 16:02:00.14	IMAGE	"frame000"	None	None
90	2018-09-06 16:02:00.76	RN	"sent"	None	None
91	2018-09-06 16:02:01.33	DM->CMD	"sent"	None	None
