id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	2018-09-17 15:19:44.59	DM->RN	"calibrate"	None	None
2	2018-09-17 15:19:45.77	DM->CMD	"calibrating. . ."	None	None
3	2018-09-17 15:20:13.67	CMD	"mhm"	None	None
4	2018-09-17 15:20:23.24	RN	"<X: audio sync in three two one>"	None	None
5	2018-09-17 15:20:23.27	CMD	"<X: audio sync in three two one>"	None	None
6	2018-09-17 15:20:27.04	RN	"<loud noise>"	None	None
7	2018-09-17 15:20:27.04	CMD	"<loud noise>"	None	None
8	2018-09-17 15:20:28.01	DM->CMD	"calibration complete"	None	None
9	2018-09-17 15:20:29.54	CMD	"<X: okay you can>"	None	None
10	2018-09-17 15:20:38.06	CMD	"i am ready"	None	None
11	2018-09-17 15:20:43.03	DM->CMD	"I'm also ready.  <beep>"	None	None
12	2018-09-17 15:20:44.16	CMD	"great"	None	None
13	2018-09-17 15:20:48.53	CMD	"take a picture east"	None	None
14	2018-09-17 15:20:51.70	DM->CMD	"executing. . ."	None	None
15	2018-09-17 15:20:55.45	DM->RN	"turn to face East"	None	None
16	2018-09-17 15:20:59.48	DM->RN	"send image"	None	None
i000	2018-09-17 15:21:04.15	IMAGE	"frame000"	None	None
17	2018-09-17 15:21:01.33	RN	"sent"	None	None
18	2018-09-17 15:21:02.30	DM->CMD	"sent"	None	None
19	2018-09-17 15:21:21.38	CMD	"move two feet east"	None	None
20	2018-09-17 15:21:27.40	DM->CMD	"ok"	None	None
21	2018-09-17 15:21:29.84	DM->RN	"move forward 2 feet"	None	None
22	2018-09-17 15:21:37.68	RN	"done"	None	None
23	2018-09-17 15:21:38.96	CMD	"take a picture north"	None	None
24	2018-09-17 15:21:40.33	DM->CMD	"done"	None	None
25	2018-09-17 15:21:43.79	DM->CMD	"processing. . ."	None	None
26	2018-09-17 15:21:46.32	DM->RN	"turn to face North"	None	None
27	2018-09-17 15:21:47.75	DM->RN	"then. . ."	None	None
28	2018-09-17 15:21:48.89	DM->RN	"send image"	None	None
i001	2018-09-17 15:21:58.68	IMAGE	"frame001"	None	None
29	2018-09-17 15:21:56.49	RN	"done and sent"	None	None
30	2018-09-17 15:21:57.94	DM->CMD	"done, sent"	None	None
31	2018-09-17 15:22:08.26	CMD	"go to the southeast entrance"	None	None
32	2018-09-17 15:22:15.14	DM->CMD	"ok"	None	None
33	2018-09-17 15:22:19.07	DM->RN	"move into Stairwell hallway"	None	None
34	2018-09-17 15:22:21.63	DM->CMD	"moving. . ."	None	None
35	2018-09-17 15:22:38.16	RN	"done"	None	None
36	2018-09-17 15:22:39.11	DM->CMD	"done"	None	None
37	2018-09-17 15:22:40.57	CMD	"take a photo east"	None	None
38	2018-09-17 15:22:44.02	DM->CMD	"ok"	None	None
39	2018-09-17 15:22:46.24	DM->RN	"turn to face East"	None	None
40	2018-09-17 15:22:47.79	DM->RN	"then. . ."	None	None
41	2018-09-17 15:22:48.96	DM->RN	"send image"	None	None
i002	2018-09-17 15:22:57.11	IMAGE	"frame002"	None	None
42	2018-09-17 15:22:55.80	RN	"done and sent"	None	None
43	2018-09-17 15:22:56.93	DM->CMD	"Action done, photo sent"	None	None
44	2018-09-17 15:23:30.78	CMD	"take a photo south"	None	None
45	2018-09-17 15:23:35.10	DM->CMD	"processing. . ."	None	None
46	2018-09-17 15:23:37.86	DM->RN	"turn to face South"	None	None
47	2018-09-17 15:23:39.06	DM->RN	"then. . ."	None	None
48	2018-09-17 15:23:40.32	DM->RN	"send image"	None	None
i003	2018-09-17 15:23:48.19	IMAGE	"frame003"	None	None
49	2018-09-17 15:23:47.44	RN	"done and sent"	None	None
50	2018-09-17 15:23:49.38	DM->CMD	"done, sent"	None	None
51	2018-09-17 15:24:27.19	CMD	"go through the south entrance"	None	None
52	2018-09-17 15:24:37.92	DM->CMD	"I see more than one doorway.  <beep>"	None	None
53	2018-09-17 15:24:48.60	CMD	"go to the one on the southwest"	None	None
54	2018-09-17 15:24:58.59	DM->CMD	"ok"	None	None
55	2018-09-17 15:25:04.00	DM->RN	"move into Cleaning room"	None	None
56	2018-09-17 15:25:06.83	DM->CMD	"moving. . ."	None	None
57	2018-09-17 15:25:13.26	RN	"done"	None	None
58	2018-09-17 15:25:14.36	DM->CMD	"done"	None	None
59	2018-09-17 15:25:15.23	CMD	"take a photo"	None	None
60	2018-09-17 15:25:18.69	DM->RN	"send image"	None	None
i004	2018-09-17 15:25:19.04	IMAGE	"frame004"	None	None
61	2018-09-17 15:25:19.34	RN	"sent"	None	None
62	2018-09-17 15:25:20.33	DM->CMD	"sent"	None	None
63	2018-09-17 15:25:25.75	CMD	"take a south photo"	None	None
64	2018-09-17 15:25:32.38	DM->CMD	"I will turn to face South"	None	None
65	2018-09-17 15:25:33.41	DM->RN	"turn to face South"	None	None
66	2018-09-17 15:25:34.39	DM->RN	"then. . ."	None	None
67	2018-09-17 15:25:35.96	DM->RN	"send image"	None	None
i005	2018-09-17 15:25:44.76	IMAGE	"frame005"	None	None
68	2018-09-17 15:25:45.44	RN	"done and sent"	None	None
69	2018-09-17 15:25:46.56	DM->CMD	"done, sent"	None	None
70	2018-09-17 15:25:51.40	CMD	"take a photo of the shovel"	None	None
71	2018-09-17 15:26:02.24	DM->CMD	"processing. . ."	None	None
72	2018-09-17 15:26:16.91	DM->CMD	"Which shovel??"	None	None
73	2018-09-17 15:26:20.36	CMD	"all of them you see"	None	None
74	2018-09-17 15:26:32.51	DM->CMD	"I don't know what all the objects are around me.   <beep>"	None	None
75	2018-09-17 15:26:35.87	DM->CMD	"If you describe an object, you can help me locate it.  <beep>"	None	None
76	2018-09-17 15:26:40.87	CMD	"go to the southwest exit"	None	None
77	2018-09-17 15:26:44.97	DM->CMD	"ok"	None	None
78	2018-09-17 15:26:54.01	DM->RN	"move into Office"	None	None
79	2018-09-17 15:26:56.03	DM->CMD	"executing. . ."	None	None
80	2018-09-17 15:27:07.77	RN	"done"	None	None
81	2018-09-17 15:27:08.53	CMD	"take a photo"	None	None
82	2018-09-17 15:27:08.87	DM->CMD	"done"	None	None
83	2018-09-17 15:27:12.00	DM->RN	"send image"	None	None
i006	2018-09-17 15:27:10.72	IMAGE	"frame006"	None	None
84	2018-09-17 15:27:12.46	RN	"sent"	None	None
85	2018-09-17 15:27:13.64	DM->CMD	"sent"	None	None
86	2018-09-17 15:27:18.72	CMD	"take an east photo"	None	None
87	2018-09-17 15:27:22.49	DM->CMD	"processing. . ."	None	None
88	2018-09-17 15:27:26.44	DM->RN	"turn to face East"	None	None
89	2018-09-17 15:27:29.09	DM->RN	"then. . ."	None	None
90	2018-09-17 15:27:31.18	DM->RN	"send image"	None	None
i007	2018-09-17 15:27:34.30	IMAGE	"frame007"	None	None
91	2018-09-17 15:27:36.46	RN	"done and sent"	None	None
92	2018-09-17 15:27:37.52	DM->CMD	"done, sent"	None	None
93	2018-09-17 15:27:43.83	CMD	"go to the south entrance"	None	None
94	2018-09-17 15:27:48.31	DM->CMD	"ok"	None	None
95	2018-09-17 15:27:52.55	DM->RN	"move into Office hallway"	None	None
96	2018-09-17 15:27:55.53	DM->CMD	"moving. . ."	None	None
97	2018-09-17 15:28:08.35	RN	"done"	None	None
98	2018-09-17 15:28:09.33	DM->CMD	"done"	None	None
99	2018-09-17 15:28:10.64	CMD	"take a photo"	None	None
