id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	2018-08-23 14:27:20.12	DM->CMD	"calibrating. . ."	None	None
2	2018-08-23 14:27:23.16	DM->RN	"calibrate"	None	None
3	2018-08-23 14:28:07.11	CMD	"<X: audio sync in three two one>"	None	None
4	2018-08-23 14:28:07.26	RN	"<X: audio sync in three two one>"	None	None
5	2018-08-23 14:28:10.88	RN	"<loud noise>"	None	None
6	2018-08-23 14:28:10.88	CMD	"<loud noise>"	None	None
7	2018-08-23 14:28:19.43	CMD	"<X: okay xxx>"	None	None
8	2018-08-23 14:28:34.10	CMD	"i am ready"	None	None
9	2018-08-23 14:28:34.34	DM->CMD	"calibration complete"	None	None
10	2018-08-23 14:28:39.87	DM->CMD	"Hello! <beep>"	None	None
11	2018-08-23 14:28:42.90	DM->CMD	"Thanks for teaming up with me today."	None	None
12	2018-08-23 14:28:49.90	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."	None	None
13	2018-08-23 14:28:59.25	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."	None	None
14	2018-08-23 14:29:09.09	DM->CMD	"You can ask for help at any time."	None	None
15	2018-08-23 14:29:16.69	DM->CMD	"I'm also ready.  <beep>"	None	None
16	2018-08-23 14:29:33.62	CMD	"can you tell me how many doorways are in this space"	None	None
17	2018-08-23 14:29:38.98	DM->CMD	"processing. . ."	None	None
18	2018-08-23 14:29:55.37	DM->CMD	"I need your help to find doorways."	None	None
19	2018-08-23 14:29:59.91	CMD	"okay what do you need help with"	None	None
20	2018-08-23 14:30:09.53	DM->CMD	"You can tell me to move a certain distance or to move to an object.  <beep>"	None	None
21	2018-08-23 14:30:13.23	DM->CMD	"You can tell me to turn a number of degrees or to face something.  <beep>"	None	None
22	2018-08-23 14:30:27.33	CMD	"is there a doorway behind you"	None	None
23	2018-08-23 14:30:36.75	DM->CMD	"I'm not sure."	None	None
24	2018-08-23 14:30:39.30	DM->CMD	"You can tell me to turn a number of degrees or to face something.  <beep>"	None	None
25	2018-08-23 14:30:43.35	CMD	"face behind you"	None	None
26	2018-08-23 14:30:46.90	DM->CMD	"ok"	None	None
27	2018-08-23 14:30:49.58	DM->RN	"turn 180"	None	None
28	2018-08-23 14:30:53.36	DM->CMD	"turning. . ."	None	None
29	2018-08-23 14:31:03.69	RN	"done"	None	None
30	2018-08-23 14:31:05.30	DM->CMD	"done"	None	None
31	2018-08-23 14:31:08.07	CMD	"do you see any doorways"	None	None
32	2018-08-23 14:31:17.42	DM->CMD	"no"	None	None
33	2018-08-23 14:31:27.92	CMD	"turn uh just slightly to your right"	None	None
34	2018-08-23 14:31:33.43	DM->CMD	"processing. . ."	None	None
35	2018-08-23 14:31:45.65	DM->CMD	"How far should I turn to the right?  <beep>"	None	None
36	2018-08-23 14:31:50.09	CMD	"fifteen degrees"	None	None
37	2018-08-23 14:31:52.92	DM->CMD	"ok"	None	None
38	2018-08-23 14:31:58.53	DM->RN	"turn right 15 degrees"	None	None
39	2018-08-23 14:32:01.74	DM->CMD	"turning. . ."	None	None
40	2018-08-23 14:32:02.88	RN	"done"	None	None
41	2018-08-23 14:32:04.49	DM->CMD	"done"	None	None
42	2018-08-23 14:32:05.57	CMD	"do you see a doorway"	None	None
43	2018-08-23 14:32:15.70	DM->CMD	"no"	None	None
44	2018-08-23 14:32:17.95	CMD	"turn another fifteen degrees to your right"	None	None
45	2018-08-23 14:32:23.74	DM->CMD	"ok"	None	None
46	2018-08-23 14:32:29.10	DM->RN	"turn right 15 degrees"	None	None
47	2018-08-23 14:32:33.48	RN	"done"	None	None
48	2018-08-23 14:32:35.71	DM->CMD	"done"	None	None
49	2018-08-23 14:32:36.94	CMD	"do you see a doorway"	None	None
50	2018-08-23 14:32:44.86	DM->CMD	"no"	None	None
51	2018-08-23 14:32:47.16	CMD	"another fifteen degrees to your right"	None	None
52	2018-08-23 14:32:54.13	DM->RN	"turn right 15 degrees"	None	None
53	2018-08-23 14:32:57.51	DM->CMD	"I will turn right 15 degrees"	None	None
54	2018-08-23 14:32:59.23	RN	"done"	None	None
55	2018-08-23 14:33:01.28	DM->CMD	"done"	None	None
56	2018-08-23 14:33:02.41	CMD	"do you see a doorway"	None	None
57	2018-08-23 14:33:06.97	DM->CMD	"no"	None	None
58	2018-08-23 14:33:09.11	CMD	"turn another fifteen degrees to your right"	None	None
59	2018-08-23 14:33:17.59	DM->CMD	"ok"	None	None
60	2018-08-23 14:33:22.99	DM->RN	"turn right 15 degrees"	None	None
61	2018-08-23 14:33:25.70	DM->CMD	"turning. . ."	None	None
62	2018-08-23 14:33:28.26	RN	"done"	None	None
63	2018-08-23 14:33:34.31	DM->CMD	"done"	None	None
64	2018-08-23 14:33:34.80	CMD	"do you see a doorway"	None	None
65	2018-08-23 14:33:39.84	DM->CMD	"no"	None	None
66	2018-08-23 14:33:41.86	CMD	"turn another fifteen degrees to your right"	None	None
67	2018-08-23 14:33:50.92	DM->CMD	"ok"	None	None
68	2018-08-23 14:33:57.48	DM->RN	"turn right 15 degrees"	None	None
69	2018-08-23 14:34:00.19	DM->CMD	"turning. . ."	None	None
70	2018-08-23 14:34:02.33	RN	"done"	None	None
71	2018-08-23 14:34:04.34	DM->CMD	"done"	None	None
72	2018-08-23 14:34:04.76	CMD	"do you see a doorway"	None	None
