id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	2018-09-26 11:01:37.20	DM->RN	"calibrate"	None	None
2	2018-09-26 11:01:41.68	DM->CMD	"calibrating. . ."	None	None
3	2018-09-26 11:02:31.70	CMD	"<X: audio sync in three two one>"	None	None
4	2018-09-26 11:02:32.00	RN	"<X: audio sync in three two one>"	None	None
5	2018-09-26 11:02:35.82	RN	"<loud noise>"	None	None
6	2018-09-26 11:02:35.82	CMD	"<loud noise>"	None	None
7	2018-09-26 11:02:38.10	CMD	"<X: okay you can let>"	None	None
8	2018-09-26 11:02:38.31	DM->CMD	"calibration complete"	None	None
9	2018-09-26 11:02:46.11	CMD	"i am ready"	None	None
10	2018-09-26 11:02:47.54	DM->RN	"participant is ready"	None	None
11	2018-09-26 11:02:50.21	DM->CMD	"I'm also ready.  <beep>"	None	None
12	2018-09-26 11:02:53.09	CMD	"move to the left doorway"	None	None
13	2018-09-26 11:02:57.71	DM->CMD	"ok"	None	None
14	2018-09-26 11:03:08.20	DM->RN	"move to Shoe Start - hall doorway"	None	None
15	2018-09-26 11:03:10.24	DM->CMD	"executing. . ."	None	None
16	2018-09-26 11:03:27.80	RN	"done"	None	None
17	2018-09-26 11:03:30.12	DM->CMD	"done"	None	None
18	2018-09-26 11:03:31.77	CMD	"move a hundred degrees up"	None	None
19	2018-09-26 11:03:37.22	DM->CMD	"Can you rephrase that?  <beep>"	None	None
20	2018-09-26 11:03:39.64	CMD	"move fifty degrees up"	None	None
21	2018-09-26 11:03:49.94	DM->CMD	"processing. . ."	None	None
22	2018-09-26 11:03:51.43	DM->CMD	"I'm not sure where you want me to go.  <beep>"	None	None
23	2018-09-26 11:03:55.66	CMD	"take picture"	None	None
24	2018-09-26 11:03:59.52	DM->RN	"send image"	None	None
i000	2018-09-26 11:04:04.64	IMAGE	"frame000"	None	None
25	2018-09-26 11:04:00.07	RN	"sent"	None	None
26	2018-09-26 11:04:01.64	DM->CMD	"sent"	None	None
27	2018-09-26 11:04:10.78	CMD	"move <pause> to the left doorway"	None	None
28	2018-09-26 11:04:20.64	DM->RN	"move into Kitchen hallway"	None	None
29	2018-09-26 11:04:30.04	RN	"done"	None	None
30	2018-09-26 11:04:31.27	DM->CMD	"done"	None	None
31	2018-09-26 11:04:32.77	CMD	"take picture"	None	None
32	2018-09-26 11:04:36.25	DM->RN	"send image"	None	None
i001	2018-09-26 11:04:40.89	IMAGE	"frame001"	None	None
33	2018-09-26 11:04:36.71	RN	"sent"	None	None
34	2018-09-26 11:04:38.10	DM->CMD	"sent"	None	None
35	2018-09-26 11:04:41.30	CMD	"move left"	None	None
36	2018-09-26 11:04:48.71	DM->CMD	"Could you break it down for me?  <beep>"	None	None
37	2018-09-26 11:04:53.23	CMD	"move fifty degrees left"	None	None
38	2018-09-26 11:04:59.62	DM->CMD	"processing. . ."	None	None
39	2018-09-26 11:05:04.76	DM->RN	"turn left 50 degrees"	None	None
40	2018-09-26 11:05:08.92	DM->CMD	"turning. . ."	None	None
41	2018-09-26 11:05:12.84	RN	"done"	None	None
42	2018-09-26 11:05:22.16	DM->CMD	"Would you like me to send a picture?  <beep>"	None	None
43	2018-09-26 11:05:25.79	CMD	"yes"	None	None
44	2018-09-26 11:05:27.27	DM->RN	"send image"	None	None
i002	2018-09-26 11:05:31.39	IMAGE	"frame002"	None	None
