id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	2018-08-14 11:13:51.46	DM->RN	"calibrate"	None	None
2	2018-08-14 11:13:53.48	DM->CMD	"calibrating. . ."	None	None
3	2018-08-14 11:14:24.94	RN	"<X: audio sync in three two one>"	None	None
4	2018-08-14 11:14:24.97	CMD	"<X: audio sync in three two one>"	None	None
5	2018-08-14 11:14:28.17	CMD	"<no speech>"	None	None
6	2018-08-14 11:14:28.59	RN	"<loud noise>"	None	None
7	2018-08-14 11:14:28.59	CMD	"<loud noise>"	None	None
8	2018-08-14 11:14:29.65	DM->CMD	"calibration complete"	None	None
9	2018-08-14 11:14:43.04	CMD	"i am ready"	None	None
10	2018-08-14 11:14:44.84	DM->RN	"participant is ready"	None	None
11	2018-08-14 11:14:47.28	DM->CMD	"I'm ready.  <beep>"	None	None
12	2018-08-14 11:14:55.68	CMD	"turn <pause 1.3> forty five degrees to the left"	None	None
13	2018-08-14 11:15:01.99	DM->CMD	"processing. . ."	None	None
14	2018-08-14 11:15:04.81	DM->RN	"turn left 45 degrees"	None	None
15	2018-08-14 11:15:07.68	DM->CMD	"turning. . ."	None	None
16	2018-08-14 11:15:13.62	RN	"done"	None	None
17	2018-08-14 11:15:15.14	DM->CMD	"I turned left 45 degrees"	None	None
18	2018-08-14 11:15:17.07	CMD	"take a photo"	None	None
19	2018-08-14 11:15:18.49	DM->RN	"send image"	None	None
i000	2018-08-14 11:15:26.92	IMAGE	"frame000"	None	None
20	2018-08-14 11:15:19.18	RN	"sent"	None	None
21	2018-08-14 11:15:20.30	DM->CMD	"sent"	None	None
22	2018-08-14 11:15:50.35	CMD	"turn <pause 1.2> forty five <pause .84> degrees to the left"	None	None
23	2018-08-14 11:15:57.09	CMD	"and take another photo"	None	None
24	2018-08-14 11:15:59.37	DM->CMD	"processing. . ."	None	None
25	2018-08-14 11:16:02.67	DM->RN	"turn left 45 degrees"	None	None
26	2018-08-14 11:16:04.54	DM->RN	"then. . ."	None	None
27	2018-08-14 11:16:05.62	DM->RN	"send image"	None	None
28	2018-08-14 11:16:08.14	DM->CMD	"turning. . ."	None	None
i001	2018-08-14 11:16:19.53	IMAGE	"frame001"	None	None
29	2018-08-14 11:16:12.21	RN	"done and sent"	None	None
30	2018-08-14 11:16:14.40	DM->CMD	"done, sent"	None	None
31	2018-08-14 11:16:26.23	CMD	"turn forty five degrees to the left"	None	None
32	2018-08-14 11:16:28.66	CMD	"and take a photo"	None	None
33	2018-08-14 11:16:30.55	DM->CMD	"ok"	None	None
34	2018-08-14 11:16:32.75	DM->RN	"turn left 45 degrees"	None	None
35	2018-08-14 11:16:34.87	DM->RN	"then. . ."	None	None
36	2018-08-14 11:16:35.93	DM->RN	"send image"	None	None
i002	2018-08-14 11:16:48.32	IMAGE	"frame002"	None	None
37	2018-08-14 11:16:41.54	RN	"done and sent"	None	None
38	2018-08-14 11:16:42.95	DM->CMD	"done, sent"	None	None
39	2018-08-14 11:16:52.48	CMD	"turn forty five degrees to the left"	None	None
40	2018-08-14 11:16:54.25	CMD	"and take a photo"	None	None
41	2018-08-14 11:16:55.57	DM->RN	"turn left 45 degrees"	None	None
42	2018-08-14 11:16:56.42	DM->CMD	"I will turn left 45 degrees"	None	None
43	2018-08-14 11:16:58.03	DM->RN	"then. . ."	None	None
44	2018-08-14 11:16:59.04	DM->RN	"send image"	None	None
i003	2018-08-14 11:17:11.26	IMAGE	"frame003"	None	None
45	2018-08-14 11:17:04.59	RN	"done and sent"	None	None
46	2018-08-14 11:17:06.24	DM->CMD	"done, sent"	None	None
47	2018-08-14 11:17:11.60	CMD	"turn forty five degrees to the left"	None	None
48	2018-08-14 11:17:13.56	CMD	"and take a photo"	None	None
49	2018-08-14 11:17:14.67	DM->RN	"turn left 45 degrees"	None	None
50	2018-08-14 11:17:16.40	DM->RN	"then. . ."	None	None
51	2018-08-14 11:17:19.02	DM->RN	"send image"	None	None
52	2018-08-14 11:17:20.11	DM->CMD	"turning. . ."	None	None
i004	2018-08-14 11:17:31.24	IMAGE	"frame004"	None	None
53	2018-08-14 11:17:24.94	RN	"done and sent"	None	None
54	2018-08-14 11:17:26.64	DM->CMD	"done, sent"	None	None
