id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	2018-09-06 16:24:50.64	DM->CMD	"calibrating. . ."	None	None
2	2018-09-06 16:25:06.50	RN	"<no speech>"	None	None
3	2018-09-06 16:25:07.36	RN	"<X: audio sync in three two one>"	None	None
4	2018-09-06 16:25:07.36	CMD	"<X: audio sync in three two one>"	None	None
5	2018-09-06 16:25:10.05	RN	"<loud noise>"	None	None
6	2018-09-06 16:25:10.05	CMD	"<loud noise>"	None	None
7	2018-09-06 16:25:10.42	CMD	"<no speech>"	None	None
8	2018-09-06 16:25:13.55	CMD	"<X: alright>"	None	None
9	2018-09-06 16:25:13.85	CMD	"<X: you can let go of the button>"	None	None
10	2018-09-06 16:25:16.54	DM->CMD	"calibration complete"	None	None
11	2018-09-06 16:25:24.17	CMD	"<no speech>"	None	None
12	2018-09-06 16:25:24.90	CMD	"i am ready"	None	None
13	2018-09-06 16:25:29.58	DM->RN	"participant is ready"	None	None
14	2018-09-06 16:25:31.89	DM->CMD	"Hi!"	None	None
15	2018-09-06 16:25:33.00	DM->CMD	"I'm also ready.  <beep>"	None	None
16	2018-09-06 16:25:50.20	CMD	"<no speech>"	None	None
17	2018-09-06 16:25:51.18	CMD	"uh"	None	None
18	2018-09-06 16:25:55.41	CMD	"turn east "	None	None
19	2018-09-06 16:25:59.92	DM->CMD	"processing. . ."	None	None
20	2018-09-06 16:26:02.29	DM->CMD	"I will turn to face East"	None	None
21	2018-09-06 16:26:02.97	DM->RN	"turn to face East"	None	None
22	2018-09-06 16:26:05.87	DM->CMD	"turning. . ."	None	None
23	2018-09-06 16:26:06.42	CMD	"grab a photo when you get there"	None	None
24	2018-09-06 16:26:10.26	RN	"done"	None	None
25	2018-09-06 16:26:11.87	DM->CMD	"done"	None	None
26	2018-09-06 16:26:13.40	DM->RN	"send image"	None	None
i000	2018-09-06 16:26:16.47	IMAGE	"frame000"	None	None
27	2018-09-06 16:26:14.65	RN	"sent"	None	None
28	2018-09-06 16:26:15.85	DM->CMD	"sent"	None	None
29	2018-09-06 16:26:20.20	CMD	"move forward zero point one meters"	None	None
30	2018-09-06 16:26:27.79	DM->CMD	"processing. . ."	None	None
31	2018-09-06 16:26:39.95	DM->RN	"move forward .1"	None	None
32	2018-09-06 16:26:42.23	RN	"done"	None	None
33	2018-09-06 16:26:42.90	DM->CMD	"moving. . ."	None	None
34	2018-09-06 16:26:44.48	DM->CMD	"done"	None	None
35	2018-09-06 16:26:49.47	CMD	"<no speech>"	None	None
36	2018-09-06 16:26:50.84	CMD	"turn northeast "	None	None
37	2018-09-06 16:26:53.16	CMD	"and grab an image"	None	None
38	2018-09-06 16:26:57.34	DM->CMD	"processing. . ."	None	None
39	2018-09-06 16:27:03.94	DM->RN	"turn left 45 degrees"	None	None
40	2018-09-06 16:27:04.91	DM->RN	"then. . ."	None	None
41	2018-09-06 16:27:05.67	DM->CMD	"turning. . ."	None	None
42	2018-09-06 16:27:06.43	DM->RN	"send image"	None	None
i001	2018-09-06 16:27:10.20	IMAGE	"frame001"	None	None
43	2018-09-06 16:27:09.57	RN	"done and sent"	None	None
44	2018-09-06 16:27:10.54	DM->CMD	"done, sent"	None	None
45	2018-09-06 16:27:22.15	CMD	"move forward zero point two meters"	None	None
46	2018-09-06 16:27:24.90	CMD	"and take a photo"	None	None
47	2018-09-06 16:27:30.01	DM->CMD	"processing. . ."	None	None
