id	time	stream	text	context	notes
0	0	CMD	"(calibrate)"	None	None
1	2018-08-03 10:59:42.93	DM->CMD	"calibrating. . ."	None	None
2	2018-08-03 10:59:45.33	DM->RN	"calibrate"	None	None
3	2018-08-03 11:00:32.01	CMD	"<audio sync in three two one>"	None	None
4	2018-08-03 11:00:33.27	RN	"<in three two one>"	None	None
5	2018-08-03 11:00:36.24	RN	"<loud noise>"	None	None
6	2018-08-03 11:00:36.24	CMD	"<loud noise>"	None	None
7	2018-08-03 11:00:45.51	DM->CMD	"calibration complete"	None	None
8	2018-08-03 11:00:57.18	CMD	"i am ready"	None	None
9	2018-08-03 11:00:59.60	DM->RN	"participant is ready"	None	None
10	2018-08-03 11:01:03.41	DM->CMD	"I'm also ready.  <beep>"	None	None
11	2018-08-03 11:01:14.78	CMD	"can you move five feet to your right"	None	None
12	2018-08-03 11:01:23.58	DM->CMD	"processing. . ."	None	None
13	2018-08-03 11:01:48.43	DM->CMD	"I will turn right 90 degrees"	None	None
14	2018-08-03 11:01:49.99	DM->CMD	"I will move forward 5 feet"	None	None
15	2018-08-03 11:01:52.91	DM->RN	"turn right 90 degrees"	None	None
16	2018-08-03 11:01:54.12	DM->RN	"move forward 5 feet"	None	None
17	2018-08-03 11:02:10.87	RN	"i could only move forward three feet"	None	None
18	2018-08-03 11:02:13.08	RN	"done"	None	None
19	2018-08-03 11:02:15.34	DM->CMD	"done"	None	None
20	2018-08-03 11:02:17.05	CMD	"take a picture"	None	None
21	2018-08-03 11:02:21.58	DM->RN	"send image"	None	None
i000	2018-08-03 11:02:23.75	IMAGE	"frame000"	None	None
22	2018-08-03 11:02:22.05	RN	"sent"	None	None
23	2018-08-03 11:02:25.69	DM->CMD	"sent"	None	None
24	2018-08-03 11:02:37.98	CMD	"can you "	None	None
25	2018-08-03 11:02:39.45	CMD	"move <pause> up four feet"	None	None
26	2018-08-03 11:02:47.18	DM->CMD	"processing. . ."	None	None
27	2018-08-03 11:03:03.65	DM->CMD	"I'm not sure what you are asking me to do.  <beep>"	None	None
28	2018-08-03 11:03:05.15	DM->CMD	"Can you rephrase that?  <beep>"	None	None
29	2018-08-03 11:03:09.97	CMD	"can you move <pause> four feet to your left"	None	None
30	2018-08-03 11:03:18.03	DM->CMD	"ok"	None	None
31	2018-08-03 11:03:23.26	DM->RN	"turn left 90 degrees"	None	None
32	2018-08-03 11:03:28.33	DM->RN	"move forward 4ft"	None	None
33	2018-08-03 11:03:30.61	DM->CMD	"executing. . ."	None	None
34	2018-08-03 11:03:36.33	RN	"done"	None	None
35	2018-08-03 11:03:38.36	DM->CMD	"done"	None	None
36	2018-08-03 11:03:41.72	CMD	"take a picture"	None	None
37	2018-08-03 11:03:45.85	DM->RN	"send image"	None	None
i001	2018-08-03 11:03:47.52	IMAGE	"frame001"	None	None
38	2018-08-03 11:03:47.15	RN	"sent"	None	None
39	2018-08-03 11:03:49.99	DM->CMD	"sent"	None	None
40	2018-08-03 11:04:39.64	CMD	"can you move <pause> four feet <pause>"	None	None
41	2018-08-03 11:04:45.38	CMD	"to your left"	None	None
42	2018-08-03 11:04:49.11	DM->CMD	"processing. . ."	None	None
43	2018-08-03 11:04:52.89	DM->RN	"turn left 90 degrees"	None	None
44	2018-08-03 11:04:57.39	DM->RN	"move forward 4ft"	None	None
45	2018-08-03 11:05:03.29	DM->CMD	"moving. . ."	None	None
46	2018-08-03 11:05:07.75	RN	"done"	None	None
47	2018-08-03 11:05:10.33	DM->CMD	"done"	None	None
48	2018-08-03 11:05:12.49	CMD	"take a picture"	None	None
49	2018-08-03 11:05:15.89	DM->RN	"send image"	None	None
i002	2018-08-03 11:05:16.52	IMAGE	"frame002"	None	None
50	2018-08-03 11:05:17.74	RN	"sent"	None	None
51	2018-08-03 11:05:20.16	DM->CMD	"sent"	None	None
52	2018-08-03 11:05:30.89	CMD	"what is <pause> the object <pause> in the picture"	None	None
53	2018-08-03 11:05:38.42	DM->CMD	"processing. . ."	None	None
54	2018-08-03 11:05:49.34	DM->CMD	"I don't know what all the objects are around me.   <beep>"	None	None
55	2018-08-03 11:05:54.19	CMD	"move <pause> three feet to your right"	None	None
56	2018-08-03 11:06:01.34	DM->CMD	"ok"	None	None
57	2018-08-03 11:06:04.64	DM->RN	"turn right 90 degrees"	None	None
58	2018-08-03 11:06:06.10	DM->RN	"move forward 3 feet"	None	None
59	2018-08-03 11:06:14.34	DM->CMD	"moving. . ."	None	None
60	2018-08-03 11:06:15.47	RN	"done"	None	None
61	2018-08-03 11:06:18.21	DM->CMD	"done"	None	None
62	2018-08-03 11:06:19.61	CMD	"take a picture"	None	None
63	2018-08-03 11:06:23.21	DM->RN	"send image"	None	None
i003	2018-08-03 11:06:23.27	IMAGE	"frame003"	None	None
64	2018-08-03 11:06:25.60	RN	"sent"	None	None
65	2018-08-03 11:06:27.35	DM->CMD	"sent"	None	None
66	2018-08-03 11:06:42.94	CMD	"move <pause> four feet to your right"	None	None
67	2018-08-03 11:06:51.41	DM->CMD	"processing. . ."	None	None
68	2018-08-03 11:06:55.51	DM->RN	"turn right 90 degrees"	None	None
69	2018-08-03 11:06:59.47	DM->RN	"move forward 4ft"	None	None
70	2018-08-03 11:07:04.98	DM->CMD	"executing. . ."	None	None
71	2018-08-03 11:07:11.79	RN	"done"	None	None
72	2018-08-03 11:07:14.29	DM->CMD	"done"	None	None
73	2018-08-03 11:07:17.24	CMD	"take a pic"	None	None
74	2018-08-03 11:07:22.86	DM->RN	"send image"	None	None
i004	2018-08-03 11:07:21.12	IMAGE	"frame004"	None	None
75	2018-08-03 11:07:24.33	RN	"sent"	None	None
76	2018-08-03 11:07:28.71	DM->CMD	"sent"	None	None
77	2018-08-03 11:07:54.61	CMD	"what are the objects in the picture"	None	None
78	2018-08-03 11:08:01.71	DM->CMD	"processing. . ."	None	None
79	2018-08-03 11:08:19.23	DM->CMD	"I don't know what all the objects are around me.   <beep>"	None	None
80	2018-08-03 11:08:21.38	CMD	"<notification sound>"	None	None
81	2018-08-03 11:08:22.20	DM->CMD	"If you describe an object, you can help me locate it.  <beep>"	None	None
82	2018-08-03 11:08:25.55	CMD	"can you take a picture of the brown <pause> clos<disfl> uh cabi<disfl> uh  <pause>"	None	None
83	2018-08-03 11:08:34.42	CMD	"closer so i can see it"	None	None
84	2018-08-03 11:08:39.29	DM->CMD	"ok"	None	None
85	2018-08-03 11:08:40.31	DM->CMD	"processing. . ."	None	None
86	2018-08-03 11:08:54.61	DM->RN	"move to stairs-side crate"	None	None
87	2018-08-03 11:08:57.30	DM->RN	"then. . ."	None	None
88	2018-08-03 11:08:58.49	DM->RN	"send image"	None	None
i005	2018-08-03 11:09:02.72	IMAGE	"frame005"	None	None
89	2018-08-03 11:09:07.51	RN	"done and sent"	None	None
90	2018-08-03 11:09:11.53	DM->CMD	"done, sent"	None	None
91	2018-08-03 11:09:30.95	CMD	"can you move down three feet"	None	None
92	2018-08-03 11:09:38.03	DM->CMD	"processing. . ."	None	None
93	2018-08-03 11:09:42.40	DM->RN	"move forward 3 feet"	None	None
94	2018-08-03 11:09:45.36	DM->CMD	"I will move forward 3 feet"	None	None
95	2018-08-03 11:09:50.01	RN	"done"	None	None
96	2018-08-03 11:09:51.77	DM->CMD	"done"	None	None
97	2018-08-03 11:09:52.82	CMD	"take a picture"	None	None
98	2018-08-03 11:09:55.77	DM->RN	"send image"	None	None
i006	2018-08-03 11:09:51.27	IMAGE	"frame006"	None	None
99	2018-08-03 11:09:56.72	RN	"sent"	None	None
100	2018-08-03 11:09:58.61	DM->CMD	"sent"	None	None
101	2018-08-03 11:10:12.94	CMD	"can you move down another three feet"	None	None
102	2018-08-03 11:10:18.34	DM->CMD	"ok"	None	None
103	2018-08-03 11:10:20.96	DM->RN	"move forward 3 feet"	None	None
104	2018-08-03 11:10:24.41	DM->CMD	"moving. . ."	None	None
105	2018-08-03 11:10:27.41	RN	"done"	None	None
106	2018-08-03 11:10:29.63	DM->CMD	"done"	None	None
107	2018-08-03 11:10:30.73	CMD	"take a picture"	None	None
108	2018-08-03 11:10:34.91	DM->RN	"send image"	None	None
i007	2018-08-03 11:10:29.62	IMAGE	"frame007"	None	None
109	2018-08-03 11:10:35.63	RN	"sent"	None	None
110	2018-08-03 11:10:38.05	DM->CMD	"sent"	None	None
111	2018-08-03 11:10:57.52	CMD	"can you move down another five feet"	None	None
112	2018-08-03 11:11:05.15	DM->CMD	"processing. . ."	None	None
113	2018-08-03 11:11:08.84	DM->RN	"move forward 5 feet"	None	None
114	2018-08-03 11:11:14.25	DM->CMD	"moving. . ."	None	None
115	2018-08-03 11:11:20.31	RN	"done"	None	None
116	2018-08-03 11:11:22.12	DM->CMD	"done"	None	None
117	2018-08-03 11:11:27.97	CMD	"take a picture"	None	None
118	2018-08-03 11:11:31.30	DM->RN	"send image"	None	None
i008	2018-08-03 11:11:25.14	IMAGE	"frame008"	None	None
119	2018-08-03 11:11:32.00	RN	"sent"	None	None
120	2018-08-03 11:11:35.50	DM->CMD	"sent"	None	None
